"ple0097","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Public health insurance","1999","Schleswig-Holstein","Male","123","0.820178745868319","0.759126581671782","0.881230910064856"
"Public health insurance","1999","Schleswig-Holstein","Female","159","0.913101588786722","0.871720343363705","0.95448283420974"
"Public health insurance","1999","Hamburg","Male","57","0.810141829189408","0.714057341626243","0.906226316752573"
"Public health insurance","1999","Hamburg","Female","71","0.944182763314864","0.892570429805311","0.995795096824418"
"Public health insurance","1999","Lower Saxony","Male","500","0.843260812572622","0.81382547384883","0.872696151296414"
"Public health insurance","1999","Lower Saxony","Female","543","0.928856379335022","0.908113723997774","0.94959903467227"
"Public health insurance","1999","Bremen","Male","36","0.9260691644177","0.844981906472141","1.00715642236326"
"Public health insurance","1999","Bremen","Female","48","0.992485909444045","0.968306235613953","1.01666558327414"
"Public health insurance","1999","North Rhine-Westphalia","Male","1116","0.849187899650323","0.829808851760822","0.868566947539824"
"Public health insurance","1999","North Rhine-Westphalia","Female","1272","0.891870544630304","0.875626751299063","0.908114337961545"
"Public health insurance","1999","Hesse","Male","375","0.83606422630662","0.801273767955447","0.870854684657793"
"Public health insurance","1999","Hesse","Female","429","0.895951463363857","0.868230050401199","0.923672876326516"
"Public health insurance","1999","Rhineland-Palatinate,Saarland","Male","317","0.844800331820889","0.807855189829637","0.88174547381214"
"Public health insurance","1999","Rhineland-Palatinate,Saarland","Female","367","0.881556190282429","0.850085826507861","0.913026554056996"
"Public health insurance","1999","Baden-Württemberg","Male","746","0.853759680821199","0.830019463254857","0.87749989838754"
"Public health insurance","1999","Baden-Württemberg","Female","830","0.925248279128865","0.907980003202327","0.942516555055404"
"Public health insurance","1999","Bavaria","Male","730","0.789508924690572","0.762498001389017","0.816519847992126"
"Public health insurance","1999","Bavaria","Female","848","0.90598724120894","0.887210140207727","0.924764342210154"
"Public health insurance","1999","Berlin","Male","205","0.82756307827914","0.78035718487678","0.874768971681499"
"Public health insurance","1999","Berlin","Female","249","0.904744733747354","0.869728152829236","0.939761314665472"
"Public health insurance","1999","Brandenburg","Male","267","0.933559135801618","0.904695327769543","0.962422943833693"
"Public health insurance","1999","Brandenburg","Female","310","0.970446549184255","0.951774393529528","0.989118704838983"
"Public health insurance","1999","Mecklenburg-Western Pomerania","Male","177","0.911352955611849","0.871560981201398","0.951144930022299"
"Public health insurance","1999","Mecklenburg-Western Pomerania","Female","193","0.954043919399497","0.925450232587558","0.982637606211436"
"Public health insurance","1999","Saxony","Male","520","0.949413118746951","0.931081176275099","0.967745061218803"
"Public health insurance","1999","Saxony","Female","586","0.963233620081006","0.948275137055997","0.978192103106015"
"Public health insurance","1999","Saxony-Anhalt","Male","313","0.94426731443486","0.919590930825233","0.968943698044487"
"Public health insurance","1999","Saxony-Anhalt","Female","355","0.980156825172569","0.965790451136725","0.994523199208413"
"Public health insurance","1999","Thuringia","Male","331","0.947451342177507","0.924108496201379","0.970794188153634"
"Public health insurance","1999","Thuringia","Female","362","0.981965912952361","0.968442948448555","0.995488877456167"
"Private health insurance","1999","Schleswig-Holstein","Male","21","","",""
"Private health insurance","1999","Schleswig-Holstein","Female","18","","",""
"Private health insurance","1999","Hamburg","Male","6","","",""
"Private health insurance","1999","Hamburg","Female","5","","",""
"Private health insurance","1999","Lower Saxony","Male","73","0.127319551734957","0.100331318390411","0.154307785079503"
"Private health insurance","1999","Lower Saxony","Female","43","0.0614651153724387","0.0420847640489076","0.0808454666959699"
"Private health insurance","1999","Bremen","Male","3","","",""
"Private health insurance","1999","Bremen","Female","","","",""
"Private health insurance","1999","North Rhine-Westphalia","Male","179","0.143316992627563","0.124342447971732","0.162291537283393"
"Private health insurance","1999","North Rhine-Westphalia","Female","126","0.102462173648995","0.0865996347562064","0.118324712541783"
"Private health insurance","1999","Hesse","Male","57","0.155063632760991","0.12104863542965","0.189078630092332"
"Private health insurance","1999","Hesse","Female","37","0.104048536636143","0.0763271236734843","0.131769949598801"
"Private health insurance","1999","Rhineland-Palatinate,Saarland","Male","50","0.148082278657135","0.111842521529173","0.184322035785097"
"Private health insurance","1999","Rhineland-Palatinate,Saarland","Female","34","0.111048196078736","0.0804486177917205","0.141647774365751"
