"ple0097","year","education","n","percent","lower_confidence","upper_confidence"
"Public health insurance","1999","lower secondary degree","5228","0.939172894316857","0.932871673346461","0.945474115287252"
"Public health insurance","1999","secondary school degree","3498","0.888598739678204","0.878679663161668","0.89851781619474"
"Public health insurance","1999","college entrance qualification","1686","0.725673215622385","0.707167393529692","0.744179037715078"
"Public health insurance","1999","Other degree","914","0.956237217563073","0.943124957015732","0.969349478110414"
"Public health insurance","1999","no degree/no degree yet","726","0.901998619542268","0.88114691285985","0.922850326224687"
"Private health insurance","1999","lower secondary degree","267","0.0545722132930384","0.0485839164027279","0.0605605101833489"
"Private health insurance","1999","secondary school degree","328","0.100151558095164","0.0906872933257896","0.109615822864538"
"Private health insurance","1999","college entrance qualification","518","0.261907619829937","0.243671469767102","0.280143769892771"
"Private health insurance","1999","Other degree","17","","",""
"Private health insurance","1999","no degree/no degree yet","52","0.0949461437329012","0.0743873111062876","0.115504976359515"
"Neither","1999","lower secondary degree","32","0.00625489239010477","0.00417638878684443","0.00833339599336512"
"Neither","1999","secondary school degree","39","0.0112497022266319","0.0079247365300805","0.0145746679231832"
"Neither","1999","college entrance qualification","29","","",""
"Neither","1999","Other degree","4","","",""
"Neither","1999","no degree/no degree yet","3","","",""
"Public health insurance","2000","lower secondary degree","9437","0.944713305126341","0.940230659716099","0.949195950536583"
"Public health insurance","2000","secondary school degree","6271","0.890912268092823","0.883606082453193","0.898218453732452"
"Public health insurance","2000","college entrance qualification","3512","0.729288133472778","0.716638960240332","0.741937306705225"
"Public health insurance","2000","Other degree","1465","0.936238707134381","0.924047773097007","0.948429641171754"
"Public health insurance","2000","no degree/no degree yet","833","0.896946428059432","0.877353831232682","0.916539024886183"
"Private health insurance","2000","lower secondary degree","506","0.0513487385647987","0.0470196921694249","0.0556777849601724"
"Private health insurance","2000","secondary school degree","681","0.103588341092733","0.0964467584815253","0.110729923703941"
"Private health insurance","2000","college entrance qualification","1196","0.263812896670926","0.251267019422324","0.276358773919528"
"Private health insurance","2000","Other degree","61","0.0494826739249596","0.0386615660452056","0.0603037818047137"
"Private health insurance","2000","no degree/no degree yet","85","0.0934384422717295","0.0746825094304317","0.112194375113027"
"Neither","2000","lower secondary degree","42","0.00393795630886062","0.00270951984660193","0.00516639277111931"
"Neither","2000","secondary school degree","42","0.005499390814444","0.00376620512001884","0.00723257650886916"
"Neither","2000","college entrance qualification","32","0.00689896985629577","0.00454257666023045","0.00925536305236109"
"Neither","2000","Other degree","17","","",""
"Neither","2000","no degree/no degree yet","7","","",""
