"ple0097","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Neither","1999","16-34 y.","(Married) couple without C. ","13","","","","3"
"Neither","1999","16-34 y.","Couple + C. LE 16 ","3","","","","3"
"Neither","1999","16-34 y.","Couple + C. GT 16 ","15","","","","3"
"Neither","1999","16-34 y.","Couple + C. LE and GT 16","5","","","","3"
"Neither","1999","16-34 y.","Single parent ","5","","","","3"
"Neither","1999","35-65 y.","1-pers.-HH","6","","","","3"
"Neither","1999","66 and older","Couple + C. LE and GT 16","","","","","3"
"Neither","1999","66 and older","Couple + C. GT 16 ","1","","","","3"
"Neither","1999","66 and older","Couple + C. LE 16 ","","","","","3"
"Neither","1999","66 and older","Single parent ","","","","","3"
"Neither","1999","16-34 y.","1-pers.-HH","6","","","","3"
"Neither","1999","35-65 y.","(Married) couple without C. ","12","","","","3"
"Neither","1999","35-65 y.","Single parent ","2","","","","3"
"Neither","1999","35-65 y.","Couple + C. LE 16 ","22","","","","3"
"Neither","1999","35-65 y.","Couple + C. GT 16 ","6","","","","3"
"Neither","1999","35-65 y.","Couple + C. LE and GT 16","5","","","","3"
"Neither","1999","66 and older","1-pers.-HH","3","","","","3"
"Neither","1999","66 and older","(Married) couple without C. ","2","","","","3"
"Private health insurance","1999","16-34 y.","Couple + C. GT 16 ","66","0.0870539420874537","0.069070249348396","0.105037634826511","2"
"Private health insurance","1999","16-34 y.","Couple + C. LE and GT 16","36","0.103697337186124","0.0750808716783546","0.132313802693894","2"
"Private health insurance","1999","35-65 y.","(Married) couple without C. ","222","0.110574672835416","0.0975732193993019","0.12357612627153","2"
"Private health insurance","1999","35-65 y.","Single parent ","28","","","","2"
"Private health insurance","1999","35-65 y.","Couple + C. LE 16 ","216","0.159210727585295","0.141704931824875","0.176716523345715","2"
"Private health insurance","1999","66 and older","Couple + C. LE and GT 16","","","","","2"
"Private health insurance","1999","35-65 y.","1-pers.-HH","82","0.13351679401731","0.106872209830346","0.160161378204273","2"
"Private health insurance","1999","16-34 y.","Couple + C. LE 16 ","68","0.0883611956314363","0.0732548144342255","0.103467576828647","2"
"Private health insurance","1999","66 and older","Couple + C. GT 16 ","6","","","","2"
"Private health insurance","1999","16-34 y.","Single parent ","18","","","","2"
"Private health insurance","1999","66 and older","Couple + C. LE 16 ","","","","","2"
"Private health insurance","1999","16-34 y.","(Married) couple without C. ","92","0.0969349031107556","0.0779296845027937","0.115940121718717","2"
"Private health insurance","1999","16-34 y.","1-pers.-HH","42","0.0785728270220033","0.0543499559554288","0.102795698088578","2"
"Private health insurance","1999","66 and older","Single parent ","4","","","","2"
"Private health insurance","1999","35-65 y.","Couple + C. LE and GT 16","69","0.124675600602217","0.10066206335343","0.148689137851004","2"
"Private health insurance","1999","66 and older","1-pers.-HH","29","","","","2"
"Private health insurance","1999","66 and older","(Married) couple without C. ","79","0.0937414612742224","0.0754649741633455","0.112017948385099","2"
"Private health insurance","1999","35-65 y.","Couple + C. GT 16 ","131","0.110385046043187","0.0942722302282706","0.126497861858104","2"
"Public health insurance","1999","16-34 y.","1-pers.-HH","426","0.899317764358968","0.872228829334129","0.926406699383807","1"
"Public health insurance","1999","16-34 y.","(Married) couple without C. ","826","0.886907644302311","0.866563984963911","0.907251303640711","1"
"Public health insurance","1999","16-34 y.","Single parent ","290","0.934601967371555","0.907213255359172","0.961990679383938","1"
"Public health insurance","1999","16-34 y.","Couple + C. LE 16 ","1285","0.909629076184499","0.894368716351407","0.924889436017592","1"
"Public health insurance","1999","16-34 y.","Couple + C. GT 16 ","863","0.899705145393003","0.88054267386678","0.918867616919225","1"
"Public health insurance","1999","16-34 y.","Couple + C. LE and GT 16","395","0.889197497786205","0.859734376988586","0.918660618583824","1"
"Public health insurance","1999","35-65 y.","1-pers.-HH","538","0.860820109441155","0.833705373979848","0.887934844902461","1"
"Public health insurance","1999","35-65 y.","(Married) couple without C. ","2001","0.883954781466974","0.870676619027795","0.897232943906154","1"
"Public health insurance","1999","35-65 y.","Single parent ","326","0.900119936940408","0.868973190561847","0.931266683318969","1"
"Public health insurance","1999","35-65 y.","Couple + C. LE 16 ","1440","0.825404057633705","0.807240434360384","0.843567680907026","1"
"Public health insurance","1999","35-65 y.","Couple + C. GT 16 ","1316","0.886096371859561","0.869761168632741","0.90243157508638","1"
