"ple0097","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Public health insurance","1999","in school","Male","129","0.751357685359324","0.684174527200872","0.818540843517776"
"Public health insurance","1999","in school","Female","142","0.841489408063446","0.785249570900409","0.897729245226483"
"Public health insurance","1999","inadequately","Male","173","0.99358725690204","0.981794463654316","1.00538005014976"
"Public health insurance","1999","inadequately","Female","251","0.997175336076583","0.990622686002098","1.00372798615107"
"Public health insurance","1999","general elemantary","Male","849","0.955342650710766","0.94171126983691","0.968974031584623"
"Public health insurance","1999","general elemantary","Female","1522","0.960564012842548","0.95096107526502","0.970166950420077"
"Public health insurance","1999","middle vocational","Male","3132","0.88589408431394","0.875330691008892","0.896457477618989"
"Public health insurance","1999","middle vocational","Female","3284","0.935529397039656","0.92737683739091","0.943681956688402"
"Public health insurance","1999","vocational + Abi","Male","208","0.840269335307345","0.793919747422561","0.886618923192129"
"Public health insurance","1999","vocational + Abi","Female","254","0.947874625963782","0.921361175537757","0.974388076389807"
"Public health insurance","1999","higher vocational","Male","413","0.805704050351551","0.770635863772756","0.840772236930346"
"Public health insurance","1999","higher vocational","Female","291","0.834690946746383","0.794854001522591","0.874527891970175"
"Public health insurance","1999","higher education","Male","792","0.696444790540843","0.66909869223577","0.723790888845915"
"Public health insurance","1999","higher education","Female","737","0.783404221310955","0.756265186162471","0.810543256459439"
"Private health insurance","1999","in school","Male","30","0.248642314640676","0.181459156482224","0.315825472799128"
"Private health insurance","1999","in school","Female","19","","",""
"Private health insurance","1999","inadequately","Male","2","","",""
"Private health insurance","1999","inadequately","Female","1","","",""
"Private health insurance","1999","general elemantary","Male","28","","",""
"Private health insurance","1999","general elemantary","Female","48","0.0346522519433162","0.0256281868956578","0.0436763169909745"
"Private health insurance","1999","middle vocational","Male","295","0.098161960189667","0.0882765577315471","0.108047362647787"
"Private health insurance","1999","middle vocational","Female","190","0.0600536333475455","0.0521667470389485","0.0679405196561425"
"Private health insurance","1999","vocational + Abi","Male","28","","",""
"Private health insurance","1999","vocational + Abi","Female","15","","",""
"Private health insurance","1999","higher vocational","Male","67","0.176112046448951","0.142350504784646","0.209873588113256"
"Private health insurance","1999","higher vocational","Female","42","0.164586570573655","0.124819574918577","0.204353566228732"
"Private health insurance","1999","higher education","Male","284","0.296285342328302","0.269128044174953","0.323442640481651"
"Private health insurance","1999","higher education","Female","144","0.212968982446072","0.185995901363095","0.239942063529049"
"Neither","1999","in school","Male","","","",""
"Neither","1999","in school","Female","1","","",""
"Neither","1999","inadequately","Male","1","","",""
"Neither","1999","inadequately","Female","","","",""
"Neither","1999","general elemantary","Male","5","","",""
"Neither","1999","general elemantary","Female","8","","",""
"Neither","1999","middle vocational","Male","53","0.0159439554963925","0.0117822971620597","0.0201056138307253"
"Neither","1999","middle vocational","Female","12","","",""
"Neither","1999","vocational + Abi","Male","4","","",""
"Neither","1999","vocational + Abi","Female","1","","",""
"Neither","1999","higher vocational","Male","9","","",""
