"ple0097","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Neither","1999","16-34 y.","Rural Area","19","","","","3"
"Neither","1999","35-65 y.","Urban Area","38","0.00788523056366815","0.00536701506547085","0.0104034460618655","3"
"Neither","1999","66 and older","Rural Area","3","","","","3"
"Neither","1999","35-65 y.","Rural Area","18","","","","3"
"Neither","1999","16-34 y.","Urban Area","30","0.0113972523077018","0.00764364813480101","0.0151508564806026","3"
"Neither","1999","66 and older","Urban Area","4","","","","3"
"Private health insurance","1999","35-65 y.","Urban Area","558","0.135974237604236","0.126215438023979","0.145733037184492","2"
"Private health insurance","1999","35-65 y.","Rural Area","205","0.0984149965545344","0.0869075809049035","0.109922412204165","2"
"Private health insurance","1999","16-34 y.","Rural Area","81","0.0597775081013599","0.0479523034762257","0.0716027127264941","2"
"Private health insurance","1999","66 and older","Rural Area","28","","","","2"
"Private health insurance","1999","16-34 y.","Urban Area","249","0.096555563032638","0.0861113226314497","0.106999803433826","2"
"Private health insurance","1999","66 and older","Urban Area","95","0.0864980821544226","0.0707504466866937","0.102245717622151","2"
"Public health insurance","1999","16-34 y.","Urban Area","2793","0.89204718465966","0.881073603366951","0.903020765952369","1"
"Public health insurance","1999","16-34 y.","Rural Area","1444","0.927658558826169","0.91473708360277","0.940580034049568","1"
"Public health insurance","1999","35-65 y.","Urban Area","4143","0.856140531832096","0.84614866836689","0.866132395297302","1"
"Public health insurance","1999","35-65 y.","Rural Area","2351","0.891944950798513","0.87995174245767","0.903938159139355","1"
"Public health insurance","1999","66 and older","Urban Area","1125","0.908965397847734","0.892850249532458","0.925080546163011","1"
"Public health insurance","1999","66 and older","Rural Area","579","0.936437135618667","0.917076294660651","0.955797976576682","1"
"Neither","2000","16-34 y.","Rural Area","22","","","","3"
"Neither","2000","35-65 y.","Urban Area","49","0.0059853588705323","0.00437835122192401","0.00759236651914059","3"
"Neither","2000","66 and older","Rural Area","3","","","","3"
"Neither","2000","16-34 y.","Urban Area","40","0.00833868843266037","0.00573922612786647","0.0109381507374543","3"
"Neither","2000","35-65 y.","Rural Area","22","","","","3"
"Neither","2000","66 and older","Urban Area","5","","","","3"
"Private health insurance","2000","35-65 y.","Urban Area","1179","0.135650791001936","0.12851680520459","0.142784776799281","2"
"Private health insurance","2000","35-65 y.","Rural Area","462","0.107187667550211","0.0982615665528464","0.116113768547577","2"
"Private health insurance","2000","16-34 y.","Rural Area","149","0.0639049638692948","0.0541883471474945","0.073621580591095","2"
"Private health insurance","2000","66 and older","Rural Area","63","0.0527450841609254","0.0403537658547256","0.0651364024671253","2"
"Private health insurance","2000","16-34 y.","Urban Area","454","0.105705438544201","0.0969163887206505","0.114494488367752","2"
"Private health insurance","2000","66 and older","Urban Area","224","0.096674857933965","0.0848248446708389","0.108524871197091","2"
"Public health insurance","2000","16-34 y.","Urban Area","4207","0.885955873023138","0.876869397236497","0.895042348809779","1"
