"ple0097","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Public health insurance","1999","16-34 y.","(0) in school","269","0.799836488050056","0.755859286149789","0.843813689950324"
"Public health insurance","1999","16-34 y.","(1a) inadequately completed","87","0.941182086410731","0.892572886802348","0.989791286019114"
"Public health insurance","1999","16-34 y.","(1b) general elementary school","486","0.977433624932863","0.964376593929792","0.990490655935933"
"Public health insurance","1999","16-34 y.","(1c) basic vocational qualification","742","0.949434168425673","0.934007993731912","0.964860343119434"
"Public health insurance","1999","16-34 y.","(2b) intermediate general qualification","396","0.956626770227121","0.936957799704095","0.976295740750146"
"Public health insurance","1999","16-34 y.","(2a) intermediate vocational","1038","0.929555595718771","0.914522049259707","0.944589142177834"
"Public health insurance","1999","16-34 y.","(2c_gen) general maturity certificate","329","0.844052391175812","0.807812090807762","0.880292691543863"
"Public health insurance","1999","16-34 y.","(2c_voc) vocational maturity certificate","303","0.87799464034348","0.842946815102312","0.913042465584648"
"Public health insurance","1999","16-34 y.","(3a) lower tertiary education","151","0.748006732730393","0.687070162371213","0.808943303089574"
"Public health insurance","1999","16-34 y.","(3b) higher tertiary education","180","0.806218589948017","0.754224490123951","0.858212689772084"
"Public health insurance","1999","35-65 y.","(0) in school","2","","",""
"Public health insurance","1999","35-65 y.","(1a) inadequately completed","318","0.992631169538105","0.983289738938394","1.00197260013782"
"Public health insurance","1999","35-65 y.","(1b) general elementary school","903","0.958210211454771","0.945369982925628","0.971050439983913"
"Public health insurance","1999","35-65 y.","(1c) basic vocational qualification","2373","0.913887246455031","0.903018161216084","0.924756331693978"
"Public health insurance","1999","35-65 y.","(2b) intermediate general qualification","77","0.915787157809628","0.857094293750434","0.974480021868821"
"Public health insurance","1999","35-65 y.","(2a) intermediate vocational","1400","0.862578382063577","0.845634094508831","0.879522669618323"
"Public health insurance","1999","35-65 y.","(2c_gen) general maturity certificate","67","0.786169420000028","0.697426412017076","0.87491242798298"
"Public health insurance","1999","35-65 y.","(2c_voc) vocational maturity certificate","233","0.767584826179317","0.719467923326379","0.815701729032255"
"Public health insurance","1999","35-65 y.","(3a) lower tertiary education","559","0.819235212694687","0.789628719778671","0.848841705610704"
