"ple0097","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"Public health insurance","1999","1-pers.-HH","Urban Area","1075","0.889242366345928","0.871574110145285","0.906910622546571"
"Public health insurance","1999","1-pers.-HH","Rural Area","456","0.925989224284323","0.902738630161957","0.94923981840669"
"Public health insurance","1999","(Married) couple without C. ","Urban Area","2452","0.88099868018984","0.868918954621986","0.893078405757694"
"Public health insurance","1999","(Married) couple without C. ","Rural Area","1271","0.912192020473268","0.89727620069057","0.927107840255967"
"Public health insurance","1999","Single parent ","Urban Area","422","0.909269879052167","0.883050658574257","0.935489099530077"
"Public health insurance","1999","Single parent ","Rural Area","240","0.921196128248125","0.888319439673782","0.954072816822467"
"Public health insurance","1999","Couple + C. LE 16 ","Urban Area","1772","0.842674850638854","0.826717448640138","0.858632252637569"
"Public health insurance","1999","Couple + C. LE 16 ","Rural Area","953","0.893938485124584","0.875170374620081","0.912706595629087"
"Public health insurance","1999","Couple + C. GT 16 ","Urban Area","1435","0.883788994538589","0.868056345433276","0.899521643643903"
"Public health insurance","1999","Couple + C. GT 16 ","Rural Area","848","0.914634966591335","0.896519943135332","0.932749990047337"
"Public health insurance","1999","Couple + C. LE and GT 16","Urban Area","615","0.865045063864561","0.839587971578821","0.8905021561503"
"Public health insurance","1999","Couple + C. LE and GT 16","Rural Area","434","0.901172611597486","0.874249841461155","0.928095381733817"
"Private health insurance","1999","1-pers.-HH","Urban Area","125","0.101005860146662","0.0840410697910165","0.117970650502307"
"Private health insurance","1999","1-pers.-HH","Rural Area","28","","",""
"Private health insurance","1999","(Married) couple without C. ","Urban Area","293","0.113218421290336","0.101397252219479","0.125039590361193"
"Private health insurance","1999","(Married) couple without C. ","Rural Area","100","0.0805876817737957","0.0662418249731084","0.0949335385744831"
"Private health insurance","1999","Single parent ","Urban Area","33","0.0801486340888266","0.0553627439826552","0.104934524194998"
"Private health insurance","1999","Single parent ","Rural Area","17","","",""
"Private health insurance","1999","Couple + C. LE 16 ","Urban Area","211","0.146822267270909","0.131310945308413","0.162333589233405"
"Private health insurance","1999","Couple + C. LE 16 ","Rural Area","73","0.0967825819674068","0.0787614288898362","0.114803735044977"
"Private health insurance","1999","Couple + C. GT 16 ","Urban Area","145","0.108466944854137","0.0932010818265292","0.123732807881745"
"Private health insurance","1999","Couple + C. GT 16 ","Rural Area","58","0.0790596504196653","0.0615664936318186","0.0965528072075121"
"Private health insurance","1999","Couple + C. LE and GT 16","Urban Area","71","0.128363359791838","0.103441335172219","0.153285384411458"
"Private health insurance","1999","Couple + C. LE and GT 16","Rural Area","34","0.0912354519233903","0.065258715144302","0.117212188702479"
"Neither","1999","1-pers.-HH","Urban Area","12","","",""
"Neither","1999","1-pers.-HH","Rural Area","3","","",""
"Neither","1999","(Married) couple without C. ","Urban Area","15","","",""
"Neither","1999","(Married) couple without C. ","Rural Area","12","","",""
"Neither","1999","Single parent ","Urban Area","6","","",""
"Neither","1999","Single parent ","Rural Area","1","","",""
"Neither","1999","Couple + C. LE 16 ","Urban Area","17","","",""
"Neither","1999","Couple + C. LE 16 ","Rural Area","8","","",""
"Neither","1999","Couple + C. GT 16 ","Urban Area","14","","",""
"Neither","1999","Couple + C. GT 16 ","Rural Area","8","","",""
"Neither","1999","Couple + C. LE and GT 16","Urban Area","6","","",""
"Neither","1999","Couple + C. LE and GT 16","Rural Area","4","","",""
"Public health insurance","2000","1-pers.-HH","Urban Area","2076","0.874047132407861","0.860739451286766","0.887354813528956"
"Public health insurance","2000","1-pers.-HH","Rural Area","903","0.921482276076684","0.904641488524714","0.938323063628655"
"Public health insurance","2000","(Married) couple without C. ","Urban Area","4448","0.875381166818396","0.86630399924911","0.884458334387683"
"Public health insurance","2000","(Married) couple without C. ","Rural Area","2257","0.900771671565761","0.889047637504449","0.912495705627074"
"Public health insurance","2000","Single parent ","Urban Area","744","0.914674260216465","0.895482750127564","0.933865770305366"
"Public health insurance","2000","Single parent ","Rural Area","371","0.938243492146846","0.914353559086555","0.962133425207138"
"Public health insurance","2000","Couple + C. LE 16 ","Urban Area","3038","0.8574860362361","0.845864850428309","0.869107222043891"
"Public health insurance","2000","Couple + C. LE 16 ","Rural Area","1602","0.899199128347869","0.885209048301234","0.913189208394503"
"Public health insurance","2000","Couple + C. GT 16 ","Urban Area","2140","0.870751841818476","0.857438055780733","0.884065627856219"
"Public health insurance","2000","Couple + C. GT 16 ","Rural Area","1388","0.907516652812184","0.892962067500445","0.922071238123923"
"Public health insurance","2000","Couple + C. LE and GT 16","Urban Area","1021","0.875910080349781","0.857011079292199","0.894809081407363"
"Public health insurance","2000","Couple + C. LE and GT 16","Rural Area","726","0.926795465684399","0.908492594050404","0.945098337318394"
"Private health insurance","2000","1-pers.-HH","Urban Area","294","0.118763656851702","0.105788311963182","0.131739001740221"
"Private health insurance","2000","1-pers.-HH","Rural Area","75","0.0768240965891557","0.0601506257559535","0.0934975674223578"
"Private health insurance","2000","(Married) couple without C. ","Urban Area","610","0.118957711845273","0.110060486483896","0.12785493720665"
"Private health insurance","2000","(Married) couple without C. ","Rural Area","222","0.0922382054967167","0.0808908869493007","0.103585524044133"
"Private health insurance","2000","Single parent ","Urban Area","62","0.0780539178610295","0.0596255868852394","0.0964822488368196"
"Private health insurance","2000","Single parent ","Rural Area","15","","",""
"Private health insurance","2000","Couple + C. LE 16 ","Urban Area","422","0.136932429279294","0.125504073215747","0.148360785342842"
"Private health insurance","2000","Couple + C. LE 16 ","Rural Area","170","0.0977232190727855","0.08392481400672","0.111521624138851"
"Private health insurance","2000","Couple + C. GT 16 ","Urban Area","281","0.122814630296805","0.109788574525511","0.135840686068098"
"Private health insurance","2000","Couple + C. GT 16 ","Rural Area","128","0.0891740210234364","0.0748561764203155","0.103491865626557"
"Private health insurance","2000","Couple + C. LE and GT 16","Urban Area","143","0.119797511379515","0.101182811882717","0.138412210876313"
"Private health insurance","2000","Couple + C. LE and GT 16","Rural Area","48","0.0684045431205183","0.0506661430068856","0.086142943234151"
"Neither","2000","1-pers.-HH","Urban Area","18","","",""
"Neither","2000","1-pers.-HH","Rural Area","2","","",""
"Neither","2000","(Married) couple without C. ","Urban Area","28","","",""
"Neither","2000","(Married) couple without C. ","Rural Area","19","","",""
"Neither","2000","Single parent ","Urban Area","8","","",""
"Neither","2000","Single parent ","Rural Area","4","","",""
"Neither","2000","Couple + C. LE 16 ","Urban Area","16","","",""
"Neither","2000","Couple + C. LE 16 ","Rural Area","7","","",""
"Neither","2000","Couple + C. GT 16 ","Urban Area","18","","",""
"Neither","2000","Couple + C. GT 16 ","Rural Area","6","","",""
"Neither","2000","Couple + C. LE and GT 16","Urban Area","5","","",""
"Neither","2000","Couple + C. LE and GT 16","Rural Area","4","","",""
"Public health insurance","2001","1-pers.-HH","Urban Area","1868","0.865061675217718","0.850626629935263","0.879496720500172"
"Public health insurance","2001","1-pers.-HH","Rural Area","799","0.920022613417848","0.901977023504851","0.938068203330845"
"Public health insurance","2001","(Married) couple without C. ","Urban Area","4018","0.872749453318779","0.863128472294568","0.882370434342991"
"Public health insurance","2001","(Married) couple without C. ","Rural Area","2092","0.900888531065873","0.888697858283223","0.913079203848524"
"Public health insurance","2001","Single parent ","Urban Area","664","0.897504741955966","0.875577970801165","0.919431513110767"
"Public health insurance","2001","Single parent ","Rural Area","375","0.93384886499575","0.909275832016139","0.958421897975361"
"Public health insurance","2001","Couple + C. LE 16 ","Urban Area","2772","0.851515766736406","0.839176502433923","0.863855031038889"
