"ple0097","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Public health insurance","1999","lower secondary degree","Male","2493","0.917580184674778","0.907180194750271","0.927980174599285"
"Public health insurance","1999","lower secondary degree","Female","2735","0.958387167453038","0.951043777202644","0.965730557703432"
"Public health insurance","1999","secondary school degree","Male","1454","0.844148270767526","0.826783211732335","0.861513329802717"
"Public health insurance","1999","secondary school degree","Female","2044","0.92352341850445","0.912390387977003","0.934656449031897"
"Public health insurance","1999","college entrance qualification","Male","880","0.689766604134164","0.663925300457175","0.715607907811153"
"Public health insurance","1999","college entrance qualification","Female","806","0.772331714118736","0.746367963241816","0.798295464995656"
"Public health insurance","1999","Other degree","Male","494","0.954561503814949","0.936379290209016","0.972743717420881"
"Public health insurance","1999","Other degree","Female","420","0.958234221192515","0.939347542746588","0.977120899638441"
"Public health insurance","1999","no degree/no degree yet","Male","318","0.877744556887609","0.843425745067064","0.912063368708153"
"Public health insurance","1999","no degree/no degree yet","Female","408","0.92294683099905","0.897770464630049","0.948123197368051"
"Private health insurance","1999","lower secondary degree","Male","173","0.0745093778440179","0.0645785245409531","0.0844402311470826"
"Private health insurance","1999","lower secondary degree","Female","94","0.0368311269915311","0.0299053070323617","0.0437569469507005"
"Private health insurance","1999","secondary school degree","Male","187","0.134363572606582","0.118036075432428","0.150691069780736"
"Private health insurance","1999","secondary school degree","Female","141","0.0732712203149001","0.0623551016587268","0.0841873389710735"
"Private health insurance","1999","college entrance qualification","Male","328","0.291407159748239","0.266022721707143","0.316791597789334"
"Private health insurance","1999","college entrance qualification","Female","190","0.223574728424334","0.197777359320472","0.249372097528196"
"Private health insurance","1999","Other degree","Male","8","","",""
"Private health insurance","1999","Other degree","Female","9","","",""
"Private health insurance","1999","no degree/no degree yet","Male","31","0.120643070902238","0.0865200198762026","0.154766121928274"
"Private health insurance","1999","no degree/no degree yet","Female","21","","",""
"Neither","1999","lower secondary degree","Male","20","","",""
"Neither","1999","lower secondary degree","Female","12","","",""
"Neither","1999","secondary school degree","Male","35","0.0214881566258919","0.0145460111933947","0.0284303020583891"
"Neither","1999","secondary school degree","Female","4","","",""
"Neither","1999","college entrance qualification","Male","23","","",""
"Neither","1999","college entrance qualification","Female","6","","",""
"Neither","1999","Other degree","Male","2","","",""
"Neither","1999","Other degree","Female","2","","",""
"Neither","1999","no degree/no degree yet","Male","1","","",""
"Neither","1999","no degree/no degree yet","Female","2","","",""
"Public health insurance","2000","lower secondary degree","Male","4468","0.924765436309171","0.917317444485396","0.932213428132945"
"Public health insurance","2000","lower secondary degree","Female","4969","0.962692342815079","0.957524948445007","0.967859737185151"
"Public health insurance","2000","secondary school degree","Male","2587","0.844098062620207","0.83116863184026","0.857027493400154"
"Public health insurance","2000","secondary school degree","Female","3684","0.927492185695311","0.919425402698838","0.935558968691783"
"Public health insurance","2000","college entrance qualification","Male","1806","0.691856146504534","0.674039625897144","0.709672667111923"
