"ple0097","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Neither","1999","higher vocational","10","","","","3"
"Neither","1999","higher education","14","","","","3"
"Neither","1999","in school","1","","","","3"
"Neither","1999","inadequately","1","","","","3"
"Neither","1999","general elemantary","13","","","","3"
"Neither","1999","middle vocational","65","0.0102631519269833","0.0078963789358012","0.0126299249181655","3"
"Neither","1999","vocational + Abi","5","","","","3"
"Private health insurance","1999","in school","49","0.201092521569493","0.157245330384865","0.24493971275412","2"
"Private health insurance","1999","inadequately","3","","","","2"
"Private health insurance","1999","general elemantary","76","0.0355497159285996","0.0282326237278887","0.0428668081293105","2"
"Private health insurance","1999","higher vocational","109","0.171200790650791","0.1454656989271","0.196935882374482","2"
"Private health insurance","1999","higher education","428","0.262050540955059","0.242636737947068","0.281464343963051","2"
"Private health insurance","1999","middle vocational","485","0.0793811686336491","0.0730329039311428","0.0857294333361554","2"
"Private health insurance","1999","vocational + Abi","43","0.0909465934589198","0.065991975781514","0.115901211136326","2"
"Public health insurance","1999","in school","271","0.796692272189055","0.752665401260299","0.840719143117812","1"
"Public health insurance","1999","inadequately","424","0.995679862877832","0.989466383886674","1.00189334186899","1"
"Public health insurance","1999","general elemantary","2371","0.958959262372166","0.951119765422098","0.966798759322234","1"
"Public health insurance","1999","middle vocational","6416","0.910355679439367","0.903647212266913","0.917064146611822","1"
"Public health insurance","1999","vocational + Abi","462","0.895891253177131","0.869385859404891","0.922396646949372","1"
"Public health insurance","1999","higher vocational","704","0.8180559969896","0.791698233146173","0.844413760833027","1"
"Public health insurance","1999","higher education","1529","0.732176534512293","0.712626974181836","0.75172609484275","1"
"Neither","2000","higher education","20","","","","3"
"Neither","2000","higher vocational","16","","","","3"
"Neither","2000","in school","2","","","","3"
"Neither","2000","inadequately","4","","","","3"
"Neither","2000","general elemantary","17","","","","3"
"Neither","2000","middle vocational","75","0.00567985344211752","0.00438125499227754","0.0069784518919575","3"
"Neither","2000","vocational + Abi","6","","","","3"
"Private health insurance","2000","in school","82","0.181805498214654","0.14793159794315","0.215679398486158","2"
"Private health insurance","2000","inadequately","2","","","","2"
"Private health insurance","2000","general elemantary","100","0.0317263935046626","0.0259834132500564","0.0374693737592687","2"
"Private health insurance","2000","higher vocational","219","0.118057190778587","0.103521381426425","0.132593000130749","2"
"Private health insurance","2000","higher education","1036","0.285374889504406","0.271084113696031","0.299665665312781","2"
"Private health insurance","2000","vocational + Abi","100","0.103285334083974","0.0855096893651688","0.121060978802778","2"
"Private health insurance","2000","middle vocational","991","0.0796158128684112","0.07493816595177","0.0842934597850523","2"
"Public health insurance","2000","in school","414","0.814559446054331","0.780424661210063","0.848694230898599","1"
"Public health insurance","2000","inadequately","400","0.984512160031098","0.972500831583963","0.996523488478232","1"
"Public health insurance","2000","general elemantary","3461","0.964356183496423","0.958281288756475","0.970431078236371","1"
"Public health insurance","2000","middle vocational","11799","0.914704333689471","0.909877669912051","0.919530997466891","1"
"Public health insurance","2000","vocational + Abi","1020","0.890015244095789","0.871740812987835","0.908289675203743","1"
"Public health insurance","2000","higher vocational","1658","0.87508235314507","0.860188428771236","0.889976277518904","1"
"Public health insurance","2000","higher education","2780","0.708491413819141","0.694109994041473","0.72287283359681","1"
"Neither","2001","higher vocational","10","","","","3"
"Neither","2001","higher education","19","","","","3"
"Neither","2001","in school","3","","","","3"
"Neither","2001","inadequately","2","","","","3"
"Neither","2001","general elemantary","12","","","","3"
"Neither","2001","middle vocational","79","0.00738510958746423","0.00583038311515186","0.00893983605977659","3"
"Neither","2001","vocational + Abi","4","","","","3"
"Private health insurance","2001","general elemantary","82","0.0283578827346263","0.0225342862705718","0.0341814791986808","2"
"Private health insurance","2001","in school","94","0.181775947944821","0.149545148620909","0.214006747268733","2"
"Private health insurance","2001","inadequately","1","","","","2"
"Private health insurance","2001","higher vocational","198","0.12785913196445","0.111900550312602","0.143817713616298","2"
"Private health insurance","2001","higher education","972","0.289573942124908","0.274691477849766","0.30445640640005","2"
"Private health insurance","2001","vocational + Abi","99","0.109402943581365","0.0907781057501752","0.128027781412555","2"
"Private health insurance","2001","middle vocational","887","0.0792050373441037","0.0743011216288703","0.084108953059337","2"
"Public health insurance","2001","in school","453","0.80990046573318","0.777108073720417","0.842692857745943","1"
"Public health insurance","2001","inadequately","309","0.988506204391498","0.97667872421756","1.00033368456544","1"
