"ple0097","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"Public health insurance","1999","Schleswig-Holstein","West Germany","282","0.869247917477617","0.832874236126006","0.905621598829227"
"Public health insurance","1999","Schleswig-Holstein","East Germany","","","",""
"Public health insurance","1999","Hamburg","West Germany","128","0.885218020671101","0.832416546093555","0.938019495248647"
"Public health insurance","1999","Hamburg","East Germany","","","",""
"Public health insurance","1999","Lower Saxony","West Germany","1043","0.886816407637711","0.868709135572078","0.904923679703344"
"Public health insurance","1999","Lower Saxony","East Germany","","","",""
"Public health insurance","1999","Bremen","West Germany","84","0.960527532764418","0.920074123037135","1.0009809424917"
"Public health insurance","1999","Bremen","East Germany","","","",""
"Public health insurance","1999","North Rhine-Westphalia","West Germany","2388","0.87124344220678","0.858642656981192","0.883844227432369"
"Public health insurance","1999","North Rhine-Westphalia","East Germany","","","",""
"Public health insurance","1999","Hesse","West Germany","804","0.866253158207974","0.844027743215194","0.888478573200753"
"Public health insurance","1999","Hesse","East Germany","","","",""
"Public health insurance","1999","Rhineland-Palatinate,Saarland","West Germany","684","0.863905230683548","0.83974887701845","0.888061584348647"
"Public health insurance","1999","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Public health insurance","1999","Baden-Württemberg","West Germany","1576","0.891236121086837","0.87661560343587","0.905856638737803"
"Public health insurance","1999","Baden-Württemberg","East Germany","","","",""
"Public health insurance","1999","Bavaria","West Germany","1578","0.849391964712468","0.832882675588101","0.865901253836834"
"Public health insurance","1999","Bavaria","East Germany","","","",""
"Public health insurance","1999","Berlin","West Germany","246","0.825170175071167","0.78153053910835","0.868809811033984"
"Public health insurance","1999","Berlin","East Germany","208","0.940919331762591","0.910111883550442","0.97172677997474"
"Public health insurance","1999","Brandenburg","West Germany","","","",""
"Public health insurance","1999","Brandenburg","East Germany","577","0.952255599136699","0.935222728940442","0.969288469332955"
"Public health insurance","1999","Mecklenburg-Western Pomerania","West Germany","","","",""
"Public health insurance","1999","Mecklenburg-Western Pomerania","East Germany","370","0.932745445903623","0.908261721520609","0.957229170286636"
"Public health insurance","1999","Saxony","West Germany","","","",""
"Public health insurance","1999","Saxony","East Germany","1106","0.956568516822677","0.944823820730142","0.968313212915213"
"Public health insurance","1999","Saxony-Anhalt","West Germany","","","",""
"Public health insurance","1999","Saxony-Anhalt","East Germany","668","0.96305708338995","0.949023778510675","0.977090388269225"
"Public health insurance","1999","Thuringia","West Germany","","","",""
"Public health insurance","1999","Thuringia","East Germany","693","0.965135879777845","0.95176492166742","0.97850683788827"
"Private health insurance","1999","Schleswig-Holstein","West Germany","39","0.100152849258329","0.0677631326232992","0.132542565893359"
"Private health insurance","1999","Schleswig-Holstein","East Germany","","","",""
"Private health insurance","1999","Hamburg","West Germany","11","","",""
"Private health insurance","1999","Hamburg","East Germany","","","",""
"Private health insurance","1999","Lower Saxony","West Germany","116","0.0938092979690399","0.0771453778922465","0.110473218045833"
"Private health insurance","1999","Lower Saxony","East Germany","","","",""
"Private health insurance","1999","Bremen","West Germany","3","","",""
"Private health insurance","1999","Bremen","East Germany","","","",""
"Private health insurance","1999","North Rhine-Westphalia","West Germany","305","0.122205948571113","0.10988382217645","0.134528074965777"
"Private health insurance","1999","North Rhine-Westphalia","East Germany","","","",""
"Private health insurance","1999","Hesse","West Germany","94","0.129347113874302","0.10743488331469","0.151259344433915"
"Private health insurance","1999","Hesse","East Germany","","","",""
"Private health insurance","1999","Rhineland-Palatinate,Saarland","West Germany","84","0.128832764926636","0.105231159749063","0.152434370104208"
"Private health insurance","1999","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Private health insurance","1999","Baden-Württemberg","West Germany","153","0.100822913894519","0.0866836677923867","0.11496215999665"
"Private health insurance","1999","Baden-Württemberg","East Germany","","","",""
"Private health insurance","1999","Bavaria","West Germany","208","0.142408309797782","0.126277425515085","0.158539194080479"
"Private health insurance","1999","Bavaria","East Germany","","","",""
"Private health insurance","1999","Berlin","West Germany","43","0.173818038615537","0.13027819415462","0.217357883076454"
"Private health insurance","1999","Berlin","East Germany","17","","",""
"Private health insurance","1999","Brandenburg","West Germany","","","",""
"Private health insurance","1999","Brandenburg","East Germany","21","","",""
"Private health insurance","1999","Mecklenburg-Western Pomerania","West Germany","","","",""
"Private health insurance","1999","Mecklenburg-Western Pomerania","East Germany","29","","",""
"Private health insurance","1999","Saxony","West Germany","","","",""
"Private health insurance","1999","Saxony","East Germany","42","0.0360065457073541","0.0252713693438671","0.046741722070841"
"Private health insurance","1999","Saxony-Anhalt","West Germany","","","",""
"Private health insurance","1999","Saxony-Anhalt","East Germany","25","","",""
"Private health insurance","1999","Thuringia","West Germany","","","",""
"Private health insurance","1999","Thuringia","East Germany","26","","",""
"Neither","1999","Schleswig-Holstein","West Germany","9","","",""
"Neither","1999","Schleswig-Holstein","East Germany","","","",""
"Neither","1999","Hamburg","West Germany","1","","",""
"Neither","1999","Hamburg","East Germany","","","",""
"Neither","1999","Lower Saxony","West Germany","17","","",""
"Neither","1999","Lower Saxony","East Germany","","","",""
"Neither","1999","Bremen","West Germany","2","","",""
"Neither","1999","Bremen","East Germany","","","",""
"Neither","1999","North Rhine-Westphalia","West Germany","21","","",""
"Neither","1999","North Rhine-Westphalia","East Germany","","","",""
"Neither","1999","Hesse","West Germany","3","","",""
"Neither","1999","Hesse","East Germany","","","",""
"Neither","1999","Rhineland-Palatinate,Saarland","West Germany","6","","",""
"Neither","1999","Rhineland-Palatinate,Saarland","East Germany","","","",""
