"ple0097","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence"
"Public health insurance","1999","Full Time","Urban Area","3249","0.831350863193228","0.819440855834377","0.84326087055208"
"Public health insurance","1999","Full Time","Rural Area","1837","0.873616976245687","0.859243609084222","0.887990343407153"
"Public health insurance","1999","Part Time","Urban Area","1795","0.900344738997812","0.887093927609758","0.913595550385866"
"Public health insurance","1999","Part Time","Rural Area","924","0.915233736697156","0.897839414696483","0.932628058697829"
"Public health insurance","1999","Not Working","Urban Area","3017","0.908073160219531","0.898177972812886","0.917968347626177"
"Public health insurance","1999","Not Working","Rural Area","1613","0.941106120132357","0.929881823886338","0.952330416378375"
"Private health insurance","1999","Full Time","Urban Area","502","0.155952959550333","0.144412903224081","0.167493015876586"
"Private health insurance","1999","Full Time","Rural Area","194","0.114269686021959","0.100508055686275","0.128031316357643"
"Private health insurance","1999","Part Time","Urban Area","157","0.0936584856496447","0.0807698352589557","0.106547136040334"
"Private health insurance","1999","Part Time","Rural Area","53","0.0721864151749331","0.0560246766271658","0.0883481537227004"
"Private health insurance","1999","Not Working","Urban Area","243","0.0870197210786826","0.0773662837687445","0.0966731583886207"
"Private health insurance","1999","Not Working","Rural Area","67","0.0535457512449177","0.0428128518294666","0.0642786506603688"
"Neither","1999","Full Time","Urban Area","46","0.0126961772564387","0.00913503198585378","0.0162573225270236"
"Neither","1999","Full Time","Rural Area","22","","",""
"Neither","1999","Part Time","Urban Area","11","","",""
"Neither","1999","Part Time","Rural Area","8","","",""
"Neither","1999","Not Working","Urban Area","15","","",""
"Neither","1999","Not Working","Rural Area","10","","",""
"Public health insurance","2000","Full Time","Urban Area","5453","0.828338936202505","0.819202021541539","0.837475850863471"
"Public health insurance","2000","Full Time","Rural Area","3117","0.873199630572216","0.862242936240667","0.884156324903766"
"Public health insurance","2000","Part Time","Urban Area","3099","0.904288382516637","0.894406826510468","0.914169938522806"
"Public health insurance","2000","Part Time","Rural Area","1573","0.932623600779347","0.920661770141879","0.944585431416815"
"Public health insurance","2000","Not Working","Urban Area","5437","0.903814260520877","0.896348790986818","0.911279730054936"
"Public health insurance","2000","Not Working","Rural Area","2887","0.936478238818074","0.927847846787661","0.945108630848487"
