"ple0097","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Public health insurance","1999","Not Employed","(0) in school","239","0.815944297828832","0.770225116592089","0.861663479065574"
"Public health insurance","1999","Not Employed","(1a) inadequately completed","241","0.990717308667168","0.978659822168809","1.00277479516553"
"Public health insurance","1999","Not Employed","(1b) general elementary school","1077","0.969920867412632","0.959868158123729","0.979973576701534"
"Public health insurance","1999","Not Employed","(1c) basic vocational qualification","1622","0.947514403226223","0.936907411549074","0.958121394903372"
"Public health insurance","1999","Not Employed","(2b) intermediate general qualification","164","0.91762398689573","0.877120331348749","0.958127642442711"
"Public health insurance","1999","Not Employed","(2a) intermediate vocational","514","0.87549775807497","0.848582392874456","0.902413123275483"
"Public health insurance","1999","Not Employed","(2c_gen) general maturity certificate","163","0.821064398133575","0.766988165665831","0.875140630601319"
"Public health insurance","1999","Not Employed","(2c_voc) vocational maturity certificate","126","0.8208756803898","0.757806107440723","0.883945253338876"
"Public health insurance","1999","Not Employed","(3a) lower tertiary education","207","0.888984471732358","0.847936114197203","0.930032829267514"
"Public health insurance","1999","Not Employed","(3b) higher tertiary education","161","0.744571776077905","0.684282816532077","0.804860735623733"
"Public health insurance","1999","Employed","(0) in school","32","0.724870457156109","0.59291706292282","0.856823851389399"
"Public health insurance","1999","Employed","(1a) inadequately completed","227","0.973144524427937","0.952387015855989","0.993902032999886"
"Public health insurance","1999","Employed","(1b) general elementary school","822","0.956193735306961","0.942426862359292","0.96996060825463"
"Public health insurance","1999","Employed","(1c) basic vocational qualification","2240","0.912568017997446","0.901297672907982","0.923838363086909"
"Public health insurance","1999","Employed","(2b) intermediate general qualification","342","0.947727177243055","0.924703191349057","0.970751163137053"
"Public health insurance","1999","Employed","(2a) intermediate vocational","2061","0.887214904477985","0.874227684437608","0.900202124518361"
"Public health insurance","1999","Employed","(2c_gen) general maturity certificate","243","0.84153901725157","0.799217290856291","0.883860743646849"
"Public health insurance","1999","Employed","(2c_voc) vocational maturity certificate","443","0.813928966719084","0.780828549531341","0.847029383906827"
"Public health insurance","1999","Employed","(3a) lower tertiary education","601","0.785913826982983","0.756137844446228","0.815689809519739"
"Public health insurance","1999","Employed","(3b) higher tertiary education","560","0.643022037184918","0.610149241266647","0.67589483310319"
"Private health insurance","1999","Not Employed","(0) in school","36","0.181409352827971","0.135946490412552","0.22687221524339"
"Private health insurance","1999","Not Employed","(1a) inadequately completed","1","","",""
"Private health insurance","1999","Not Employed","(1b) general elementary school","25","","",""
"Private health insurance","1999","Not Employed","(1c) basic vocational qualification","72","0.0507933821095452","0.0403494703797412","0.0612372938393492"
"Private health insurance","1999","Not Employed","(2b) intermediate general qualification","13","","",""
"Private health insurance","1999","Not Employed","(2a) intermediate vocational","60","0.113220869843634","0.087389041431701","0.139052698255566"
"Private health insurance","1999","Not Employed","(2c_gen) general maturity certificate","24","","",""
"Private health insurance","1999","Not Employed","(2c_voc) vocational maturity certificate","15","","",""
"Private health insurance","1999","Not Employed","(3a) lower tertiary education","18","","",""
"Private health insurance","1999","Not Employed","(3b) higher tertiary education","39","0.250541239293505","0.190636174357915","0.310446304229094"
"Private health insurance","1999","Employed","(0) in school","12","","",""
"Private health insurance","1999","Employed","(1a) inadequately completed","5","","",""
"Private health insurance","1999","Employed","(1b) general elementary school","24","","",""
"Private health insurance","1999","Employed","(1c) basic vocational qualification","153","0.0756038344525427","0.0650558274613859","0.0861518414436995"
"Private health insurance","1999","Employed","(2b) intermediate general qualification","14","","",""
"Private health insurance","1999","Employed","(2a) intermediate vocational","189","0.100622673790008","0.0882718813746746","0.112973466205342"
"Private health insurance","1999","Employed","(2c_gen) general maturity certificate","40","0.143589792288932","0.102948475043154","0.184231109534711"
"Private health insurance","1999","Employed","(2c_voc) vocational maturity certificate","77","0.164981982329857","0.133412532560179","0.196551432099534"
"Private health insurance","1999","Employed","(3a) lower tertiary education","122","0.205361655662614","0.176037280692927","0.234686030632301"
"Private health insurance","1999","Employed","(3b) higher tertiary education","249","0.351563327899881","0.318803728739185","0.384322927060578"
"Neither","1999","Not Employed","(0) in school","1","","",""
"Neither","1999","Not Employed","(1a) inadequately completed","1","","",""
"Neither","1999","Not Employed","(1b) general elementary school","7","","",""
"Neither","1999","Not Employed","(1c) basic vocational qualification","4","","",""
"Neither","1999","Not Employed","(2b) intermediate general qualification","","","",""
"Neither","1999","Not Employed","(2a) intermediate vocational","4","","",""
"Neither","1999","Not Employed","(2c_gen) general maturity certificate","6","","",""
"Neither","1999","Not Employed","(2c_voc) vocational maturity certificate","1","","",""
"Neither","1999","Not Employed","(3a) lower tertiary education","","","",""
"Neither","1999","Not Employed","(3b) higher tertiary education","1","","",""
"Neither","1999","Employed","(0) in school","","","",""
"Neither","1999","Employed","(1a) inadequately completed","1","","",""
"Neither","1999","Employed","(1b) general elementary school","3","","",""
"Neither","1999","Employed","(1c) basic vocational qualification","20","","",""
"Neither","1999","Employed","(2b) intermediate general qualification","3","","",""
"Neither","1999","Employed","(2a) intermediate vocational","29","","",""
"Neither","1999","Employed","(2c_gen) general maturity certificate","3","","",""
"Neither","1999","Employed","(2c_voc) vocational maturity certificate","11","","",""
"Neither","1999","Employed","(3a) lower tertiary education","6","","",""
"Neither","1999","Employed","(3b) higher tertiary education","7","","",""
"Public health insurance","2000","Not Employed","(0) in school","343","0.80663883743183","0.768641931728264","0.844635743135397"
"Public health insurance","2000","Not Employed","(1a) inadequately completed","246","0.977072614205285","0.958519416327708","0.995625812082863"
"Public health insurance","2000","Not Employed","(1b) general elementary school","1693","0.970519488878416","0.962571758935524","0.978467218821307"
"Public health insurance","2000","Not Employed","(1c) basic vocational qualification","3334","0.946488323469468","0.939053705305296","0.95392294163364"
"Public health insurance","2000","Not Employed","(2b) intermediate general qualification","250","0.906000741585041","0.87169615551856","0.940305327651522"
"Public health insurance","2000","Not Employed","(2a) intermediate vocational","1097","0.906452009911873","0.890105092185537","0.922798927638209"
