"ple0097","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Neither","1999","Full Time","(Married) couple without C. ","21","","","","3"
"Neither","1999","Full Time","Couple + C. LE 16 ","21","","","","3"
"Neither","1999","Full Time","Couple + C. GT 16 ","9","","","","3"
"Neither","1999","Full Time","Couple + C. LE and GT 16","3","","","","3"
"Neither","1999","Full Time","Single parent ","2","","","","3"
"Neither","1999","Part Time","1-pers.-HH","1","","","","3"
"Neither","1999","Not Working","Couple + C. LE and GT 16","3","","","","3"
"Neither","1999","Not Working","Couple + C. GT 16 ","8","","","","3"
"Neither","1999","Not Working","Couple + C. LE 16 ","1","","","","3"
"Neither","1999","Not Working","Single parent ","4","","","","3"
"Neither","1999","Full Time","1-pers.-HH","11","","","","3"
"Neither","1999","Part Time","(Married) couple without C. ","3","","","","3"
"Neither","1999","Part Time","Single parent ","1","","","","3"
"Neither","1999","Part Time","Couple + C. LE 16 ","3","","","","3"
"Neither","1999","Part Time","Couple + C. GT 16 ","5","","","","3"
"Neither","1999","Part Time","Couple + C. LE and GT 16","4","","","","3"
"Neither","1999","Not Working","1-pers.-HH","3","","","","3"
"Neither","1999","Not Working","(Married) couple without C. ","3","","","","3"
"Private health insurance","1999","Full Time","Couple + C. GT 16 ","100","0.10080393931322","0.0831953662860998","0.118412512340339","2"
"Private health insurance","1999","Full Time","Couple + C. LE and GT 16","51","0.136848052856374","0.107279685134745","0.166416420578003","2"
"Private health insurance","1999","Part Time","(Married) couple without C. ","54","0.112222685874008","0.0877111386531206","0.136734233094895","2"
"Private health insurance","1999","Part Time","Single parent ","13","","","","2"
"Private health insurance","1999","Part Time","Couple + C. LE 16 ","55","0.0802953951479042","0.0618633148551164","0.0987274754406919","2"
"Private health insurance","1999","Not Working","Couple + C. LE and GT 16","36","0.140126544349879","0.102388109209235","0.177864979490523","2"
"Private health insurance","1999","Part Time","1-pers.-HH","22","","","","2"
"Private health insurance","1999","Full Time","Couple + C. LE 16 ","200","0.18213134752629","0.162935977210145","0.201326717842434","2"
"Private health insurance","1999","Not Working","Couple + C. GT 16 ","58","0.104312365693297","0.0827085179538977","0.125916213432695","2"
"Private health insurance","1999","Full Time","Single parent ","25","","","","2"
"Private health insurance","1999","Not Working","Couple + C. LE 16 ","29","","","","2"
"Private health insurance","1999","Full Time","(Married) couple without C. ","215","0.135348599950637","0.118695158596506","0.152002041304769","2"
"Private health insurance","1999","Full Time","1-pers.-HH","89","0.152191638198704","0.123662826110612","0.180720450286796","2"
"Private health insurance","1999","Not Working","Single parent ","12","","","","2"
"Private health insurance","1999","Part Time","Couple + C. LE and GT 16","18","","","","2"
"Private health insurance","1999","Not Working","1-pers.-HH","42","0.060148075066997","0.0440980805688576","0.0761980695651365","2"
"Private health insurance","1999","Not Working","(Married) couple without C. ","124","0.0794908999952937","0.0672795082461145","0.0917022917444729","2"
"Private health insurance","1999","Part Time","Couple + C. GT 16 ","45","0.0902046771033143","0.0675819939475572","0.112827360259071","2"
"Public health insurance","1999","Full Time","1-pers.-HH","509","0.829081158450064","0.799183791780269","0.858978525119859","1"
"Public health insurance","1999","Full Time","(Married) couple without C. ","1385","0.853301857872397","0.836078404404733","0.870525311340061","1"
"Public health insurance","1999","Full Time","Single parent ","237","0.89980794276259","0.863588840144285","0.936027045380894","1"
"Public health insurance","1999","Full Time","Couple + C. LE 16 ","1332","0.80139985186913","0.781558247942034","0.821241455796225","1"
"Public health insurance","1999","Full Time","Couple + C. GT 16 ","1014","0.894176362215421","0.876185120071991","0.912167604358851","1"
"Public health insurance","1999","Full Time","Couple + C. LE and GT 16","465","0.855744689884306","0.825517176445812","0.885972203322799","1"
"Public health insurance","1999","Part Time","1-pers.-HH","224","0.911456914072328","0.876029046447339","0.946884781697318","1"
"Public health insurance","1999","Part Time","(Married) couple without C. ","580","0.879315228367307","0.854017768907862","0.904612687826753","1"
"Public health insurance","1999","Part Time","Single parent ","187","0.91867816771608","0.88089178336874","0.956464552063419","1"
"Public health insurance","1999","Part Time","Couple + C. LE 16 ","777","0.91579259354564","0.896957032430057","0.934628154661223","1"
"Public health insurance","1999","Part Time","Couple + C. GT 16 ","566","0.902258423308777","0.878807341712065","0.925709504905488","1"
"Public health insurance","1999","Part Time","Couple + C. LE and GT 16","298","0.930803533454481","0.902997177844092","0.95860988906487","1"
"Public health insurance","1999","Not Working","1-pers.-HH","798","0.934962074424777","0.918315892320597","0.951608256528958","1"
"Public health insurance","1999","Not Working","(Married) couple without C. ","1758","0.918432475362196","0.906076567217587","0.930788383506806","1"
"Public health insurance","1999","Not Working","Single parent ","238","0.921188467658789","0.888052446053116","0.954324489264462","1"
"Public health insurance","1999","Not Working","Couple + C. LE 16 ","616","0.928959433338567","0.909149481708386","0.948769384968748","1"
"Public health insurance","1999","Not Working","Couple + C. GT 16 ","703","0.885493838223055","0.862988159152062","0.907999517294048","1"
"Public health insurance","1999","Not Working","Couple + C. LE and GT 16","286","0.854097582679472","0.815718781870473","0.892476383488471","1"
"Neither","2000","Not Working","Couple + C. LE and GT 16","2","","","","3"
"Neither","2000","Full Time","(Married) couple without C. ","20","","","","3"
"Neither","2000","Not Working","Couple + C. LE 16 ","3","","","","3"
"Neither","2000","Full Time","Couple + C. LE and GT 16","6","","","","3"
"Neither","2000","Full Time","Single parent ","1","","","","3"
"Neither","2000","Full Time","Couple + C. LE 16 ","15","","","","3"
"Neither","2000","Full Time","Couple + C. GT 16 ","9","","","","3"
"Neither","2000","Not Working","Single parent ","10","","","","3"
