"ple0097","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"Public health insurance","1999","1-pers.-HH","West Germany","1118","0.882400579872503","0.86470481366965","0.900096346075355"
"Public health insurance","1999","1-pers.-HH","East Germany","413","0.971991743481867","0.956323597218673","0.987659889745061"
"Public health insurance","1999","(Married) couple without C. ","West Germany","2587","0.870502357436287","0.858415179975554","0.88258953489702"
"Public health insurance","1999","(Married) couple without C. ","East Germany","1136","0.971042124834875","0.961470325850534","0.980613923819215"
"Public health insurance","1999","Single parent ","West Germany","460","0.901416306877033","0.875442352130175","0.927390261623891"
"Public health insurance","1999","Single parent ","East Germany","202","0.956949971150317","0.929692244651472","0.984207697649163"
"Public health insurance","1999","Couple + C. LE 16 ","West Germany","2049","0.845618458447378","0.830896983389942","0.860339933504815"
"Public health insurance","1999","Couple + C. LE 16 ","East Germany","676","0.918654807555529","0.898687295084587","0.938622320026471"
"Public health insurance","1999","Couple + C. GT 16 ","West Germany","1564","0.880220419333014","0.864985593660338","0.895455245005689"
"Public health insurance","1999","Couple + C. GT 16 ","East Germany","719","0.952206742096828","0.937069917930126","0.96734356626353"
"Public health insurance","1999","Couple + C. LE and GT 16","West Germany","697","0.864091337402999","0.840224828582411","0.887957846223586"
"Public health insurance","1999","Couple + C. LE and GT 16","East Germany","352","0.937963566131936","0.913450760704054","0.962476371559817"
"Private health insurance","1999","1-pers.-HH","West Germany","142","0.108186356376247","0.0911232855885135","0.12524942716398"
"Private health insurance","1999","1-pers.-HH","East Germany","11","","",""
"Private health insurance","1999","(Married) couple without C. ","West Germany","355","0.122706395707498","0.110894623230985","0.13451816818401"
"Private health insurance","1999","(Married) couple without C. ","East Germany","38","0.0251297537289882","0.0161954911445901","0.0340640163133863"
"Private health insurance","1999","Single parent ","West Germany","39","0.0878704675924715","0.0632031139574492","0.112537821227494"
"Private health insurance","1999","Single parent ","East Germany","11","","",""
"Private health insurance","1999","Couple + C. LE 16 ","West Germany","241","0.142336396924257","0.128100563821758","0.156572230026756"
"Private health insurance","1999","Couple + C. LE 16 ","East Germany","43","0.0801640649588723","0.0603293074897144","0.0999988224280301"
"Private health insurance","1999","Couple + C. GT 16 ","West Germany","168","0.113303085900702","0.0984314466123443","0.12817472518906"
"Private health insurance","1999","Couple + C. GT 16 ","East Germany","35","0.0369565273053649","0.023570418657644","0.0503426359530858"
"Private health insurance","1999","Couple + C. LE and GT 16","West Germany","89","0.130368788426547","0.106918948948265","0.15381862790483"
"Private health insurance","1999","Couple + C. LE and GT 16","East Germany","16","","",""
"Neither","1999","1-pers.-HH","West Germany","13","","",""
"Neither","1999","1-pers.-HH","East Germany","2","","",""
"Neither","1999","(Married) couple without C. ","West Germany","22","","",""
"Neither","1999","(Married) couple without C. ","East Germany","5","","",""
"Neither","1999","Single parent ","West Germany","7","","",""
"Neither","1999","Single parent ","East Germany","","","",""
"Neither","1999","Couple + C. LE 16 ","West Germany","24","","",""
"Neither","1999","Couple + C. LE 16 ","East Germany","1","","",""
"Neither","1999","Couple + C. GT 16 ","West Germany","13","","",""
"Neither","1999","Couple + C. GT 16 ","East Germany","9","","",""
"Neither","1999","Couple + C. LE and GT 16","West Germany","6","","",""
"Neither","1999","Couple + C. LE and GT 16","East Germany","4","","",""
"Public health insurance","2000","1-pers.-HH","West Germany","2244","0.870953202044355","0.858051882513893","0.883854521574817"
"Public health insurance","2000","1-pers.-HH","East Germany","735","0.95499995239083","0.940395483354802","0.969604421426858"
"Public health insurance","2000","(Married) couple without C. ","West Germany","4894","0.862150279886008","0.853207706751278","0.871092853020738"
"Public health insurance","2000","(Married) couple without C. ","East Germany","1811","0.969559638827814","0.961783578529524","0.977335699126105"
"Public health insurance","2000","Single parent ","West Germany","810","0.914296341632219","0.895843420316553","0.932749262947885"
"Public health insurance","2000","Single parent ","East Germany","305","0.948821278260166","0.924677233533767","0.972965322986564"
"Public health insurance","2000","Couple + C. LE 16 ","West Germany","3684","0.861789741785453","0.851368411489554","0.872211072081351"
"Public health insurance","2000","Couple + C. LE 16 ","East Germany","956","0.914842357734095","0.897895109993804","0.931789605474385"
"Public health insurance","2000","Couple + C. GT 16 ","West Germany","2471","0.870454736492822","0.85806085319041","0.882848619795234"
"Public health insurance","2000","Couple + C. GT 16 ","East Germany","1057","0.933665283205505","0.919225146199839","0.948105420211171"
"Public health insurance","2000","Couple + C. LE and GT 16","West Germany","1250","0.878586678961491","0.861652760937396","0.895520596985585"
"Public health insurance","2000","Couple + C. LE and GT 16","East Germany","497","0.961056229126005","0.944396167220905","0.977716291031104"
"Private health insurance","2000","1-pers.-HH","West Germany","331","0.122234557914437","0.109629369329812","0.134839746499062"
"Private health insurance","2000","1-pers.-HH","East Germany","38","0.0440425677250054","0.0295870648930143","0.0584980705569964"
"Private health insurance","2000","(Married) couple without C. ","West Germany","774","0.130999745206045","0.122247625543374","0.139751864868717"
"Private health insurance","2000","(Married) couple without C. ","East Germany","58","0.0276066314650446","0.0201905386242569","0.0350227243058324"
"Private health insurance","2000","Single parent ","West Germany","64","0.0765896062695287","0.0590587045007577","0.0941205080382997"
"Private health insurance","2000","Single parent ","East Germany","13","","",""
"Private health insurance","2000","Couple + C. LE 16 ","West Germany","507","0.132553112724459","0.122313847954445","0.142792377494473"
"Private health insurance","2000","Couple + C. LE 16 ","East Germany","85","0.0847426609197844","0.0678329224827599","0.101652399356809"
"Private health insurance","2000","Couple + C. GT 16 ","West Germany","331","0.123989273438491","0.111825444431228","0.136153102445753"
"Private health insurance","2000","Couple + C. GT 16 ","East Germany","78","0.0619147467860285","0.047931002494353","0.075898491077704"
"Private health insurance","2000","Couple + C. LE and GT 16","West Germany","174","0.117788104552604","0.101074537505587","0.134501671599621"
"Private health insurance","2000","Couple + C. LE and GT 16","East Germany","17","","",""
"Neither","2000","1-pers.-HH","West Germany","19","","",""
"Neither","2000","1-pers.-HH","East Germany","1","","",""
"Neither","2000","(Married) couple without C. ","West Germany","41","0.00684997490794647","0.0047104369844785","0.00898951283141445"
"Neither","2000","(Married) couple without C. ","East Germany","6","","",""
"Neither","2000","Single parent ","West Germany","10","","",""
"Neither","2000","Single parent ","East Germany","2","","",""
"Neither","2000","Couple + C. LE 16 ","West Germany","22","","",""
"Neither","2000","Couple + C. LE 16 ","East Germany","1","","",""
"Neither","2000","Couple + C. GT 16 ","West Germany","18","","",""
"Neither","2000","Couple + C. GT 16 ","East Germany","6","","",""
"Neither","2000","Couple + C. LE and GT 16","West Germany","5","","",""
"Neither","2000","Couple + C. LE and GT 16","East Germany","4","","",""
