"ple0097","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Public health insurance","1999","(0) in school","271","0.80166873264009","0.757980329806449","0.84535713547373"
"Public health insurance","1999","(1a) inadequately completed","468","0.981303491570034","0.969135285902951","0.993471697237116"
"Public health insurance","1999","(1b) general elementary school","1899","0.965234423655237","0.95712046360587","0.973348383704604"
"Public health insurance","1999","(1c) basic vocational qualification","3862","0.928739555803486","0.920875518106345","0.936603593500627"
"Public health insurance","1999","(2b) intermediate general qualification","506","0.936004936422612","0.915285496901127","0.956724375944097"
"Public health insurance","1999","(2a) intermediate vocational","2575","0.884115766072292","0.872378695510542","0.895852836634043"
"Public health insurance","1999","(2c_gen) general maturity certificate","406","0.833496778553948","0.800135428484716","0.866858128623179"
"Public health insurance","1999","(2c_voc) vocational maturity certificate","569","0.815582630267123","0.786282101716457","0.844883158817788"
"Public health insurance","1999","(3a) lower tertiary education","808","0.81381546580841","0.789114799171355","0.838516132445465"
"Public health insurance","1999","(3b) higher tertiary education","721","0.666034970292244","0.63704908111771","0.695020859466777"
"Private health insurance","1999","(0) in school","48","0.196099725740665","0.152597379225995","0.239602072255335"
"Private health insurance","1999","(1a) inadequately completed","6","","",""
"Private health insurance","1999","(1b) general elementary school","49","0.0302001098486889","0.0226197979767086","0.0377804217206693"
"Private health insurance","1999","(1c) basic vocational qualification","225","0.0641227280255653","0.0566343148596961","0.0716111411914346"
"Private health insurance","1999","(2b) intermediate general qualification","27","","",""
"Private health insurance","1999","(2a) intermediate vocational","249","0.103954846307899","0.0927635527251065","0.115146139890692"
"Private health insurance","1999","(2c_gen) general maturity certificate","64","0.144317357283059","0.112847412612593","0.175787301953524"
"Private health insurance","1999","(2c_voc) vocational maturity certificate","92","0.165407360817694","0.13733653107647","0.193478190558918"
"Private health insurance","1999","(3a) lower tertiary education","140","0.17982177883781","0.155452135961567","0.204191421714052"
"Private health insurance","1999","(3b) higher tertiary education","288","0.328669969504241","0.299800708680152","0.357539230328329"
"Neither","1999","(0) in school","1","","",""
"Neither","1999","(1a) inadequately completed","2","","",""
"Neither","1999","(1b) general elementary school","10","","",""
"Neither","1999","(1c) basic vocational qualification","24","","",""
"Neither","1999","(2b) intermediate general qualification","3","","",""
"Neither","1999","(2a) intermediate vocational","33","0.0119293876198084","0.00794835223990028","0.0159104229997165"
"Neither","1999","(2c_gen) general maturity certificate","9","","",""
"Neither","1999","(2c_voc) vocational maturity certificate","12","","",""
"Neither","1999","(3a) lower tertiary education","6","","",""
"Neither","1999","(3b) higher tertiary education","8","","",""
"Public health insurance","2000","(0) in school","415","0.814982638003968","0.78091215904737","0.849053116960566"
"Public health insurance","2000","(1a) inadequately completed","418","0.980972904623146","0.967984124066005","0.993961685180287"
"Public health insurance","2000","(1b) general elementary school","2818","0.96996650724842","0.963744860700936","0.976188153795904"
"Public health insurance","2000","(1c) basic vocational qualification","7359","0.938178004360519","0.932848079126954","0.943507929594084"
"Public health insurance","2000","(2b) intermediate general qualification","689","0.940175794141972","0.923018726440539","0.957332861843405"
"Public health insurance","2000","(2a) intermediate vocational","4983","0.889641333820344","0.881411895779731","0.897870771860958"
"Public health insurance","2000","(2c_gen) general maturity certificate","708","0.84044943904813","0.815537128536844","0.865361749559416"
"Public health insurance","2000","(2c_voc) vocational maturity certificate","1351","0.846936913812436","0.829087277741723","0.864786549883148"
"Public health insurance","2000","(3a) lower tertiary education","1369","0.784430148490626","0.764911171637513","0.803949125343738"
"Public health insurance","2000","(3b) higher tertiary education","1411","0.651105627083265","0.630869421956525","0.671341832210005"
"Private health insurance","2000","(0) in school","82","0.181390601787701","0.14758072623659","0.215200477338812"
"Private health insurance","2000","(1a) inadequately completed","2","","",""
"Private health insurance","2000","(1b) general elementary school","58","0.0255602379596721","0.0198073755121822","0.0313131004071619"
"Private health insurance","2000","(1c) basic vocational qualification","450","0.0573753715768239","0.0522285497935101","0.0625221933601376"
"Private health insurance","2000","(2b) intermediate general qualification","43","0.0586566676654929","0.0416572994984306","0.0756560358325552"
"Private health insurance","2000","(2a) intermediate vocational","548","0.104110882632108","0.0960897688533008","0.112131996410916"
"Private health insurance","2000","(2c_gen) general maturity certificate","111","0.146670248635838","0.122602331768846","0.170738165502831"
"Private health insurance","2000","(2c_voc) vocational maturity certificate","199","0.14475333910405","0.127310041479847","0.162196636728253"
"Private health insurance","2000","(3a) lower tertiary education","324","0.206421869711832","0.187210488114585","0.225633251309079"
"Private health insurance","2000","(3b) higher tertiary education","712","0.345038527245679","0.324854954752836","0.365222099738522"
"Neither","2000","(0) in school","2","","",""
"Neither","2000","(1a) inadequately completed","5","","",""
"Neither","2000","(1b) general elementary school","15","","",""
"Neither","2000","(1c) basic vocational qualification","34","0.00444662406265699","0.00297412690507876","0.00591912122023522"
"Neither","2000","(2b) intermediate general qualification","2","","",""
"Neither","2000","(2a) intermediate vocational","38","0.00624778354754719","0.00417830216003711","0.00831726493505728"
"Neither","2000","(2c_gen) general maturity certificate","11","","",""
"Neither","2000","(2c_voc) vocational maturity certificate","13","","",""
"Neither","2000","(3a) lower tertiary education","12","","",""
"Neither","2000","(3b) higher tertiary education","8","","",""
"Public health insurance","2001","(0) in school","453","0.80990046573318","0.777108073720417","0.842692857745943"
"Public health insurance","2001","(1a) inadequately completed","319","0.981524437159575","0.966861364618481","0.996187509700668"
"Public health insurance","2001","(1b) general elementary school","2446","0.97423576918988","0.968021651906038","0.980449886473723"
"Public health insurance","2001","(1c) basic vocational qualification","6535","0.938896510226233","0.933265759305939","0.944527261146527"
"Public health insurance","2001","(2b) intermediate general qualification","618","0.932849909799219","0.913769989843931","0.951929829754508"
"Public health insurance","2001","(2a) intermediate vocational","4596","0.887050198924148","0.87839349792162","0.895706899926675"
"Public health insurance","2001","(2c_gen) general maturity certificate","680","0.833246439952726","0.807351443980004","0.859141435925448"
"Public health insurance","2001","(2c_voc) vocational maturity certificate","1263","0.839182610307946","0.820364660976714","0.858000559639177"
"Public health insurance","2001","(3a) lower tertiary education","1285","0.78492600561365","0.764793565810697","0.805058445416603"
"Public health insurance","2001","(3b) higher tertiary education","1292","0.6434835212193","0.622322137465394","0.664644904973205"
"Private health insurance","2001","(0) in school","94","0.181775947944821","0.149545148620909","0.214006747268733"
"Private health insurance","2001","(1a) inadequately completed","3","","",""
"Private health insurance","2001","(1b) general elementary school","43","0.0209834596982085","0.0153616986509705","0.0266052207454465"
"Private health insurance","2001","(1c) basic vocational qualification","382","0.0553107200533016","0.0499370178351838","0.0606844222714195"
"Private health insurance","2001","(2b) intermediate general qualification","39","0.0598116644352969","0.0417337746327135","0.0778895542378803"
"Private health insurance","2001","(2a) intermediate vocational","502","0.105936026200373","0.0975193286723427","0.114352723728404"
"Private health insurance","2001","(2c_gen) general maturity certificate","105","0.14735617394491","0.122732120145687","0.171980227744132"
"Private health insurance","2001","(2c_voc) vocational maturity certificate","191","0.152525626590137","0.134108908137813","0.17094234504246"
"Private health insurance","2001","(3a) lower tertiary education","304","0.207733717633645","0.187855511809503","0.227611923457788"
"Private health insurance","2001","(3b) higher tertiary education","668","0.351757955764931","0.330660693289415","0.372855218240448"
"Neither","2001","(0) in school","3","","",""
"Neither","2001","(1a) inadequately completed","2","","",""
"Neither","2001","(1b) general elementary school","8","","",""
"Neither","2001","(1c) basic vocational qualification","34","0.00579276972046538","0.00400872376373352","0.00757681567719725"
"Neither","2001","(2b) intermediate general qualification","4","","",""
"Neither","2001","(2a) intermediate vocational","38","0.00701377487547895","0.0047314203459194","0.00929612940503849"
"Neither","2001","(2c_gen) general maturity certificate","11","","",""
"Neither","2001","(2c_voc) vocational maturity certificate","10","","",""
"Neither","2001","(3a) lower tertiary education","11","","",""
"Neither","2001","(3b) higher tertiary education","8","","",""
"Public health insurance","2002","(0) in school","499","0.861559207541463","0.83426407952665","0.888854335556276"
"Public health insurance","2002","(1a) inadequately completed","288","0.962994426872463","0.941489018706079","0.984499835038847"
"Public health insurance","2002","(1b) general elementary school","2241","0.974458889451786","0.968011471526861","0.98090630737671"
"Public health insurance","2002","(1c) basic vocational qualification","6242","0.941882359338565","0.936267938796172","0.947496779880957"
"Public health insurance","2002","(2b) intermediate general qualification","612","0.940103747842951","0.92201389318588","0.958193602500021"
"Public health insurance","2002","(2a) intermediate vocational","4710","0.893998423165615","0.885747215107189","0.90224963122404"
"Public health insurance","2002","(2c_gen) general maturity certificate","726","0.838663957961348","0.814538139782769","0.862789776139926"
"Public health insurance","2002","(2c_voc) vocational maturity certificate","1335","0.86190108246563","0.844985632541318","0.878816532389941"
"Public health insurance","2002","(3a) lower tertiary education","1367","0.778768900411698","0.759615000514985","0.797922800308412"
"Public health insurance","2002","(3b) higher tertiary education","1525","0.640348403700489","0.622457666621354","0.658239140779623"
"Private health insurance","2002","(0) in school","115","0.138140994724072","0.110870693539556","0.165411295908587"
"Private health insurance","2002","(1a) inadequately completed","5","","",""
"Private health insurance","2002","(1b) general elementary school","55","0.0248999308662126","0.0185318607400535","0.0312680009923717"
"Private health insurance","2002","(1c) basic vocational qualification","405","0.0545530833099133","0.0491032797724656","0.060002886847361"
"Private health insurance","2002","(2b) intermediate general qualification","47","0.054996340608236","0.0376170917153409","0.0723755895011311"
"Private health insurance","2002","(2a) intermediate vocational","601","0.100370904401261","0.0923165884096265","0.108425220392895"
"Private health insurance","2002","(2c_gen) general maturity certificate","162","0.158086709780835","0.134158857189748","0.182014562371923"
"Private health insurance","2002","(2c_voc) vocational maturity certificate","248","0.127748030538341","0.111381456118071","0.144114604958612"
"Private health insurance","2002","(3a) lower tertiary education","427","0.218772182998892","0.199694978991714","0.237849387006069"
"Private health insurance","2002","(3b) higher tertiary education","1222","0.354048138517694","0.336219823207111","0.371876453828277"
"Neither","2002","(0) in school","1","","",""
"Neither","2002","(1a) inadequately completed","3","","",""
"Neither","2002","(1b) general elementary school","4","","",""
"Neither","2002","(1c) basic vocational qualification","24","","",""
"Neither","2002","(2b) intermediate general qualification","2","","",""
"Neither","2002","(2a) intermediate vocational","36","0.00563067243312436","0.0036250601065893","0.00763628475965942"
"Neither","2002","(2c_gen) general maturity certificate","5","","",""
"Neither","2002","(2c_voc) vocational maturity certificate","15","","",""
"Neither","2002","(3a) lower tertiary education","10","","",""
"Neither","2002","(3b) higher tertiary education","17","","",""
"Public health insurance","2003","(0) in school","498","0.837241882255536","0.808067119361418","0.866416645149655"
"Public health insurance","2003","(1a) inadequately completed","271","0.958267103216994","0.934885327716605","0.981648878717383"
"Public health insurance","2003","(1b) general elementary school","2119","0.9791062414708","0.973084226504702","0.985128256436898"
"Public health insurance","2003","(1c) basic vocational qualification","5930","0.939466017603709","0.933597793855176","0.945334241352243"
"Public health insurance","2003","(2b) intermediate general qualification","598","0.961658639632818","0.946723631752043","0.976593647513593"
"Public health insurance","2003","(2a) intermediate vocational","4553","0.895346922003966","0.886995646001131","0.9036981980068"
"Public health insurance","2003","(2c_gen) general maturity certificate","693","0.820035039154114","0.794434434657123","0.845635643651106"
"Public health insurance","2003","(2c_voc) vocational maturity certificate","1326","0.866791313139924","0.85000979059762","0.883572835682228"
"Public health insurance","2003","(3a) lower tertiary education","1319","0.789912909761302","0.770677796798757","0.809148022723847"
"Public health insurance","2003","(3b) higher tertiary education","1470","0.641429126074562","0.623117807249664","0.659740444899459"
"Private health insurance","2003","(0) in school","113","0.155057185328994","0.126450328674993","0.183664041982996"
"Private health insurance","2003","(1a) inadequately completed","5","","",""
"Private health insurance","2003","(1b) general elementary school","40","0.0181738268916541","0.0125496479307208","0.0237980058525873"
"Private health insurance","2003","(1c) basic vocational qualification","385","0.0542848012098091","0.0487092756110007","0.0598603268086174"
"Private health insurance","2003","(2b) intermediate general qualification","33","0.0334771859523037","0.0194864114927764","0.0474679604118309"
"Private health insurance","2003","(2a) intermediate vocational","573","0.0985324678341584","0.0904014317882453","0.106663503880071"
"Private health insurance","2003","(2c_gen) general maturity certificate","166","0.174795161060569","0.149485541152034","0.200104780969103"
"Private health insurance","2003","(2c_voc) vocational maturity certificate","240","0.127832462167839","0.111342170089978","0.144322754245699"
"Private health insurance","2003","(3a) lower tertiary education","394","0.206471174071533","0.187358717138622","0.225583631004444"
"Private health insurance","2003","(3b) higher tertiary education","1151","0.35390671086353","0.335648854115501","0.372164567611558"
"Neither","2003","(0) in school","4","","",""
"Neither","2003","(1a) inadequately completed","5","","",""
"Neither","2003","(1b) general elementary school","8","","",""
"Neither","2003","(1c) basic vocational qualification","29","","",""
"Neither","2003","(2b) intermediate general qualification","4","","",""
"Neither","2003","(2a) intermediate vocational","35","0.00612061016187598","0.00399273883082414","0.00824848149292782"
"Neither","2003","(2c_gen) general maturity certificate","6","","",""
"Neither","2003","(2c_voc) vocational maturity certificate","9","","",""
"Neither","2003","(3a) lower tertiary education","10","","",""
"Neither","2003","(3b) higher tertiary education","14","","",""
"Public health insurance","2004","(0) in school","500","0.873463186594273","0.847482326884148","0.899444046304399"
"Public health insurance","2004","(1a) inadequately completed","259","0.989292971918054","0.976854496576605","1.0017314472595"
"Public health insurance","2004","(1b) general elementary school","1979","0.981708223943216","0.975860130620749","0.987556317265682"
"Public health insurance","2004","(1c) basic vocational qualification","5707","0.946305635719471","0.940629359483656","0.951981911955287"
"Public health insurance","2004","(2b) intermediate general qualification","575","0.969123804433552","0.955362637360696","0.982884971506408"
"Public health insurance","2004","(2a) intermediate vocational","4437","0.899083294839305","0.890719870294403","0.907446719384207"
"Public health insurance","2004","(2c_gen) general maturity certificate","695","0.840594734524169","0.815899023660864","0.865290445387475"
"Public health insurance","2004","(2c_voc) vocational maturity certificate","1319","0.873319585893082","0.856776988491164","0.889862183295001"
"Public health insurance","2004","(3a) lower tertiary education","1303","0.796751494235752","0.777605307343151","0.815897681128352"
"Public health insurance","2004","(3b) higher tertiary education","1435","0.635831937562312","0.617278519381649","0.654385355742974"
"Private health insurance","2004","(0) in school","129","0.126536813405727","0.100555953695601","0.152517673115852"
"Private health insurance","2004","(1a) inadequately completed","4","","",""
"Private health insurance","2004","(1b) general elementary school","38","0.0182917760567841","0.0124436827343175","0.0241398693792507"
"Private health insurance","2004","(1c) basic vocational qualification","351","0.0536943642805285","0.0480180880447129","0.059370640516344"
"Private health insurance","2004","(2b) intermediate general qualification","32","0.0308761955664479","0.017115028493592","0.0446373626393038"
"Private health insurance","2004","(2a) intermediate vocational","546","0.100916705160695","0.0925532806157936","0.109280129705597"
"Private health insurance","2004","(2c_gen) general maturity certificate","149","0.159405265475831","0.134709554612525","0.184100976339136"
"Private health insurance","2004","(2c_voc) vocational maturity certificate","234","0.126680414106918","0.110137816704999","0.143223011508836"
"Private health insurance","2004","(3a) lower tertiary education","394","0.203248505764248","0.184102318871648","0.222394692656848"
"Private health insurance","2004","(3b) higher tertiary education","1149","0.364168062437688","0.345614644257026","0.382721480618351"
"Neither","2004","(0) in school","","","",""
"Neither","2004","(1a) inadequately completed","","","",""
"Neither","2004","(1b) general elementary school","","","",""
"Neither","2004","(1c) basic vocational qualification","","","",""
"Neither","2004","(2b) intermediate general qualification","","","",""
"Neither","2004","(2a) intermediate vocational","","","",""
"Neither","2004","(2c_gen) general maturity certificate","","","",""
"Neither","2004","(2c_voc) vocational maturity certificate","","","",""
"Neither","2004","(3a) lower tertiary education","","","",""
"Neither","2004","(3b) higher tertiary education","","","",""
"Public health insurance","2005","(0) in school","513","0.867395264964146","0.841282754462398","0.893507775465894"
"Public health insurance","2005","(1a) inadequately completed","241","0.959992488857407","0.935601638845824","0.984383338868989"
"Public health insurance","2005","(1b) general elementary school","1826","0.98522607901539","0.979737310177852","0.990714847852928"
"Public health insurance","2005","(1c) basic vocational qualification","5354","0.943499857834083","0.937502317339568","0.949497398328598"
"Public health insurance","2005","(2b) intermediate general qualification","545","0.974298203653092","0.961341382325042","0.987255024981141"
"Public health insurance","2005","(2a) intermediate vocational","4221","0.895275365173543","0.886563984971915","0.903986745375172"
"Public health insurance","2005","(2c_gen) general maturity certificate","662","0.845011538504338","0.819807710720321","0.870215366288355"
"Public health insurance","2005","(2c_voc) vocational maturity certificate","1278","0.881453494921842","0.865116647522785","0.897790342320898"
"Public health insurance","2005","(3a) lower tertiary education","1272","0.803660609530067","0.784406241312661","0.822914977747473"
"Public health insurance","2005","(3b) higher tertiary education","1399","0.638228618361031","0.619392850559534","0.657064386162528"
"Private health insurance","2005","(0) in school","135","0.132604735035854","0.106492224534106","0.158717245537602"
"Private health insurance","2005","(1a) inadequately completed","7","","",""
"Private health insurance","2005","(1b) general elementary school","30","0.0147739209846099","0.00928515214707211","0.0202626898221477"
"Private health insurance","2005","(1c) basic vocational qualification","339","0.056500142165917","0.0505026016714016","0.0624976826604325"
"Private health insurance","2005","(2b) intermediate general qualification","28","","",""
"Private health insurance","2005","(2a) intermediate vocational","525","0.104724634826457","0.0960132546248278","0.113436015028085"
"Private health insurance","2005","(2c_gen) general maturity certificate","130","0.154988461495662","0.129784633711645","0.180192289279679"
"Private health insurance","2005","(2c_voc) vocational maturity certificate","226","0.118546505078159","0.102209657679102","0.134883352477215"
"Private health insurance","2005","(3a) lower tertiary education","363","0.196339390469933","0.177085022252527","0.215593758687339"
"Private health insurance","2005","(3b) higher tertiary education","1101","0.361771381638969","0.342935613837472","0.380607149440466"
"Neither","2005","(0) in school","","","",""
"Neither","2005","(1a) inadequately completed","","","",""
"Neither","2005","(1b) general elementary school","","","",""
"Neither","2005","(1c) basic vocational qualification","","","",""
"Neither","2005","(2b) intermediate general qualification","","","",""
"Neither","2005","(2a) intermediate vocational","","","",""
"Neither","2005","(2c_gen) general maturity certificate","","","",""
"Neither","2005","(2c_voc) vocational maturity certificate","","","",""
"Neither","2005","(3a) lower tertiary education","","","",""
"Neither","2005","(3b) higher tertiary education","","","",""
"Public health insurance","2006","(0) in school","297","0.842780057250799","0.807240950330348","0.87831916417125"
"Public health insurance","2006","(1a) inadequately completed","235","0.966138746533222","0.943303230252185","0.98897426281426"
"Public health insurance","2006","(1b) general elementary school","1913","0.980932127040377","0.974869716900481","0.986994537180273"
"Public health insurance","2006","(1c) basic vocational qualification","5773","0.94237126727862","0.936550787275997","0.948191747281243"
"Public health insurance","2006","(2b) intermediate general qualification","546","0.965044028752272","0.950083633771658","0.980004423732886"
"Public health insurance","2006","(2a) intermediate vocational","4559","0.898164373690814","0.889893271910251","0.906435475471377"
"Public health insurance","2006","(2c_gen) general maturity certificate","683","0.855215967706715","0.831101944555003","0.879329990858427"
"Public health insurance","2006","(2c_voc) vocational maturity certificate","1396","0.885250106540637","0.869768000772091","0.900732212309182"
"Public health insurance","2006","(3a) lower tertiary education","1384","0.792759451826994","0.774013693860624","0.811505209793364"
"Public health insurance","2006","(3b) higher tertiary education","1564","0.627087782606898","0.609059824197795","0.645115741016002"
"Private health insurance","2006","(0) in school","106","0.157219942749201","0.12168083582875","0.192759049669652"
"Private health insurance","2006","(1a) inadequately completed","6","","",""
"Private health insurance","2006","(1b) general elementary school","42","0.0190678729596231","0.0130054628197271","0.025130283099519"
