"ple0097","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"Public health insurance","1999","lower secondary degree","West Germany","3976","0.928296149686673","0.920556888090408","0.936035411282938"
"Public health insurance","1999","lower secondary degree","East Germany","1252","0.996289880823995","0.992930226769044","0.999649534878946"
"Public health insurance","1999","secondary school degree","West Germany","1838","0.86286129486603","0.848190567361091","0.877532022370969"
"Public health insurance","1999","secondary school degree","East Germany","1660","0.944372700583823","0.933643364894623","0.955102036273023"
"Public health insurance","1999","college entrance qualification","West Germany","1193","0.701386994952022","0.679444142666116","0.723329847237929"
"Public health insurance","1999","college entrance qualification","East Germany","493","0.871588942117577","0.843929908574966","0.899247975660189"
"Public health insurance","1999","Other degree","West Germany","873","0.954342833401917","0.940659685600266","0.968025981203568"
"Public health insurance","1999","Other degree","East Germany","41","1","1","1"
"Public health insurance","1999","no degree/no degree yet","West Germany","618","0.90015954261189","0.877357325463047","0.922961759760733"
"Public health insurance","1999","no degree/no degree yet","East Germany","108","0.917084720557605","0.867118422600948","0.967051018514261"
"Private health insurance","1999","lower secondary degree","West Germany","263","0.0647327897877301","0.0573517927674659","0.0721137868079944"
"Private health insurance","1999","lower secondary degree","East Germany","4","","",""
"Private health insurance","1999","secondary school degree","West Germany","247","0.123429813123568","0.109401530151562","0.137458096095574"
"Private health insurance","1999","secondary school degree","East Germany","81","0.0497067491648271","0.0395327045925667","0.0598807937370874"
"Private health insurance","1999","college entrance qualification","West Germany","454","0.286191368694051","0.264520364836376","0.307862372551726"
"Private health insurance","1999","college entrance qualification","East Germany","64","0.116006744365269","0.0895311311105742","0.142482357619964"
"Private health insurance","1999","Other degree","West Germany","17","","",""
"Private health insurance","1999","Other degree","East Germany","","","",""
"Private health insurance","1999","no degree/no degree yet","West Germany","44","0.0975868080353752","0.0750152090675055","0.120158407003245"
"Private health insurance","1999","no degree/no degree yet","East Germany","8","","",""
"Neither","1999","lower secondary degree","West Germany","30","0.00697106052559696","0.00447522827118348","0.00946689278001043"
"Neither","1999","lower secondary degree","East Germany","2","","",""
"Neither","1999","secondary school degree","West Germany","27","","",""
"Neither","1999","secondary school degree","East Germany","12","","",""
"Neither","1999","college entrance qualification","West Germany","24","","",""
"Neither","1999","college entrance qualification","East Germany","5","","",""
"Neither","1999","Other degree","West Germany","4","","",""
"Neither","1999","Other degree","East Germany","","","",""
"Neither","1999","no degree/no degree yet","West Germany","2","","",""
"Neither","1999","no degree/no degree yet","East Germany","1","","",""
"Public health insurance","2000","lower secondary degree","West Germany","7553","0.934882763186904","0.929506918513502","0.940258607860306"
"Public health insurance","2000","lower secondary degree","East Germany","1884","0.996801987311807","0.99425857175769","0.999345402865923"
"Public health insurance","2000","secondary school degree","West Germany","3745","0.869674157752349","0.85961863550831","0.879729679996388"
"Public health insurance","2000","secondary school degree","East Germany","2526","0.939582758475458","0.93057573230512","0.948589784645796"
"Public health insurance","2000","college entrance qualification","West Germany","2605","0.70373628992693","0.689023622057897","0.718448957795963"
"Public health insurance","2000","college entrance qualification","East Germany","907","0.869910421095079","0.849465288001229","0.89035555418893"
"Public health insurance","2000","Other degree","West Germany","1385","0.934438627039143","0.921742505408831","0.947134748669456"
"Public health insurance","2000","Other degree","East Germany","80","0.972329001663044","0.937040917645537","1.00761708568055"
"Public health insurance","2000","no degree/no degree yet","West Germany","679","0.888156090491486","0.865778082519502","0.910534098463469"
"Public health insurance","2000","no degree/no degree yet","East Germany","154","0.951619518383894","0.918679711169544","0.984559325598244"
"Private health insurance","2000","lower secondary degree","West Germany","498","0.0605121123822061","0.0553170962144299","0.0657071285499822"
"Private health insurance","2000","lower secondary degree","East Germany","8","","",""
"Private health insurance","2000","secondary school degree","West Germany","532","0.124065883884867","0.114219585647811","0.133912182121923"
"Private health insurance","2000","secondary school degree","East Germany","149","0.0566608115928414","0.0479208647246543","0.0654007584610285"
"Private health insurance","2000","college entrance qualification","West Germany","1067","0.288759127305533","0.274156754150879","0.303361500460188"
