"ple0097","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Public health insurance","1999","1-pers.-HH","1531","0.898972570444041","0.884642633690229","0.913302507197854"
"Public health insurance","1999","(Married) couple without C. ","3723","0.890250510663616","0.880732460394397","0.899768560932836"
"Public health insurance","1999","Single parent ","662","0.913025396430075","0.892427574290253","0.933623218569897"
"Public health insurance","1999","Couple + C. LE 16 ","2725","0.858531973096357","0.846131230646191","0.870932715546523"
"Public health insurance","1999","Couple + C. GT 16 ","2283","0.893595970595169","0.881528007786087","0.905663933404252"
"Public health insurance","1999","Couple + C. LE and GT 16","1049","0.876825866574597","0.857946473217815","0.89570525993138"
"Private health insurance","1999","1-pers.-HH","153","0.0917179216021298","0.0779936635138131","0.105442179690446"
"Private health insurance","1999","(Married) couple without C. ","393","0.103540263468894","0.0942631973582964","0.112817329579491"
"Private health insurance","1999","Single parent ","50","0.0785009348238228","0.0588416140211455","0.0981602556265001"
"Private health insurance","1999","Couple + C. LE 16 ","284","0.131343742863642","0.119324725211911","0.143362760515373"
"Private health insurance","1999","Couple + C. GT 16 ","203","0.0991173729906042","0.0874225588990926","0.110812187082116"
"Private health insurance","1999","Couple + C. LE and GT 16","105","0.116256350457353","0.0978425642463506","0.134670136668355"
"Neither","1999","1-pers.-HH","15","","",""
"Neither","1999","(Married) couple without C. ","27","","",""
"Neither","1999","Single parent ","7","","",""
"Neither","1999","Couple + C. LE 16 ","25","","",""
"Neither","1999","Couple + C. GT 16 ","22","","",""
"Neither","1999","Couple + C. LE and GT 16","10","","",""
"Public health insurance","2000","1-pers.-HH","2979","0.886873412784723","0.876176087299679","0.897570738269767"
"Public health insurance","2000","(Married) couple without C. ","6705","0.883116492727312","0.875885722784925","0.890347262669699"
"Public health insurance","2000","Single parent ","1115","0.921787834494117","0.90662126047687","0.936954408511363"
"Public health insurance","2000","Couple + C. LE 16 ","4640","0.870400075764724","0.861319287179691","0.879480864349757"
"Public health insurance","2000","Couple + C. GT 16 ","3528","0.883927928135706","0.87395281187686","0.893903044394552"
"Public health insurance","2000","Couple + C. LE and GT 16","1747","0.893925116438254","0.880247136355896","0.907603096520612"
"Private health insurance","2000","1-pers.-HH","369","0.107423361087756","0.0969657093234959","0.117881012852016"
"Private health insurance","2000","(Married) couple without C. ","832","0.110817499912193","0.103752721311196","0.11788227851319"
"Private health insurance","2000","Single parent ","77","0.0699555717327654","0.0555477657898197","0.0843633776757111"
"Private health insurance","2000","Couple + C. LE 16 ","592","0.124793571552415","0.115858190303401","0.13372895280143"
"Private health insurance","2000","Couple + C. GT 16 ","409","0.110758222020261","0.100984868985066","0.120531575055456"
"Private health insurance","2000","Couple + C. LE and GT 16","191","0.101602774879216","0.088182787705223","0.115022762053209"
"Neither","2000","1-pers.-HH","20","","",""
"Neither","2000","(Married) couple without C. ","47","0.00606600736049492","0.00431845914384506","0.00781355557714478"
"Neither","2000","Single parent ","12","","",""
"Neither","2000","Couple + C. LE 16 ","23","","",""
"Neither","2000","Couple + C. GT 16 ","24","","",""
"Neither","2000","Couple + C. LE and GT 16","9","","",""
"Public health insurance","2001","1-pers.-HH","2667","0.879691579607205","0.868088912037772","0.891294247176638"
"Public health insurance","2001","(Married) couple without C. ","6110","0.881394036163446","0.873774517791881","0.88901355453501"
"Public health insurance","2001","Single parent ","1039","0.909019639459816","0.892237242047118","0.925802036872515"
"Public health insurance","2001","Couple + C. LE 16 ","4198","0.86589073021118","0.856219195966677","0.875562264455683"
"Public health insurance","2001","Couple + C. GT 16 ","3226","0.878185265333946","0.867573096662039","0.888797434005854"
"Public health insurance","2001","Couple + C. LE and GT 16","1593","0.904774246824137","0.891025841054569","0.918522652593705"
"Private health insurance","2001","1-pers.-HH","329","0.111181659380768","0.0999700566896515","0.122393262071885"
"Private health insurance","2001","(Married) couple without C. ","766","0.112362599517957","0.104920115877825","0.11980508315809"
"Private health insurance","2001","Single parent ","85","0.0863155670991021","0.0699271798293837","0.10270395436882"
"Private health insurance","2001","Couple + C. LE 16 ","549","0.129364531040662","0.11983963559736","0.138889426483963"
"Private health insurance","2001","Couple + C. GT 16 ","403","0.11467836111795","0.10433998238645","0.12501673984945"
"Private health insurance","2001","Couple + C. LE and GT 16","145","0.0866381124331362","0.0734621923600892","0.0998140325061831"
"Neither","2001","1-pers.-HH","24","","",""
"Neither","2001","(Married) couple without C. ","41","0.00624336431859714","0.00438710535844506","0.00809962327874921"
"Neither","2001","Single parent ","4","","",""
"Neither","2001","Couple + C. LE 16 ","22","","",""
"Neither","2001","Couple + C. GT 16 ","20","","",""
"Neither","2001","Couple + C. LE and GT 16","13","","",""
"Public health insurance","2002","1-pers.-HH","2654","0.88715924422766","0.875880446667627","0.898438041787693"
"Public health insurance","2002","(Married) couple without C. ","6288","0.88308163061061","0.875801284627028","0.890361976594192"
"Public health insurance","2002","Single parent ","1035","0.924519934526099","0.909165206344316","0.939874662707881"
"Public health insurance","2002","Couple + C. LE 16 ","3992","0.878678922616081","0.869404599258312","0.887953245973851"
"Public health insurance","2002","Couple + C. GT 16 ","3400","0.888225642846294","0.878476952966872","0.897974332725716"
"Public health insurance","2002","Couple + C. LE and GT 16","1659","0.889372864835413","0.875454371472762","0.903291358198065"
"Private health insurance","2002","1-pers.-HH","345","0.105992773375919","0.0950194630793247","0.116966083672513"
"Private health insurance","2002","(Married) couple without C. ","1152","0.112653057483475","0.105489505138917","0.119816609828032"
"Private health insurance","2002","Single parent ","96","0.0690343498711704","0.0542987674188846","0.0837699323234562"
"Private health insurance","2002","Couple + C. LE 16 ","756","0.11881711328449","0.109625927901025","0.128008298667955"
"Private health insurance","2002","Couple + C. GT 16 ","593","0.108603888273079","0.0989773184324084","0.11823045811375"
"Private health insurance","2002","Couple + C. LE and GT 16","283","0.105983623038457","0.092324853591509","0.119642392485406"
"Neither","2002","1-pers.-HH","24","","",""
"Neither","2002","(Married) couple without C. ","43","0.00426531190591538","0.0027887303671528","0.00574189344467796"
"Neither","2002","Single parent ","6","","",""
"Neither","2002","Couple + C. LE 16 ","13","","",""
"Neither","2002","Couple + C. GT 16 ","20","","",""
"Neither","2002","Couple + C. LE and GT 16","9","","",""
"Public health insurance","2003","1-pers.-HH","2596","0.879350164163929","0.867675166858162","0.891025161469695"
"Public health insurance","2003","(Married) couple without C. ","6213","0.887852442092828","0.880628220856661","0.895076663328994"
"Public health insurance","2003","Single parent ","1024","0.912152414542418","0.895581598147629","0.928723230937207"
"Public health insurance","2003","Couple + C. LE 16 ","3673","0.873398125364392","0.863558230237492","0.883238020491292"
"Public health insurance","2003","Couple + C. GT 16 ","3346","0.887880674394946","0.878046287303441","0.897715061486452"
"Public health insurance","2003","Couple + C. LE and GT 16","1579","0.901715530909745","0.888113103952481","0.915317957867009"
"Private health insurance","2003","1-pers.-HH","369","0.111345986148042","0.100070996981078","0.122620975315006"
"Private health insurance","2003","(Married) couple without C. ","1074","0.107620330493821","0.100525406871088","0.114715254116554"
"Private health insurance","2003","Single parent ","92","0.0827161804129102","0.0665914528003068","0.0988409080255135"
"Private health insurance","2003","Couple + C. LE 16 ","693","0.121533770294204","0.111864909785405","0.131202630803003"
"Private health insurance","2003","Couple + C. GT 16 ","584","0.107213175710067","0.097569830255475","0.116856521164659"
"Private health insurance","2003","Couple + C. LE and GT 16","251","0.0926764329759375","0.0794267669893776","0.105926098962497"
"Neither","2003","1-pers.-HH","25","","",""
"Neither","2003","(Married) couple without C. ","42","0.00452722741335126","0.00299028859905684","0.00606416622764568"
"Neither","2003","Single parent ","5","","",""
"Neither","2003","Couple + C. LE 16 ","21","","",""
"Neither","2003","Couple + C. GT 16 ","24","","",""
"Neither","2003","Couple + C. LE and GT 16","10","","",""
"Public health insurance","2004","1-pers.-HH","2543","0.891564079633371","0.880243679785669","0.902884479481073"
"Public health insurance","2004","(Married) couple without C. ","6148","0.887525286407589","0.880249554536541","0.894801018278637"
"Public health insurance","2004","Single parent ","998","0.937196343281593","0.922800289051268","0.951592397511917"
"Public health insurance","2004","Couple + C. LE 16 ","3414","0.875605835484973","0.865436572487457","0.885775098482489"
"Public health insurance","2004","Couple + C. GT 16 ","3316","0.893911092376276","0.884239978167803","0.903582206584749"
"Public health insurance","2004","Couple + C. LE and GT 16","1529","0.915103444200149","0.902125785065848","0.92808110333445"
"Private health insurance","2004","1-pers.-HH","355","0.108435920366629","0.0971155205189269","0.119756320214332"
"Private health insurance","2004","(Married) couple without C. ","1096","0.112474713592411","0.105198981721363","0.119750445463459"
"Private health insurance","2004","Single parent ","93","0.0628036567184075","0.0484076024880829","0.0771997109487322"
"Private health insurance","2004","Couple + C. LE 16 ","632","0.124394164515027","0.114224901517511","0.134563427512543"
"Private health insurance","2004","Couple + C. GT 16 ","579","0.106088907623724","0.0964177934152513","0.115760021832197"
"Private health insurance","2004","Couple + C. LE and GT 16","243","0.0848965557998512","0.0719188966655498","0.0978742149341525"
"Neither","2004","1-pers.-HH","","","",""
"Neither","2004","(Married) couple without C. ","","","",""
