"ple0097","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Public health insurance","1999","Schleswig-Holstein","no migration background","250","0.861718496374541","0.822459913341627","0.900977079407455"
"Public health insurance","1999","Schleswig-Holstein","direct migration background","26","","",""
"Public health insurance","1999","Schleswig-Holstein","indirect migration background","6","","",""
"Public health insurance","1999","Hamburg","no migration background","98","0.892101114333752","0.833315410427609","0.950886818239895"
"Public health insurance","1999","Hamburg","direct migration background","21","","",""
"Public health insurance","1999","Hamburg","indirect migration background","9","","",""
"Public health insurance","1999","Lower Saxony","no migration background","821","0.877903667753917","0.857051661704684","0.898755673803151"
"Public health insurance","1999","Lower Saxony","direct migration background","172","0.935010172641567","0.898796802015159","0.971223543267976"
"Public health insurance","1999","Lower Saxony","indirect migration background","50","0.982285595683583","0.946082545093174","1.01848864627399"
"Public health insurance","1999","Bremen","no migration background","67","0.969428998768275","0.92938552446057","1.00947247307598"
"Public health insurance","1999","Bremen","direct migration background","13","","",""
"Public health insurance","1999","Bremen","indirect migration background","4","","",""
"Public health insurance","1999","North Rhine-Westphalia","no migration background","1681","0.85280670826924","0.837204891755699","0.868408524782781"
"Public health insurance","1999","North Rhine-Westphalia","direct migration background","549","0.961839289719195","0.946027973643353","0.977650605795037"
"Public health insurance","1999","North Rhine-Westphalia","indirect migration background","158","0.924230898194366","0.884333823857145","0.964127972531586"
"Public health insurance","1999","Hesse","no migration background","527","0.849373777009676","0.821012407162194","0.877735146857157"
"Public health insurance","1999","Hesse","direct migration background","219","0.906801658204151","0.869231379349361","0.944371937058942"
"Public health insurance","1999","Hesse","indirect migration background","58","0.973702900230669","0.933213660259554","1.01419214020178"
"Public health insurance","1999","Rhineland-Palatinate,Saarland","no migration background","518","0.84291844135729","0.813923263146465","0.871913619568115"
"Public health insurance","1999","Rhineland-Palatinate,Saarland","direct migration background","148","0.978634967025961","0.955571650165143","1.00169828388678"
"Public health insurance","1999","Rhineland-Palatinate,Saarland","indirect migration background","18","","",""
"Public health insurance","1999","Baden-Württemberg","no migration background","878","0.87256887997888","0.852105111428357","0.893032648529403"
"Public health insurance","1999","Baden-Württemberg","direct migration background","543","0.942326811116531","0.922984037538852","0.96166958469421"
"Public health insurance","1999","Baden-Württemberg","indirect migration background","155","0.93693814430248","0.899736254644955","0.974140033960004"
"Public health insurance","1999","Bavaria","no migration background","1193","0.839773318789372","0.82051735951214","0.859029278066604"
"Public health insurance","1999","Bavaria","direct migration background","303","0.881372933389314","0.846109988352037","0.916635878426592"
"Public health insurance","1999","Bavaria","indirect migration background","82","0.939440011883037","0.889028899275402","0.989851124490672"
"Public health insurance","1999","Berlin","no migration background","387","0.84926599214644","0.816060635298172","0.882471348994708"
"Public health insurance","1999","Berlin","direct migration background","47","0.988227276248596","0.95771361170847","1.01874094078872"
"Public health insurance","1999","Berlin","indirect migration background","20","","",""
"Public health insurance","1999","Brandenburg","no migration background","559","0.950477100291561","0.932881036433711","0.96807316414941"
