"ple0097","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence"
"Public health insurance","1999","Full Time","West Germany","3514","0.826010353423938","0.814468045236751","0.837552661611126"
"Public health insurance","1999","Full Time","East Germany","1572","0.919006603090613","0.906060391509143","0.931952814672083"
"Public health insurance","1999","Part Time","West Germany","2035","0.898132012974536","0.885589185255186","0.910674840693887"
"Public health insurance","1999","Part Time","East Germany","684","0.939211830808873","0.921685528674515","0.95673813294323"
"Public health insurance","1999","Not Working","West Germany","3264","0.900000746597989","0.89017636746726","0.909825125728717"
"Public health insurance","1999","Not Working","East Germany","1366","0.992309807675101","0.987705872038824","0.996913743311377"
"Private health insurance","1999","Full Time","West Germany","573","0.160426323245939","0.149252406285365","0.171600240206512"
"Private health insurance","1999","Full Time","East Germany","123","0.07288018006851","0.0605454051544984","0.0852149549825215"
"Private health insurance","1999","Part Time","West Germany","185","0.0941489874009734","0.0820390270728935","0.106258947729053"
"Private health insurance","1999","Part Time","East Germany","25","","",""
"Private health insurance","1999","Not Working","West Germany","298","0.0941360488727295","0.0845730353071076","0.103699062438351"
"Private health insurance","1999","Not Working","East Germany","12","","",""
"Neither","1999","Full Time","West Germany","57","0.013563323330123","0.0100415947585729","0.017085051901673"
"Neither","1999","Full Time","East Germany","11","","",""
"Neither","1999","Part Time","West Germany","14","","",""
"Neither","1999","Part Time","East Germany","5","","",""
"Neither","1999","Not Working","West Germany","20","","",""
"Neither","1999","Not Working","East Germany","5","","",""
"Public health insurance","2000","Full Time","West Germany","6260","0.829353170817043","0.820852708160824","0.837853633473261"
"Public health insurance","2000","Full Time","East Germany","2310","0.898261828819572","0.886556005520668","0.909967652118476"
"Public health insurance","2000","Part Time","West Germany","3629","0.900558045432615","0.891307320965408","0.909808769899823"
"Public health insurance","2000","Part Time","East Germany","1043","0.975686079458057","0.96646603003034","0.984906128885773"
"Public health insurance","2000","Not Working","West Germany","6123","0.895095704417019","0.887825809463112","0.902365599370926"
"Public health insurance","2000","Not Working","East Germany","2201","0.988222561529633","0.983749940188715","0.992695182870552"
"Private health insurance","2000","Full Time","West Germany","1212","0.164290849880146","0.155918295744082","0.172663404016211"
"Private health insurance","2000","Full Time","East Germany","241","0.0983827083766781","0.0868500605151302","0.109915356238226"
"Private health insurance","2000","Part Time","West Germany","366","0.092019899494112","0.0830844972672345","0.100955301720989"
"Private health insurance","2000","Part Time","East Germany","28","","",""
"Private health insurance","2000","Not Working","West Germany","658","0.0988184055906374","0.0917385917074262","0.105898219473849"
"Private health insurance","2000","Not Working","East Germany","26","","",""
"Neither","2000","Full Time","West Germany","52","0.00635597930281087","0.00456029351041044","0.0081516650952113"
"Neither","2000","Full Time","East Germany","11","","",""
"Neither","2000","Part Time","West Germany","25","","",""
"Neither","2000","Part Time","East Germany","1","","",""
"Neither","2000","Not Working","West Germany","44","0.00608588999234326","0.0042407333535851","0.00793104663110142"
"Neither","2000","Not Working","East Germany","8","","",""
"Public health insurance","2001","Full Time","West Germany","5596","0.825588528327893","0.816533407061106","0.83464364959468"
"Public health insurance","2001","Full Time","East Germany","2106","0.895437412335233","0.883034273167372","0.907840551503094"
"Public health insurance","2001","Part Time","West Germany","3462","0.899712201819278","0.890199047156533","0.909225356482022"
"Public health insurance","2001","Part Time","East Germany","967","0.945476238436499","0.931452895004246","0.959499581868753"
"Public health insurance","2001","Not Working","West Germany","5369","0.891541084386816","0.88368334742147","0.899398821352162"
