"ple0097","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Public health insurance","1999","no migration background","(0) in school","185","0.73995195232396","0.683383973705336","0.796519930942584"
"Public health insurance","1999","no migration background","(1a) inadequately completed","75","0.970153830167671","0.932390925350198","1.00791673498514"
"Public health insurance","1999","no migration background","(1b) general elementary school","1204","0.959491542060329","0.948571121664048","0.970411962456609"
"Public health insurance","1999","no migration background","(1c) basic vocational qualification","3204","0.923811923344606","0.914941245647167","0.932682601042045"
"Public health insurance","1999","no migration background","(2b) intermediate general qualification","394","0.930173918205753","0.905829580808477","0.954518255603028"
"Public health insurance","1999","no migration background","(2a) intermediate vocational","2436","0.885016627089443","0.872997375336636","0.897035878842249"
"Public health insurance","1999","no migration background","(2c_gen) general maturity certificate","263","0.800258953329254","0.756991622860083","0.843526283798425"
"Public health insurance","1999","no migration background","(2c_voc) vocational maturity certificate","411","0.791231242779842","0.755783640138721","0.826678845420964"
"Public health insurance","1999","no migration background","(3a) lower tertiary education","756","0.812198836710098","0.786568991433024","0.837828681987173"
"Public health insurance","1999","no migration background","(3b) higher tertiary education","593","0.631876290730759","0.599865030401064","0.663887551060455"
"Public health insurance","1999","direct migration background","(0) in school","24","","",""
"Public health insurance","1999","direct migration background","(1a) inadequately completed","381","0.985378810985471","0.973404586548187","0.997353035422755"
"Public health insurance","1999","direct migration background","(1b) general elementary school","567","0.98220534510109","0.971399466099408","0.993011224102772"
"Public health insurance","1999","direct migration background","(1c) basic vocational qualification","561","0.963341372210801","0.947967957136266","0.978714787285336"
"Public health insurance","1999","direct migration background","(2b) intermediate general qualification","41","0.96685590600733","0.91335048121159","1.02036133080307"
"Public health insurance","1999","direct migration background","(2a) intermediate vocational","81","0.843969602783222","0.768998336573198","0.918940868993246"
"Public health insurance","1999","direct migration background","(2c_gen) general maturity certificate","97","0.925998321545834","0.8746916340997","0.977305008991967"
"Public health insurance","1999","direct migration background","(2c_voc) vocational maturity certificate","134","0.908783609952748","0.861428090795488","0.956139129110007"
"Public health insurance","1999","direct migration background","(3a) lower tertiary education","45","0.816432178603176","0.711210614601782","0.92165374260457"
"Public health insurance","1999","direct migration background","(3b) higher tertiary education","114","0.828779531532422","0.763773959442186","0.893785103622658"
"Public health insurance","1999","indirect migration background","(0) in school","62","0.96959582573334","0.927855735094081","1.0113359163726"
"Public health insurance","1999","indirect migration background","(1a) inadequately completed","12","","",""
"Public health insurance","1999","indirect migration background","(1b) general elementary school","128","0.986200426664033","0.96622353724332","1.00617731608475"
"Public health insurance","1999","indirect migration background","(1c) basic vocational qualification","97","0.981858484042896","0.955830014042579","1.00788695404321"
"Public health insurance","1999","indirect migration background","(2b) intermediate general qualification","71","0.959947716443296","0.914655948468336","1.00523948441826"
"Public health insurance","1999","indirect migration background","(2a) intermediate vocational","58","0.913373066211685","0.84278460002591","0.983961532397459"
"Public health insurance","1999","indirect migration background","(2c_gen) general maturity certificate","46","0.897080528267392","0.813687932525944","0.980473124008839"
"Public health insurance","1999","indirect migration background","(2c_voc) vocational maturity certificate","24","","",""
"Public health insurance","1999","indirect migration background","(3a) lower tertiary education","7","","",""
"Public health insurance","1999","indirect migration background","(3b) higher tertiary education","14","","",""
"Private health insurance","1999","no migration background","(0) in school","45","0.257040648123601","0.200686546382012","0.31339474986519"
"Private health insurance","1999","no migration background","(1a) inadequately completed","3","","",""
"Private health insurance","1999","no migration background","(1b) general elementary school","43","0.0365405315103982","0.0261473124462408","0.0469337505745555"
