"ple0097","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Neither","1999","Urban Area","West Germany","64","0.00858874497241284","0.00653260077378587","0.0106448891710398","3"
"Neither","1999","Urban Area","East Germany","8","","","","3"
"Neither","1999","Rural Area","West Germany","27","","","","3"
"Neither","1999","Rural Area","East Germany","13","","","","3"
"Private health insurance","1999","Urban Area","West Germany","835","0.122458247905713","0.115153761121897","0.129762734689529","2"
"Private health insurance","1999","Urban Area","East Germany","67","0.0493630698348489","0.0375783526195304","0.0611477870501675","2"
"Private health insurance","1999","Rural Area","West Germany","221","0.110192620851009","0.0971758692443896","0.123209372457629","2"
"Private health insurance","1999","Rural Area","East Germany","93","0.0349974373758571","0.027800850345903","0.0421940244058112","2"
"Public health insurance","1999","Urban Area","West Germany","6838","0.868953007121874","0.861433775419133","0.876472238824615","1"
"Public health insurance","1999","Urban Area","East Germany","1223","0.946261524984419","0.93399394199162","0.958529107977218","1"
"Public health insurance","1999","Rural Area","West Germany","1975","0.878354564658721","0.864766387530773","0.891942741786668","1"
"Public health insurance","1999","Rural Area","East Germany","2399","0.9588443531318","0.951065187840468","0.966623518423132","1"
"Neither","2000","Urban Area","West Germany","86","0.00626467996576517","0.00495835314881118","0.00757100678271915","3"
"Neither","2000","Urban Area","East Germany","8","","","","3"
"Neither","2000","Rural Area","West Germany","35","0.00716933346170864","0.00466362238186417","0.00967504454155311","3"
"Neither","2000","Rural Area","East Germany","12","","","","3"
"Private health insurance","2000","Urban Area","West Germany","1730","0.126016075643952","0.12052153067533","0.131510620612575","2"
"Private health insurance","2000","Urban Area","East Germany","127","0.0615243256242458","0.0507929624990424","0.0722556887494493","2"
"Private health insurance","2000","Rural Area","West Germany","506","0.115013286114112","0.105537911418263","0.124488660809961","2"
"Private health insurance","2000","Rural Area","East Germany","169","0.0398499954251192","0.0337460833468433","0.045953907503395","2"
"Public health insurance","2000","Urban Area","West Germany","12198","0.867719244390282","0.862109991987549","0.873328496793016","1"
"Public health insurance","2000","Urban Area","East Germany","1791","0.935040803608731","0.924034143561557","0.946047463655906","1"
"Public health insurance","2000","Rural Area","West Germany","3814","0.877817380424179","0.868090785822752","0.887543975025606","1"
"Public health insurance","2000","Rural Area","East Germany","3764","0.957900430704568","0.951633951570707","0.964166909838428","1"
"Neither","2001","Urban Area","West Germany","82","0.0072611697737965","0.00578478808977568","0.00873755145781733","3"
"Neither","2001","Urban Area","East Germany","4","","","","3"
"Neither","2001","Rural Area","West Germany","25","","","","3"
"Neither","2001","Rural Area","East Germany","20","","","","3"
"Private health insurance","2001","Urban Area","West Germany","1625","0.131003616353592","0.125136449010809","0.136870783696375","2"
"Private health insurance","2001","Urban Area","East Germany","111","0.063440960661714","0.0522423317854209","0.074639589538007","2"
"Private health insurance","2001","Rural Area","West Germany","433","0.108119860889239","0.0983589365032983","0.117880785275181","2"
"Private health insurance","2001","Rural Area","East Germany","168","0.0440185230280568","0.037359020369348","0.0506780256867656","2"
"Public health insurance","2001","Urban Area","West Germany","10997","0.861735213872612","0.855732874294069","0.867737553451154","1"
"Public health insurance","2001","Urban Area","East Germany","1705","0.93512294087438","0.923806956729127","0.946438925019633","1"
"Public health insurance","2001","Rural Area","West Germany","3430","0.885335048988096","0.875319975587195","0.895350122388997","1"
"Public health insurance","2001","Rural Area","East Germany","3457","0.948073950833328","0.940870956520728","0.955276945145928","1"
"Neither","2002","Urban Area","West Germany","65","0.00419894253674151","0.00311329641373489","0.00528458865974814","3"
"Neither","2002","Urban Area","East Germany","4","","","","3"
"Neither","2002","Rural Area","West Germany","32","0.00536644692933341","0.00311859840591076","0.00761429545275606","3"
"Neither","2002","Rural Area","East Germany","16","","","","3"
"Private health insurance","2002","Urban Area","West Germany","2311","0.124867475725747","0.119317467752367","0.130417483699126","2"
"Private health insurance","2002","Urban Area","East Germany","166","0.0691007398541043","0.0575309643025497","0.0806705154056588","2"
"Private health insurance","2002","Rural Area","West Germany","617","0.110762488502082","0.101106487342693","0.120418489661471","2"
"Private health insurance","2002","Rural Area","East Germany","203","0.0379503347640396","0.031718141697894","0.0441825278301852","2"
"Public health insurance","2002","Urban Area","West Germany","11252","0.870933581737512","0.865304582680902","0.876562580794121","1"
"Public health insurance","2002","Urban Area","East Germany","1676","0.927552388891227","0.915727052559885","0.939377725222568","1"
"Public health insurance","2002","Rural Area","West Germany","3409","0.883871064568584","0.874013792346331","0.893728336790838","1"
"Public health insurance","2002","Rural Area","East Germany","3392","0.957023009460936","0.950408257907447","0.963637761014425","1"
"Neither","2003","Urban Area","West Germany","76","0.00546885422299659","0.00420517981257029","0.00673252863342289","3"
"Neither","2003","Urban Area","East Germany","7","","","","3"
"Neither","2003","Rural Area","West Germany","32","0.00854489967423397","0.00562379071791991","0.011466008630548","3"
"Neither","2003","Rural Area","East Germany","14","","","","3"
"Private health insurance","2003","Urban Area","West Germany","2188","0.12413489717618","0.118484963116053","0.129784831236308","2"
"Private health insurance","2003","Urban Area","East Germany","160","0.0694996583672783","0.0578674718866375","0.0811318448479191","2"
"Private health insurance","2003","Rural Area","West Germany","556","0.10623885693956","0.0964595027427072","0.116018211136413","2"
"Private health insurance","2003","Rural Area","East Germany","219","0.0437286669895177","0.036985716668554","0.0504716173104814","2"
"Public health insurance","2003","Urban Area","West Germany","10820","0.870396248600823","0.864641251425741","0.876151245775905","1"
"Public health insurance","2003","Urban Area","East Germany","1669","0.92628068765976","0.914327776406825","0.938233598912695","1"
"Public health insurance","2003","Rural Area","West Germany","3226","0.885216243386206","0.87509992123283","0.895332565539582","1"
"Public health insurance","2003","Rural Area","East Germany","3300","0.951963250340099","0.944911885743932","0.959014614936265","1"
"Neither","2004","Urban Area","West Germany","","","","","3"
"Neither","2004","Urban Area","East Germany","","","","","3"
"Neither","2004","Rural Area","West Germany","","","","","3"
"Neither","2004","Rural Area","East Germany","","","","","3"
"Private health insurance","2004","Urban Area","West Germany","2131","0.12258051574962","0.116851673896909","0.128309357602331","2"
"Private health insurance","2004","Urban Area","East Germany","162","0.0690469959242291","0.0574150351343942","0.080678956714064","2"
"Private health insurance","2004","Rural Area","West Germany","545","0.110904276414891","0.100832424280858","0.120976128548924","2"
"Private health insurance","2004","Rural Area","East Germany","216","0.0433398975133988","0.0364975723753567","0.050182222651441","2"
"Public health insurance","2004","Urban Area","West Germany","10458","0.87741948425038","0.87169064239767","0.883148326103091","1"
"Public health insurance","2004","Urban Area","East Germany","1663","0.930953004075771","0.919321043285936","0.942584964865606","1"
"Public health insurance","2004","Rural Area","West Germany","3189","0.889095723585109","0.879023871451076","0.899167575719142","1"
"Public health insurance","2004","Rural Area","East Germany","3186","0.956660102486601","0.949817777348559","0.963502427624643","1"
"Neither","2005","Urban Area","West Germany","","","","","3"
"Neither","2005","Urban Area","East Germany","","","","","3"
"Neither","2005","Rural Area","West Germany","","","","","3"
"Neither","2005","Rural Area","East Germany","","","","","3"
"Private health insurance","2005","Urban Area","West Germany","2053","0.123811999459612","0.117924869454749","0.129699129464474","2"
"Private health insurance","2005","Urban Area","East Germany","153","0.0667720659560619","0.0550931965425157","0.0784509353696081","2"
"Private health insurance","2005","Rural Area","West Germany","512","0.11535394398167","0.104829266252383","0.125878621710957","2"
"Private health insurance","2005","Rural Area","East Germany","199","0.0434763569027139","0.0364610243898975","0.0504916894155302","2"
"Public health insurance","2005","Urban Area","West Germany","9971","0.876188000540388","0.870300870535526","0.882075130545251","1"
"Public health insurance","2005","Urban Area","East Germany","1602","0.933227934043938","0.921549064630392","0.944906803457484","1"
"Public health insurance","2005","Rural Area","West Germany","3027","0.88464605601833","0.874121378289043","0.895170733747617","1"
"Public health insurance","2005","Rural Area","East Germany","3047","0.956523643097286","0.94950831058447","0.963538975610102","1"
"Neither","2006","Urban Area","West Germany","","","","","3"
"Neither","2006","Urban Area","East Germany","","","","","3"
"Neither","2006","Rural Area","West Germany","","","","","3"
"Neither","2006","Rural Area","East Germany","","","","","3"
"Private health insurance","2006","Urban Area","West Germany","2196","0.128724379995974","0.122907260820386","0.134541499171562","2"
"Private health insurance","2006","Urban Area","East Germany","149","0.0630253597036865","0.0518363776011155","0.0742143418062575","2"
