"ple0097","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence","value"
"Neither","1999","Hamburg","Not Employed","","","","","3"
"Neither","1999","Schleswig-Holstein","Employed","6","","","","3"
"Neither","1999","Brandenburg","Employed","3","","","","3"
"Neither","1999","Hesse","Not Employed","1","","","","3"
"Neither","1999","Hesse","Employed","2","","","","3"
"Neither","1999","Schleswig-Holstein","Not Employed","3","","","","3"
"Neither","1999","Rhineland-Palatinate,Saarland","Employed","4","","","","3"
"Neither","1999","Baden-Württemberg","Employed","11","","","","3"
"Neither","1999","Bavaria","Employed","10","","","","3"
"Neither","1999","Brandenburg","Not Employed","1","","","","3"
"Neither","1999","Berlin","Employed","2","","","","3"
"Neither","1999","Bavaria","Not Employed","7","","","","3"
"Neither","1999","Berlin","Not Employed","","","","","3"
"Neither","1999","Lower Saxony","Not Employed","2","","","","3"
"Neither","1999","Lower Saxony","Employed","15","","","","3"
"Neither","1999","Bremen","Not Employed","","","","","3"
"Neither","1999","Bremen","Employed","2","","","","3"
"Neither","1999","North Rhine-Westphalia","Not Employed","3","","","","3"
"Neither","1999","North Rhine-Westphalia","Employed","18","","","","3"
"Neither","1999","Rhineland-Palatinate,Saarland","Not Employed","2","","","","3"
"Neither","1999","Hamburg","Employed","1","","","","3"
"Neither","1999","Baden-Württemberg","Not Employed","2","","","","3"
"Neither","1999","Mecklenburg-Western Pomerania","Not Employed","1","","","","3"
"Neither","1999","Mecklenburg-Western Pomerania","Employed","2","","","","3"
"Neither","1999","Saxony","Not Employed","2","","","","3"
"Neither","1999","Saxony","Employed","7","","","","3"
"Neither","1999","Saxony-Anhalt","Not Employed","","","","","3"
"Neither","1999","Saxony-Anhalt","Employed","1","","","","3"
"Neither","1999","Thuringia","Not Employed","1","","","","3"
"Neither","1999","Thuringia","Employed","3","","","","3"
"Private health insurance","1999","Saxony-Anhalt","Employed","22","","","","2"
"Private health insurance","1999","Thuringia","Not Employed","2","","","","2"
"Private health insurance","1999","North Rhine-Westphalia","Not Employed","81","0.0920850468602019","0.0740279837081068","0.110142110012297","2"
"Private health insurance","1999","Mecklenburg-Western Pomerania","Not Employed","1","","","","2"
"Private health insurance","1999","Hesse","Employed","70","0.160664920725688","0.130438635176124","0.190891206275251","2"
"Private health insurance","1999","Schleswig-Holstein","Not Employed","10","","","","2"
"Private health insurance","1999","Schleswig-Holstein","Employed","29","","","","2"
"Private health insurance","1999","Bavaria","Not Employed","55","0.112154620844781","0.0871540666990689","0.137155174990493","2"
"Private health insurance","1999","Bavaria","Employed","153","0.161734200816607","0.140822757093534","0.182645644539681","2"
"Private health insurance","1999","Bremen","Employed","2","","","","2"
"Private health insurance","1999","Brandenburg","Employed","19","","","","2"
"Private health insurance","1999","Hesse","Not Employed","24","","","","2"
"Private health insurance","1999","Saxony","Employed","39","0.0570847275231168","0.0404917462219506","0.0736777088242831","2"
"Private health insurance","1999","Rhineland-Palatinate,Saarland","Not Employed","33","0.134486994548126","0.0960081907325285","0.172965798363724","2"
"Private health insurance","1999","Thuringia","Employed","24","","","","2"
"Private health insurance","1999","Berlin","Employed","48","0.183046163975214","0.141068490490109","0.22502383746032","2"
"Private health insurance","1999","Brandenburg","Not Employed","2","","","","2"
"Private health insurance","1999","Saxony-Anhalt","Not Employed","3","","","","2"
"Private health insurance","1999","Hamburg","Not Employed","1","","","","2"
"Private health insurance","1999","Hamburg","Employed","10","","","","2"
"Private health insurance","1999","Lower Saxony","Not Employed","34","0.0772839395968028","0.051435470372894","0.103132408820712","2"
"Private health insurance","1999","Lower Saxony","Employed","82","0.105131910158979","0.0834108761919611","0.126852944125996","2"
"Private health insurance","1999","Bremen","Not Employed","1","","","","2"
"Private health insurance","1999","North Rhine-Westphalia","Employed","224","0.141503188232004","0.125074493863949","0.157931882600059","2"
"Private health insurance","1999","Mecklenburg-Western Pomerania","Employed","28","","","","2"
"Private health insurance","1999","Saxony","Not Employed","3","","","","2"
"Private health insurance","1999","Rhineland-Palatinate,Saarland","Employed","51","0.124261635773902","0.0945016435980311","0.154021627949773","2"
"Private health insurance","1999","Baden-Württemberg","Not Employed","48","0.091508071111474","0.0689394743074362","0.114076667915512","2"
"Private health insurance","1999","Baden-Württemberg","Employed","105","0.107259562233753","0.0890964079940873","0.125422716473419","2"
"Private health insurance","1999","Berlin","Not Employed","12","","","","2"
