"ple0097","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"Public health insurance","1999","16-34 y.","no migration background","3092","0.889631137660116","0.879135484186129","0.900126791134104"
"Public health insurance","1999","16-34 y.","direct migration background","621","0.95281043274621","0.936369596216689","0.969251269275732"
"Public health insurance","1999","16-34 y.","indirect migration background","524","0.94963423731406","0.931406556511706","0.967861918116414"
"Public health insurance","1999","35-65 y.","no migration background","5159","0.855295886303507","0.846341084125153","0.864250688481861"
"Public health insurance","1999","35-65 y.","direct migration background","1285","0.928706871787939","0.914888427761315","0.942525315814563"
"Public health insurance","1999","35-65 y.","indirect migration background","50","0.982293788411437","0.946448676308613","1.01813890051426"
"Public health insurance","1999","66 and older","no migration background","1456","0.91544722671244","0.901707174057723","0.929187279367158"
"Public health insurance","1999","66 and older","direct migration background","242","0.939082292882408","0.909551750697815","0.968612835067001"
"Public health insurance","1999","66 and older","indirect migration background","6","","",""
"Private health insurance","1999","16-34 y.","no migration background","292","0.0968159273756549","0.0869111948260453","0.106720659925265"
"Private health insurance","1999","16-34 y.","direct migration background","16","","",""
"Private health insurance","1999","16-34 y.","indirect migration background","22","","",""
"Private health insurance","1999","35-65 y.","no migration background","719","0.135575349208827","0.126861474658603","0.14428922375905"
"Private health insurance","1999","35-65 y.","direct migration background","42","0.0666253371723035","0.0532333910855753","0.0800172832590317"
"Private health insurance","1999","35-65 y.","indirect migration background","2","","",""
"Private health insurance","1999","66 and older","no migration background","116","0.0827563080024187","0.0691496730793189","0.0963629429255185"
"Private health insurance","1999","66 and older","direct migration background","7","","",""
"Private health insurance","1999","66 and older","indirect migration background","","","",""
"Neither","1999","16-34 y.","no migration background","40","0.0135529349642285","0.00968004834773223","0.0174258215807248"
"Neither","1999","16-34 y.","direct migration background","2","","",""
"Neither","1999","16-34 y.","indirect migration background","7","","",""
"Neither","1999","35-65 y.","no migration background","51","0.0091287644876668","0.0067078916485118","0.0115496373268218"
"Neither","1999","35-65 y.","direct migration background","5","","",""
"Neither","1999","35-65 y.","indirect migration background","","","",""
"Neither","1999","66 and older","no migration background","3","","",""
"Neither","1999","66 and older","direct migration background","3","","",""
"Neither","1999","66 and older","indirect migration background","1","","",""
"Public health insurance","2000","16-34 y.","no migration background","4840","0.884272311975079","0.875761326837873","0.892783297112285"
"Public health insurance","2000","16-34 y.","direct migration background","948","0.950057646638985","0.93650257755285","0.96361271572512"
"Public health insurance","2000","16-34 y.","indirect migration background","682","0.949418121044323","0.933366539952495","0.965469702136151"
"Public health insurance","2000","35-65 y.","no migration background","9772","0.856972360136654","0.850539151955565","0.863405568317743"
"Public health insurance","2000","35-65 y.","direct migration background","1892","0.93014397206214","0.918944473337753","0.941343470786526"
"Public health insurance","2000","35-65 y.","indirect migration background","88","0.914086819437741","0.858318719775106","0.969854919100376"
"Public health insurance","2000","66 and older","no migration background","2985","0.912555889213872","0.902858958110229","0.922252820317514"
"Public health insurance","2000","66 and older","direct migration background","343","0.939933466004382","0.915422561789891","0.964444370218872"
"Public health insurance","2000","66 and older","indirect migration background","16","","",""
"Private health insurance","2000","16-34 y.","no migration background","541","0.10782969857568","0.0995776598573836","0.116081737293976"
"Private health insurance","2000","16-34 y.","direct migration background","34","0.0394081836675573","0.0273006717434684","0.0515156955916463"
"Private health insurance","2000","16-34 y.","indirect migration background","28","","",""
"Private health insurance","2000","35-65 y.","no migration background","1545","0.137759010240303","0.131426023900143","0.144091996580462"
"Private health insurance","2000","35-65 y.","direct migration background","88","0.0627404807120779","0.0520861688763653","0.0733947925477905"
"Private health insurance","2000","35-65 y.","indirect migration background","8","","",""
"Private health insurance","2000","66 and older","no migration background","270","0.0857965472681871","0.0761827352724535","0.0954103592639207"
"Private health insurance","2000","66 and older","direct migration background","16","","",""
"Private health insurance","2000","66 and older","indirect migration background","1","","",""
"Neither","2000","16-34 y.","no migration background","46","0.00789798944924133","0.00554291511381386","0.0102530637846688"
"Neither","2000","16-34 y.","direct migration background","10","","",""
"Neither","2000","16-34 y.","indirect migration background","6","","",""
"Neither","2000","35-65 y.","no migration background","60","0.00526862962304381","0.00393837139509153","0.0065988878509961"
"Neither","2000","35-65 y.","direct migration background","10","","",""
"Neither","2000","35-65 y.","indirect migration background","1","","",""
"Neither","2000","66 and older","no migration background","5","","",""
"Neither","2000","66 and older","direct migration background","2","","",""
"Neither","2000","66 and older","indirect migration background","1","","",""
"Public health insurance","2001","16-34 y.","no migration background","4278","0.8818150823493","0.872690023976792","0.890940140721809"
"Public health insurance","2001","16-34 y.","direct migration background","800","0.953066356824223","0.93872109244783","0.967411621200616"
"Public health insurance","2001","16-34 y.","indirect migration background","615","0.928919313086278","0.909240801570917","0.94859782460164"
"Public health insurance","2001","35-65 y.","no migration background","8971","0.853756870131271","0.846979177253697","0.860534563008846"
"Public health insurance","2001","35-65 y.","direct migration background","1672","0.921315711870594","0.908768927814698","0.93386249592649"
"Public health insurance","2001","35-65 y.","indirect migration background","98","0.936953910205428","0.89024286195562","0.983664958455235"
"Public health insurance","2001","66 and older","no migration background","2813","0.907879946151354","0.897676627890157","0.91808326441255"
"Public health insurance","2001","66 and older","direct migration background","326","0.949795539913084","0.92661854556196","0.972972534264207"
