"ple0097","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Neither","1999","Employed","higher vocational","10","","","","3"
"Neither","1999","Employed","higher education","13","","","","3"
"Neither","1999","Employed","vocational + Abi","4","","","","3"
"Neither","1999","Employed","middle vocational","51","0.0129267722354725","0.00966814317886121","0.0161854012920838","3"
"Neither","1999","Employed","general elemantary","6","","","","3"
"Neither","1999","Not Employed","in school","1","","","","3"
"Neither","1999","Not Employed","higher vocational","","","","","3"
"Neither","1999","Employed","in school","","","","","3"
"Neither","1999","Employed","inadequately","","","","","3"
"Neither","1999","Not Employed","inadequately","1","","","","3"
"Neither","1999","Not Employed","higher education","1","","","","3"
"Neither","1999","Not Employed","general elemantary","7","","","","3"
"Neither","1999","Not Employed","middle vocational","14","","","","3"
"Neither","1999","Not Employed","vocational + Abi","1","","","","3"
"Private health insurance","1999","Employed","middle vocational","336","0.0843970756983504","0.0763778492760625","0.0924163021206384","2"
"Private health insurance","1999","Not Employed","in school","36","0.181409352827971","0.135946490412552","0.22687221524339","2"
"Private health insurance","1999","Not Employed","higher vocational","15","","","","2"
"Private health insurance","1999","Not Employed","inadequately","","","","","2"
"Private health insurance","1999","Not Employed","general elemantary","38","0.0326110727579824","0.0228578874499487","0.0423642580660162","2"
"Private health insurance","1999","Not Employed","middle vocational","149","0.0716938350994871","0.0612634418289446","0.0821242283700297","2"
"Private health insurance","1999","Not Employed","vocational + Abi","8","","","","2"
"Private health insurance","1999","Not Employed","higher education","57","0.181920499828323","0.145286708542575","0.21855429111407","2"
"Private health insurance","1999","Employed","in school","13","","","","2"
"Private health insurance","1999","Employed","inadequately","3","","","","2"
"Private health insurance","1999","Employed","general elemantary","38","0.0401222709462084","0.0289534724045615","0.0512910694878553","2"
"Private health insurance","1999","Employed","vocational + Abi","35","0.0938647324896684","0.0653910716135715","0.122338393365765","2"
"Private health insurance","1999","Employed","higher vocational","94","0.1951050745221","0.16413611277871","0.22607403626549","2"
"Private health insurance","1999","Employed","higher education","371","0.288242985647004","0.26565751729806","0.310828453995948","2"
"Public health insurance","1999","Not Employed","in school","239","0.815944297828832","0.770225116592089","0.861663479065574","1"
"Public health insurance","1999","Not Employed","inadequately","226","0.996764679174285","0.989377303939664","1.00415205440891","1"
"Public health insurance","1999","Not Employed","general elemantary","1229","0.963018936068962","0.95265629415438","0.973381577983544","1"
"Public health insurance","1999","Not Employed","middle vocational","2187","0.922125253225511","0.911290788960821","0.932959717490201","1"
"Public health insurance","1999","Not Employed","vocational + Abi","98","0.901310932836996","0.844800576782124","0.957821288891868","1"
"Public health insurance","1999","Not Employed","higher vocational","179","0.883642700224911","0.838521318505805","0.928764081944016","1"
"Public health insurance","1999","Not Employed","higher education","368","0.815596004452072","0.778769033466198","0.852422975437945","1"
"Public health insurance","1999","Employed","in school","32","0.697775677709853","0.563602886686101","0.831948468733605","1"
"Public health insurance","1999","Employed","inadequately","198","0.994719481433569","0.98470015189071","1.00473881097643","1"
"Public health insurance","1999","Employed","general elemantary","1142","0.952642373844241","0.94055406195905","0.964730685729432","1"
"Public health insurance","1999","Employed","middle vocational","4229","0.902676152066177","0.894125665851407","0.911226638280948","1"
"Public health insurance","1999","Employed","vocational + Abi","364","0.89434542180652","0.864333599094638","0.924357244518401","1"
"Public health insurance","1999","Employed","higher vocational","525","0.789469137413621","0.757608956932159","0.821329317895083","1"
"Public health insurance","1999","Employed","higher education","1161","0.704908860342837","0.682166872726961","0.727650847958712","1"
"Neither","2000","Employed","higher vocational","11","","","","3"
"Neither","2000","Employed","higher education","14","","","","3"
"Neither","2000","Employed","middle vocational","52","0.00653973052557991","0.00479042905663573","0.00828903199452408","3"
"Neither","2000","Employed","vocational + Abi","4","","","","3"
"Neither","2000","Employed","in school","","","","","3"
"Neither","2000","Employed","inadequately","1","","","","3"
"Neither","2000","Employed","general elemantary","7","","","","3"
"Neither","2000","Not Employed","in school","2","","","","3"
"Neither","2000","Not Employed","inadequately","3","","","","3"
"Neither","2000","Not Employed","higher vocational","5","","","","3"
"Neither","2000","Not Employed","higher education","6","","","","3"
"Neither","2000","Not Employed","general elemantary","10","","","","3"
"Neither","2000","Not Employed","middle vocational","23","","","","3"
"Neither","2000","Not Employed","vocational + Abi","2","","","","3"
"Private health insurance","2000","Not Employed","in school","70","0.189553639895361","0.151798496620728","0.227308783169994","2"
"Private health insurance","2000","Not Employed","higher vocational","38","0.0810685967924682","0.0575413724316184","0.104595821153318","2"
"Private health insurance","2000","Employed","middle vocational","669","0.0861932321102581","0.0801024473731273","0.0922840168473889","2"
"Private health insurance","2000","Not Employed","inadequately","","","","","2"
"Private health insurance","2000","Not Employed","general elemantary","65","0.0339758687095727","0.0260300558722108","0.0419216815469346","2"
"Private health insurance","2000","Not Employed","middle vocational","322","0.0695334187135234","0.0622684971974885","0.0767983402295583","2"
"Private health insurance","2000","Not Employed","vocational + Abi","30","0.124923777079624","0.0869357191447768","0.162911835014471","2"
