"ple0097","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence"
"Public health insurance","1999","Not Employed","West Germany","3264","0.900000746597989","0.89017636746726","0.909825125728717"
"Public health insurance","1999","Not Employed","East Germany","1366","0.992309807675101","0.987705872038824","0.996913743311377"
"Public health insurance","1999","Employed","West Germany","5549","0.851364990893181","0.842634789057858","0.860095192728504"
"Public health insurance","1999","Employed","East Germany","2256","0.925192539107154","0.914710906670024","0.935674171544284"
"Private health insurance","1999","Not Employed","West Germany","298","0.0941360488727295","0.0845730353071076","0.103699062438351"
"Private health insurance","1999","Not Employed","East Germany","12","","",""
"Private health insurance","1999","Employed","West Germany","758","0.137126279496981","0.128684387313245","0.145568171680718"
"Private health insurance","1999","Employed","East Germany","148","0.0664007318991385","0.0564808365052301","0.0763206272930469"
"Neither","1999","Not Employed","West Germany","20","","",""
"Neither","1999","Not Employed","East Germany","5","","",""
"Neither","1999","Employed","West Germany","71","0.0115087296098376","0.00889111355268722","0.0141263456669879"
"Neither","1999","Employed","East Germany","16","","",""
"Public health insurance","2000","Not Employed","West Germany","6123","0.895095704417019","0.887825809463112","0.902365599370926"
"Public health insurance","2000","Not Employed","East Germany","2201","0.988222561529633","0.983749940188715","0.992695182870552"
"Public health insurance","2000","Employed","West Germany","9889","0.853714516793914","0.847267973844556","0.860161059743272"
"Public health insurance","2000","Employed","East Germany","3353","0.921788853194269","0.913059025285039","0.9305186811035"
"Private health insurance","2000","Not Employed","West Germany","658","0.0988184055906374","0.0917385917074262","0.105898219473849"
"Private health insurance","2000","Not Employed","East Germany","26","","",""
"Private health insurance","2000","Employed","West Germany","1578","0.139564767067181","0.133243313936858","0.145886220197504"
"Private health insurance","2000","Employed","East Germany","269","0.0757063137520696","0.0671057548823324","0.0843068726218068"
"Neither","2000","Not Employed","West Germany","44","0.00608588999234326","0.0042407333535851","0.00793104663110142"
"Neither","2000","Not Employed","East Germany","8","","",""
"Neither","2000","Employed","West Germany","77","0.00672071613890531","0.0052302799151197","0.00821115236269092"
"Neither","2000","Employed","East Germany","12","","",""
"Public health insurance","2001","Not Employed","West Germany","5369","0.891541084386816","0.88368334742147","0.899398821352162"
"Public health insurance","2001","Not Employed","East Germany","2089","0.986700479789755","0.981824175290984","0.991576784288525"
"Public health insurance","2001","Employed","West Germany","9058","0.851872172990361","0.845102106845058","0.858642239135664"
"Public health insurance","2001","Employed","East Germany","3073","0.911095552865831","0.901450741542742","0.92074036418892"
"Private health insurance","2001","Not Employed","West Germany","618","0.102369431574567","0.0947094426787861","0.110029420470348"
"Private health insurance","2001","Not Employed","East Germany","24","","",""
"Private health insurance","2001","Employed","West Germany","1440","0.140400326904326","0.133779388459018","0.147021265349633"
