"ple0097","year","e11102","n","percent","lower_confidence","upper_confidence","value"
"Neither","1999","Not Employed","25","","","","3"
"Neither","1999","Employed","87","0.0109498116403625","0.00877526562866654","0.0131243576520585","3"
"Private health insurance","1999","Not Employed","310","0.0766291907506468","0.0692301800624669","0.0840282014388267","2"
"Private health insurance","1999","Employed","906","0.124382961765886","0.117487018798818","0.131278904732954","2"
"Public health insurance","1999","Not Employed","4630","0.918326798300211","0.910709045350688","0.925944551249733","1"
"Public health insurance","1999","Employed","7805","0.864667226593751","0.85751926677798","0.871815186409523","1"
"Neither","2000","Not Employed","52","0.00542490019247845","0.00391238878293986","0.00693741160201704","3"
"Neither","2000","Employed","89","0.00596251544812535","0.00473773863407702","0.00718729226217368","3"
"Private health insurance","2000","Not Employed","684","0.0805213134364169","0.0749184472444316","0.0861241796284022","2"
"Private health insurance","2000","Employed","1847","0.128080216277544","0.122763786169576","0.133396646385512","2"
"Public health insurance","2000","Not Employed","8324","0.914053786371105","0.908282358897839","0.91982521384437","1"
"Public health insurance","2000","Employed","13242","0.865957268274331","0.860537126049084","0.871377410499577","1"
"Neither","2001","Not Employed","36","0.00564515597307001","0.00401716763015278","0.00727314431598724","3"
"Neither","2001","Employed","95","0.00759840314126272","0.00615589667912454","0.00904090960340091","3"
"Private health insurance","2001","Not Employed","642","0.0832206145921569","0.0772186904781964","0.0892225387061174","2"
"Private health insurance","2001","Employed","1695","0.130060669938839","0.12447300507026","0.135648334807418","2"
"Public health insurance","2001","Not Employed","7458","0.911134229434773","0.904951203646897","0.917317255222649","1"
"Public health insurance","2001","Employed","12131","0.862340926919898","0.856617517764221","0.868064336075575","1"
"Neither","2002","Not Employed","33","0.00396005648935929","0.00260916756784888","0.0053109454108697","3"
"Neither","2002","Employed","84","0.0048045056301281","0.00369198084667151","0.00591703041358468","3"
"Private health insurance","2002","Not Employed","780","0.0785561239218099","0.0727691031745837","0.0843431446690362","2"
"Private health insurance","2002","Employed","2517","0.127458331183664","0.122092854121086","0.132823808246242","2"
"Public health insurance","2002","Not Employed","7490","0.917483819588831","0.911565487407453","0.923402151770208","1"
"Public health insurance","2002","Employed","12239","0.867737163186208","0.862286565141781","0.873187761230635","1"
"Neither","2003","Not Employed","48","0.00637644420189035","0.00465466786956184","0.00809822053421886","3"
"Neither","2003","Employed","81","0.00542688178423925","0.00421238796872577","0.00664137559975274","3"
"Private health insurance","2003","Not Employed","777","0.0777225824132094","0.0719312177630384","0.0835139470633805","2"
"Private health insurance","2003","Employed","2346","0.128063651006962","0.122539607383665","0.133587694630258","2"
"Public health insurance","2003","Not Employed","7385","0.9159009733849","0.909897587533761","0.92190435923604","1"
"Public health insurance","2003","Employed","11630","0.866509467208799","0.860887171837518","0.872131762580081","1"
"Neither","2004","Not Employed","","","","","3"
"Neither","2004","Employed","","","","","3"
"Private health insurance","2004","Not Employed","796","0.074960328548756","0.0692451207141853","0.0806755363833266","2"
"Private health insurance","2004","Employed","2258","0.130349698868724","0.124648002660221","0.136051395077227","2"
"Public health insurance","2004","Not Employed","7359","0.925039671451244","0.919324463616673","0.930754879285815","1"
"Public health insurance","2004","Employed","11137","0.869650301131276","0.863948604922773","0.875351997339779","1"
"Neither","2005","Not Employed","","","","","3"
"Neither","2005","Employed","","","","","3"
"Private health insurance","2005","Not Employed","784","0.0769899416313243","0.0710955372567979","0.0828843460058507","2"
"Private health insurance","2005","Employed","2133","0.130719014867121","0.124857956462144","0.136580073272098","2"
"Public health insurance","2005","Not Employed","7073","0.923010058368676","0.917115653994149","0.928904462743202","1"
"Public health insurance","2005","Employed","10574","0.869280985132879","0.863419926727902","0.875142043537856","1"
"Neither","2006","Not Employed","","","","","3"
"Neither","2006","Employed","","","","","3"
"Private health insurance","2006","Not Employed","890","0.0805174871418311","0.0747412739530962","0.086293700330566","2"
"Private health insurance","2006","Employed","2266","0.136346056239541","0.130531571903548","0.142160540575534","2"
"Public health insurance","2006","Not Employed","7634","0.919482512858169","0.913706299669434","0.925258726046904","1"
"Public health insurance","2006","Employed","11114","0.863653943760459","0.857839459424466","0.869468428096452","1"
"Neither","2007","Not Employed","","","","","3"
"Neither","2007","Employed","","","","","3"
"Private health insurance","2007","Not Employed","857","0.0814901749744696","0.0754716915054823","0.0875086584434568","2"
"Private health insurance","2007","Employed","2078","0.13677203396606","0.130740005905016","0.142804062027105","2"
"Public health insurance","2007","Not Employed","7081","0.91850982502553","0.912491341556543","0.924528308494518","1"
"Public health insurance","2007","Employed","10387","0.86322796603394","0.857195937972895","0.869259994094984","1"
"Neither","2008","Not Employed","","","","","3"
"Neither","2008","Employed","","","","","3"
"Private health insurance","2008","Not Employed","848","0.0837152389310491","0.0774433886151494","0.0899870892469487","2"
