"ple0097","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Neither","1999","Brandenburg","Single parent ","","","","","3"
"Neither","1999","Brandenburg","Couple + C. LE 16 ","","","","","3"
"Neither","1999","Bavaria","Single parent ","1","","","","3"
"Neither","1999","Rhineland-Palatinate,Saarland","1-pers.-HH","1","","","","3"
"Neither","1999","Rhineland-Palatinate,Saarland","(Married) couple without C. ","3","","","","3"
"Neither","1999","Bavaria","1-pers.-HH","1","","","","3"
"Neither","1999","Brandenburg","(Married) couple without C. ","2","","","","3"
"Neither","1999","Bavaria","(Married) couple without C. ","5","","","","3"
"Neither","1999","Hesse","Couple + C. LE and GT 16","","","","","3"
"Neither","1999","Baden-Württemberg","Couple + C. LE and GT 16","","","","","3"
"Neither","1999","Brandenburg","1-pers.-HH","","","","","3"
"Neither","1999","Berlin","Couple + C. LE and GT 16","","","","","3"
"Neither","1999","Hesse","Couple + C. GT 16 ","1","","","","3"
"Neither","1999","Baden-Württemberg","Couple + C. GT 16 ","4","","","","3"
"Neither","1999","Hamburg","Couple + C. LE 16 ","","","","","3"
"Neither","1999","Hamburg","(Married) couple without C. ","","","","","3"
"Neither","1999","Hamburg","Single parent ","","","","","3"
"Neither","1999","Hamburg","Couple + C. GT 16 ","","","","","3"
"Neither","1999","Hamburg","Couple + C. LE and GT 16","1","","","","3"
"Neither","1999","Lower Saxony","1-pers.-HH","2","","","","3"
"Neither","1999","Berlin","Couple + C. GT 16 ","2","","","","3"
"Neither","1999","Bremen","(Married) couple without C. ","","","","","3"
"Neither","1999","Bremen","Couple + C. LE 16 ","","","","","3"
"Neither","1999","Bremen","Couple + C. GT 16 ","","","","","3"
"Neither","1999","Bremen","Couple + C. LE and GT 16","","","","","3"
"Neither","1999","Bremen","Single parent ","","","","","3"
"Neither","1999","North Rhine-Westphalia","(Married) couple without C. ","4","","","","3"
"Neither","1999","North Rhine-Westphalia","Single parent ","1","","","","3"
"Neither","1999","Hesse","(Married) couple without C. ","1","","","","3"
"Neither","1999","North Rhine-Westphalia","1-pers.-HH","3","","","","3"
"Neither","1999","Baden-Württemberg","Couple + C. LE 16 ","4","","","","3"
"Neither","1999","Hesse","Single parent ","","","","","3"
"Neither","1999","Hesse","Couple + C. LE 16 ","1","","","","3"
"Neither","1999","Rhineland-Palatinate,Saarland","Single parent ","","","","","3"
"Neither","1999","Berlin","Couple + C. LE 16 ","","","","","3"
