"year","education","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","college entrance qualification","Ostdeutschland, neue Bundeslaender","5.87","6","1129","4.67","5.33","6.67","7","7","5.82","5.92","2","7","6","6"
"2005","college entrance qualification","Westdeutschland, alte Bundeslaender","5.76","6","4072","4.33","5","6.67","7","7","5.73","5.79","1.33","7","6","6"
"2005","lower secondary degree","Ostdeutschland, neue Bundeslaender","5.94","6","1390","4.67","5.33","6.67","7","7","5.89","5.99","1","7","6","6.33333349227905"
"2005","lower secondary degree","Westdeutschland, alte Bundeslaender","5.97","6.33","5707","4.67","5.33","6.67","7","7","5.95","5.99","1","7","6","6.33333349227905"
"2005","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","5.14","5","167","3.67","4.33","6.33","7","7","4.97","5.31","2","7","5","5.33333349227905"
"2005","no degree/no degree yet","Westdeutschland, alte Bundeslaender","5.33","5.33","736","3.67","4.33","6.33","7","7","5.25","5.41","1","7","5.33333349227905","5.33333349227905"
"2005","Other degree","Ostdeutschland, neue Bundeslaender","5.83","5.67","49","4.33","5","7","7","7","5.52","6.14","3","7","5.66666650772095","6.33333349227905"
"2005","Other degree","Westdeutschland, alte Bundeslaender","5.94","6.33","1072","4.33","5.33","6.67","7","7","5.88","6","1.33","7","6","6.33333349227905"
"2005","secondary school degree","Ostdeutschland, neue Bundeslaender","6.04","6.33","2223","4.67","5.67","6.67","7","7","6.01","6.07","1","7","6.33333349227905","6.33333349227905"
"2005","secondary school degree","Westdeutschland, alte Bundeslaender","5.95","6","3803","4.67","5.33","6.67","7","7","5.92","5.98","1","7","6","6.33333349227905"
"2006","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2006","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2006","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2006","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2006","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2006","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2006","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2006","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2007","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2007","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2007","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2007","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2007","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2007","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2007","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2007","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2008","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2008","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2008","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
"2008","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","","","","",""
"2008","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","","","","",""
