"year","age_gr","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","16-34 y.","(Married) couple without C.","5.83","6","948","4.67","5.33","6.33","7","7","5.78","5.88","2.67","7","6","6"
"2005","16-34 y.","1-pers.-HH","5.62","5.67","696","4.33","5","6.33","7","7","5.55","5.69","1.33","7","5.66666650772095","6"
"2005","16-34 y.","Couple + C. GT 16 ","5.4","5.33","1342","4","4.67","6.33","6.67","7","5.34","5.46","1.33","7","5.33333349227905","5.66666650772095"
"2005","16-34 y.","Couple + C. LE 16","5.9","6","1093","4.67","5.33","6.67","7","7","5.85","5.95","2","7","6","6"
"2005","16-34 y.","Couple + C. LE and GT 16","5.3","5.33","636","3.67","4.33","6.33","6.67","7","5.21","5.39","1","7","5.33333349227905","5.66666650772095"
"2005","16-34 y.","Single parent","5.46","5.67","466","4","4.67","6.33","6.67","7","5.37","5.55","1.33","7","5.33333349227905","5.66666650772095"
"2005","35-65 y.","(Married) couple without C.","6.04","6.33","3735","4.67","5.5","6.67","7","7","6.01","6.07","1","7","6","6.33333349227905"
"2005","35-65 y.","1-pers.-HH","5.93","6","1192","4.67","5.33","6.67","7","7","5.88","5.98","1.33","7","6","6.33333349227905"
"2005","35-65 y.","Couple + C. GT 16 ","6.06","6.33","2141","4.67","5.67","6.67","7","7","6.02","6.1","1","7","6.33333349227905","6.33333349227905"
"2005","35-65 y.","Couple + C. LE 16","5.95","6","2617","4.67","5.33","6.67","7","7","5.92","5.98","1","7","6","6.33333349227905"
"2005","35-65 y.","Couple + C. LE and GT 16","5.98","6","1067","4.67","5.33","6.67","7","7","5.93","6.03","2.67","7","6","6.33333349227905"
"2005","35-65 y.","Single parent","6.11","6.33","577","5","5.67","7","7","7","6.04","6.18","2","7","6","6.33333349227905"
"2005","66 and older","(Married) couple without C.","6","6.33","2354","4.67","5.33","6.67","7","7","5.96","6.04","1","7","6","6.33333349227905"
"2005","66 and older","1-pers.-HH","5.86","6","1080","4.67","5.33","6.67","7","7","5.8","5.92","1","7","6","6.33333349227905"
"2005","66 and older","Couple + C. GT 16 ","5.94","6","166","4.67","5.33","6.67","7","7","5.79","6.09","2.33","7","6","6.33333349227905"
"2005","66 and older","Couple + C. LE 16","","","","","","","","","","","","","",""
"2005","66 and older","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2005","66 and older","Single parent","5.75","6","61","4.33","5","6.67","7","7","5.52","5.98","3.33","7","5.66666650772095","6.33333349227905"
"2006","16-34 y.","(Married) couple without C.","","","","","","","","","","","","","",""
"2006","16-34 y.","1-pers.-HH","","","","","","","","","","","","","",""
"2006","16-34 y.","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2006","16-34 y.","Couple + C. LE 16","","","","","","","","","","","","","",""
"2006","16-34 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2006","16-34 y.","Single parent","","","","","","","","","","","","","",""
"2006","35-65 y.","(Married) couple without C.","","","","","","","","","","","","","",""
"2006","35-65 y.","1-pers.-HH","","","","","","","","","","","","","",""
"2006","35-65 y.","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2006","35-65 y.","Couple + C. LE 16","","","","","","","","","","","","","",""
"2006","35-65 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2006","35-65 y.","Single parent","","","","","","","","","","","","","",""
"2006","66 and older","(Married) couple without C.","","","","","","","","","","","","","",""
"2006","66 and older","1-pers.-HH","","","","","","","","","","","","","",""
"2006","66 and older","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2006","66 and older","Couple + C. LE 16","","","","","","","","","","","","","",""
"2006","66 and older","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2006","66 and older","Single parent","","","","","","","","","","","","","",""
"2007","16-34 y.","(Married) couple without C.","","","","","","","","","","","","","",""
"2007","16-34 y.","1-pers.-HH","","","","","","","","","","","","","",""
"2007","16-34 y.","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2007","16-34 y.","Couple + C. LE 16","","","","","","","","","","","","","",""
"2007","16-34 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2007","16-34 y.","Single parent","","","","","","","","","","","","","",""
"2007","35-65 y.","(Married) couple without C.","","","","","","","","","","","","","",""
"2007","35-65 y.","1-pers.-HH","","","","","","","","","","","","","",""
"2007","35-65 y.","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2007","35-65 y.","Couple + C. LE 16","","","","","","","","","","","","","",""
"2007","35-65 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2007","35-65 y.","Single parent","","","","","","","","","","","","","",""
"2007","66 and older","(Married) couple without C.","","","","","","","","","","","","","",""
"2007","66 and older","1-pers.-HH","","","","","","","","","","","","","",""
"2007","66 and older","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2007","66 and older","Couple + C. LE 16","","","","","","","","","","","","","",""
"2007","66 and older","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2007","66 and older","Single parent","","","","","","","","","","","","","",""
"2008","16-34 y.","(Married) couple without C.","","","","","","","","","","","","","",""
"2008","16-34 y.","1-pers.-HH","","","","","","","","","","","","","",""
"2008","16-34 y.","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2008","16-34 y.","Couple + C. LE 16","","","","","","","","","","","","","",""
"2008","16-34 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2008","16-34 y.","Single parent","","","","","","","","","","","","","",""
"2008","35-65 y.","(Married) couple without C.","","","","","","","","","","","","","",""
"2008","35-65 y.","1-pers.-HH","","","","","","","","","","","","","",""
"2008","35-65 y.","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2008","35-65 y.","Couple + C. LE 16","","","","","","","","","","","","","",""
"2008","35-65 y.","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2008","35-65 y.","Single parent","","","","","","","","","","","","","",""
"2008","66 and older","(Married) couple without C.","","","","","","","","","","","","","",""
"2008","66 and older","1-pers.-HH","","","","","","","","","","","","","",""
"2008","66 and older","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2008","66 and older","Couple + C. LE 16","","","","","","","","","","","","","",""
