"year","age_gr","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","16-34 y.","5.62","5.67","5326","4.33","5","6.33","7","7","5.59","5.65","1","7","5.66666650772095","5.66666650772095"
"2005","35-65 y.","6.01","6.33","11621","4.67","5.33","6.67","7","7","5.99","6.03","1","7","6","6.33333349227905"
"2005","66 and older","5.93","6","3788","4.67","5.33","6.67","7","7","5.9","5.96","1","7","6","6.33333349227905"
"2006","16-34 y.","","","","","","","","","","","","","",""
"2006","35-65 y.","","","","","","","","","","","","","",""
"2006","66 and older","","","","","","","","","","","","","",""
"2007","16-34 y.","","","","","","","","","","","","","",""
"2007","35-65 y.","","","","","","","","","","","","","",""
"2007","66 and older","","","","","","","","","","","","","",""
"2008","16-34 y.","","","","","","","","","","","","","",""
"2008","35-65 y.","","","","","","","","","","","","","",""
"2008","66 and older","","","","","","","","","","","","","",""
"2009","16-34 y.","5.48","5.67","3996","4","4.67","6.33","6.67","7","5.45","5.51","1","7","5.66666650772095","5.66666650772095"
"2009","35-65 y.","5.88","6","9875","4.67","5.33","6.67","7","7","5.86","5.9","1","7","6","6"
"2009","66 and older","5.82","6","4172","4.33","5.33","6.67","7","7","5.79","5.85","1","7","6","6"
"2010","16-34 y.","","","","","","","","","","","","","",""
"2010","35-65 y.","","","","","","","","","","","","","",""
"2010","66 and older","","","","","","","","","","","","","",""
"2011","16-34 y.","","","","","","","","","","","","","",""
"2011","35-65 y.","","","","","","","","","","","","","",""
"2011","66 and older","","","","","","","","","","","","","",""
"2012","16-34 y.","5.66","5.67","2202","4.33","5","6.33","7","7","5.62","5.7","1.33","7","5.66666650772095","6"
"2012","35-65 y.","5.93","6","4905","4.67","5.33","6.67","7","7","5.91","5.95","1","7","6","6"
"2012","66 and older","","","","","","","","","","","","","",""
"2013","16-34 y.","5.5","5.67","3699","4.33","5","6.33","6.67","7","5.47","5.53","1","7","5.66666650772095","5.66666650772095"
"2013","35-65 y.","5.9","6","10237","4.67","5.33","6.67","7","7","5.88","5.92","1","7","6","6"
"2013","66 and older","5.89","6","4958","4.67","5.33","6.67","7","7","5.86","5.92","1.5","7","6","6"
"2014","16-34 y.","","","","","","","","","","","","","",""
"2014","35-65 y.","","","","","","","","","","","","","",""
"2014","66 and older","","","","","","","","","","","","","",""
"2015","16-34 y.","","","","","","","","","","","","","",""
"2015","35-65 y.","","","","","","","","","","","","","",""
"2015","66 and older","","","","","","","","","","","","","",""
"2016","16-34 y.","","","","","","","","","","","","","",""
"2016","35-65 y.","","","","","","","","","","","","","",""
"2016","66 and older","","","","","","","","","","","","","",""
"2017","16-34 y.","5.44","5.67","7587","4","4.67","6.33","6.67","7","5.42","5.46","1","7","5.66666650772095","5.66666650772095"
"2017","35-65 y.","5.82","6","16702","4.67","5.33","6.67","7","7","5.81","5.83","1.33","7","6","6"
"2017","66 and older","5.72","6","5035","4.33","5","6.67","7","7","5.69","5.75","1","7","6","6"
"2018","16-34 y.","","","","","","","","","","","","","",""
"2018","35-65 y.","","","","","","","","","","","","","",""
"2018","66 and older","","","","","","","","","","","","","",""
"2019","16-34 y.","5.49","5.67","5442","4.33","5","6.33","6.67","7","5.46","5.52","1","7","5.66666650772095","5.66666650772095"
"2019","35-65 y.","5.88","6","15155","4.67","5.33","6.67","7","7","5.87","5.89","1","7","6","6"
"2019","66 and older","5.73","6","5220","4.33","5","6.67","7","7","5.7","5.76","1","7","6","6"
