"year","e11102","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","Employed","East Germany","6.02","6.33","2947","4.67","5.67","6.67","7","7","5.99","6.05","1","7","6","6.33333349227905"
"2005","Employed","West Germany","5.95","6","9913","4.67","5.33","6.67","7","7","5.93","5.97","1.33","7","6","6"
"2005","Not Employed","East Germany","5.85","6","2102","4.33","5.33","6.67","7","7","5.81","5.89","1","7","6","6"
"2005","Not Employed","West Germany","5.76","6","5773","4.33","5","6.67","7","7","5.73","5.79","1","7","6","6"
"2006","Employed","East Germany","","","","","","","","","","","","","",""
"2006","Employed","West Germany","","","","","","","","","","","","","",""
"2006","Not Employed","East Germany","","","","","","","","","","","","","",""
"2006","Not Employed","West Germany","","","","","","","","","","","","","",""
"2007","Employed","East Germany","","","","","","","","","","","","","",""
"2007","Employed","West Germany","","","","","","","","","","","","","",""
"2007","Not Employed","East Germany","","","","","","","","","","","","","",""
"2007","Not Employed","West Germany","","","","","","","","","","","","","",""
"2008","Employed","East Germany","","","","","","","","","","","","","",""
"2008","Employed","West Germany","","","","","","","","","","","","","",""
"2008","Not Employed","East Germany","","","","","","","","","","","","","",""
"2008","Not Employed","West Germany","","","","","","","","","","","","","",""
"2009","Employed","East Germany","5.86","6","2692","4.67","5.33","6.67","7","7","5.83","5.89","1","7","6","6"
"2009","Employed","West Germany","5.81","6","8534","4.67","5.33","6.67","7","7","5.79","5.83","1.33","7","6","6"
"2009","Not Employed","East Germany","5.75","6","1863","4.33","5","6.67","7","7","5.7","5.8","1","7","6","6"
"2009","Not Employed","West Germany","5.69","6","4954","4","5","6.67","7","7","5.66","5.72","1","7","5.66666650772095","6"
"2010","Employed","East Germany","","","","","","","","","","","","","",""
"2010","Employed","West Germany","","","","","","","","","","","","","",""
"2010","Not Employed","East Germany","","","","","","","","","","","","","",""
"2010","Not Employed","West Germany","","","","","","","","","","","","","",""
"2011","Employed","East Germany","","","","","","","","","","","","","",""
"2011","Employed","West Germany","","","","","","","","","","","","","",""
"2011","Not Employed","East Germany","","","","","","","","","","","","","",""
"2011","Not Employed","West Germany","","","","","","","","","","","","","",""
"2012","Employed","East Germany","6.02","6.33","999","4.67","5.67","6.67","7","7","5.97","6.07","3","7","6.33333349227905","6.33333349227905"
"2012","Employed","West Germany","5.89","6","4385","4.67","5.33","6.67","7","7","5.86","5.92","1","7","6","6"
"2012","Not Employed","East Germany","5.62","5.67","339","4","5","6.33","7","7","5.51","5.73","2.67","7","5.66666650772095","6"
"2012","Not Employed","West Germany","5.55","5.67","1408","4.33","5","6.33","7","7","5.5","5.6","2.33","7","5.66666650772095","5.66666650772095"
"2013","Employed","East Germany","5.96","6","2603","4.67","5.33","6.67","7","7","5.93","5.99","1.33","7","6","6"
"2013","Employed","West Germany","5.82","6","8971","4.67","5.33","6.67","7","7","5.8","5.84","1","7","6","6"
"2013","Not Employed","East Germany","5.86","6","1867","4.33","5.33","6.67","7","7","5.82","5.9","1","7","6","6"
"2013","Not Employed","West Germany","5.75","6","5453","4.33","5","6.67","7","7","5.72","5.78","1","7","6","6"
"2014","Employed","East Germany","","","","","","","","","","","","","",""
"2014","Employed","West Germany","","","","","","","","","","","","","",""
"2014","Not Employed","East Germany","","","","","","","","","","","","","",""
"2014","Not Employed","West Germany","","","","","","","","","","","","","",""
"2015","Employed","East Germany","","","","","","","","","","","","","",""
"2015","Employed","West Germany","","","","","","","","","","","","","",""
"2015","Not Employed","East Germany","","","","","","","","","","","","","",""
"2015","Not Employed","West Germany","","","","","","","","","","","","","",""
"2016","Employed","East Germany","","","","","","","","","","","","","",""
"2016","Employed","West Germany","","","","","","","","","","","","","",""
"2016","Not Employed","East Germany","","","","","","","","","","","","","",""
"2016","Not Employed","West Germany","","","","","","","","","","","","","",""
"2017","Employed","East Germany","5.79","6","3640","4.67","5.33","6.67","7","7","5.76","5.82","2","7","6","6"
"2017","Employed","West Germany","5.76","6","14676","4.67","5","6.33","7","7","5.75","5.77","1.33","7","6","6"
"2017","Not Employed","East Germany","5.64","5.67","2467","4","5","6.5","7","7","5.6","5.68","1","7","6","6"
"2017","Not Employed","West Germany","5.6","5.67","8541","4.33","5","6.33","7","7","5.58","5.62","1","7","6","6"
"2018","Employed","East Germany","","","","","","","","","","","","","",""
"2018","Employed","West Germany","","","","","","","","","","","","","",""
"2018","Not Employed","East Germany","","","","","","","","","","","","","",""
"2018","Not Employed","West Germany","","","","","","","","","","","","","",""
"2019","Employed","East Germany","5.87","6","3609","4.67","5.33","6.67","7","7","5.84","5.9","1.33","7","6","6"
"2019","Employed","West Germany","5.81","6","14067","4.67","5.33","6.67","7","7","5.8","5.82","1","7","6","6"
"2019","Not Employed","East Germany","5.71","6","1964","4.33","5","6.67","7","7","5.66","5.76","1","7","5.66666650772095","6"
"2019","Not Employed","West Germany","5.62","5.67","6098","4.33","5","6.33","7","7","5.59","5.65","1","7","5.66666650772095","5.66666650772095"
