"year","e11102","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","Employed","(Married) couple without C.","6.05","6.33","3536","5","5.67","6.67","7","7","6.02","6.08","2.33","7","6","6.33333349227905"
"2005","Employed","1-pers.-HH","5.9","6","1536","4.67","5.33","6.67","7","7","5.85","5.95","1.33","7","6","6"
"2005","Employed","Couple + C. GT 16 ","5.93","6","2569","4.67","5.33","6.67","7","7","5.89","5.97","1.33","7","6","6"
"2005","Employed","Couple + C. LE 16","5.95","6","3047","4.67","5.33","6.67","7","7","5.92","5.98","1","7","6","6.33333349227905"
"2005","Employed","Couple + C. LE and GT 16","5.91","6","1162","4.67","5.33","6.67","7","7","5.86","5.96","3","7","6","6"
"2005","Employed","Single parent","5.99","6","713","4.67","5.33","6.67","7","7","5.93","6.05","2","7","6","6.33333349227905"
"2005","Not Employed","(Married) couple without C.","5.95","6.33","3501","4.67","5.33","6.67","7","7","5.92","5.98","1","7","6","6.33333349227905"
"2005","Not Employed","1-pers.-HH","5.77","6","1432","4.33","5","6.67","7","7","5.72","5.82","1","7","6","6"
"2005","Not Employed","Couple + C. GT 16 ","5.49","5.67","1080","4","4.67","6.33","7","7","5.42","5.56","1","7","5.66666650772095","5.66666650772095"
"2005","Not Employed","Couple + C. LE 16","5.9","6","667","4.67","5.33","6.67","7","7","5.83","5.97","2.67","7","6","6"
"2005","Not Employed","Couple + C. LE and GT 16","5.3","5.33","544","3.67","4.33","6.33","6.67","7","5.2","5.4","1","7","5.33333349227905","5.66666650772095"
"2005","Not Employed","Single parent","5.47","5.67","391","4","5","6.33","7","7","5.36","5.58","1.33","7","5.33333349227905","5.66666650772095"
"2006","Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"2006","Employed","1-pers.-HH","","","","","","","","","","","","","",""
"2006","Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2006","Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"2006","Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2006","Employed","Single parent","","","","","","","","","","","","","",""
"2006","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"2006","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"2006","Not Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2006","Not Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"2006","Not Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2006","Not Employed","Single parent","","","","","","","","","","","","","",""
"2007","Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"2007","Employed","1-pers.-HH","","","","","","","","","","","","","",""
