"year","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","(Married) couple without C.","6","6.33","7037","4.67","5.33","6.67","7","7","5.98","6.02","1","7","6","6.33333349227905"
"2005","1-pers.-HH","5.84","6","2968","4.67","5.33","6.67","7","7","5.81","5.87","1","7","6","6"
"2005","Couple + C. GT 16 ","5.8","6","3649","4.33","5","6.67","7","7","5.77","5.83","1","7","6","6"
"2005","Couple + C. LE 16","5.94","6","3714","4.67","5.33","6.67","7","7","5.91","5.97","1","7","6","6"
"2005","Couple + C. LE and GT 16","5.72","6","1706","4.33","5","6.67","7","7","5.67","5.77","1","7","6","6"
"2005","Single parent","5.81","6","1104","4.33","5","6.67","7","7","5.75","5.87","1.33","7","6","6"
"2006","(Married) couple without C.","","","","","","","","","","","","","",""
"2006","1-pers.-HH","","","","","","","","","","","","","",""
"2006","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2006","Couple + C. LE 16","","","","","","","","","","","","","",""
"2006","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2006","Single parent","","","","","","","","","","","","","",""
"2007","(Married) couple without C.","","","","","","","","","","","","","",""
"2007","1-pers.-HH","","","","","","","","","","","","","",""
"2007","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2007","Couple + C. LE 16","","","","","","","","","","","","","",""
"2007","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2007","Single parent","","","","","","","","","","","","","",""
"2008","(Married) couple without C.","","","","","","","","","","","","","",""
"2008","1-pers.-HH","","","","","","","","","","","","","",""
"2008","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2008","Couple + C. LE 16","","","","","","","","","","","","","",""
"2008","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2008","Single parent","","","","","","","","","","","","","",""
"2009","(Married) couple without C.","5.85","6","6648","4.67","5.33","6.67","7","7","5.83","5.87","1","7","6","6"
"2009","1-pers.-HH","5.72","6","2891","4.33","5","6.67","7","7","5.68","5.76","1","7","6","6"
"2009","Couple + C. GT 16 ","5.69","6","3155","4.33","5","6.67","7","7","5.65","5.73","1.33","7","6","6"
"2009","Couple + C. LE 16","5.89","6","2850","4.67","5.33","6.67","7","7","5.86","5.92","1.33","7","6","6"
"2009","Couple + C. LE and GT 16","5.68","5.67","1179","4.33","5","6.33","7","7","5.62","5.74","2","7","5.66666650772095","6"
"2009","Single parent","5.58","5.67","989","4","5","6.33","7","7","5.52","5.64","1","7","5.66666650772095","6"
"2010","(Married) couple without C.","","","","","","","","","","","","","",""
"2010","1-pers.-HH","","","","","","","","","","","","","",""
"2010","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2010","Couple + C. LE 16","","","","","","","","","","","","","",""
"2010","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2010","Single parent","","","","","","","","","","","","","",""
"2011","(Married) couple without C.","","","","","","","","","","","","","",""
"2011","1-pers.-HH","","","","","","","","","","","","","",""
"2011","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2011","Couple + C. LE 16","","","","","","","","","","","","","",""
"2011","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2011","Single parent","","","","","","","","","","","","","",""
"2012","(Married) couple without C.","5.99","6.33","46","4.33","6","6.67","6.67","7","5.64","6.34","3.33","7","6","6.33333349227905"
"2012","1-pers.-HH","5.6","5.67","78","4.33","5","6.33","6.67","7","5.39","5.81","3","7","5.33333349227905","6.33333349227905"
"2012","Couple + C. GT 16 ","5.67","6","132","4.33","5","6.67","7","7","5.49","5.85","2.33","7","5.66666650772095","6"
"2012","Couple + C. LE 16","5.88","6","4238","4.67","5.33","6.67","7","7","5.85","5.91","1.67","7","6","6"
