"year","education","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","college entrance qualification","general elemantary","","","","","","","","","","","","","",""
"2005","college entrance qualification","higher education","5.86","6","3167","4.67","5.33","6.67","7","7","5.83","5.89","1.33","7","6","6"
"2005","college entrance qualification","higher vocational","5.82","6","347","4.67","5.33","6.67","7","7","5.73","5.91","3","7","6","6"
"2005","college entrance qualification","in school","","","","","","","","","","","","","",""
"2005","college entrance qualification","inadequately","","","","","","","","","","","","","",""
"2005","college entrance qualification","middle vocational","5.36","5.33","732","4","4.67","6","6.67","7","5.29","5.43","1.67","7","5.33333349227905","5.66666650772095"
"2005","college entrance qualification","vocational + Abi","5.81","6","955","4.67","5.33","6.67","7","7","5.76","5.86","2","7","6","6"
"2005","lower secondary degree","general elemantary","5.78","6","1497","4.33","5","6.67","7","7","5.73","5.83","1","7","6","6"
"2005","lower secondary degree","higher education","6.09","6.33","183","4.67","5.67","6.67","7","7","5.97","6.21","3.67","7","6","6.66666650772095"
"2005","lower secondary degree","higher vocational","6.13","6.33","453","5","5.67","7","7","7","6.05","6.21","2.33","7","6","6.33333349227905"
"2005","lower secondary degree","in school","","","","","","","","","","","","","",""
"2005","lower secondary degree","inadequately","","","","","","","","","","","","","",""
"2005","lower secondary degree","middle vocational","6.01","6.33","4941","4.67","5.33","6.67","7","7","5.98","6.04","1","7","6.33333349227905","6.33333349227905"
"2005","lower secondary degree","vocational + Abi","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","general elemantary","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","higher education","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","higher vocational","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","in school","5","5","649","3.67","4","6","6.67","7","4.92","5.08","1","7","5","5.33333349227905"
"2005","no degree/no degree yet","inadequately","5.77","6","202","4.33","5","6.67","7","7","5.61","5.93","1.33","7","5.66666650772095","6"
"2005","no degree/no degree yet","middle vocational","5.65","5.33","46","3.67","5","6.67","7","7","5.35","5.95","3.33","7","5.33333349227905","6.66666650772095"
"2005","no degree/no degree yet","vocational + Abi","","","","","","","","","","","","","",""
"2005","Other degree","general elemantary","5.85","6","331","4.33","5.33","6.67","7","7","5.75","5.95","1.33","7","5.66666650772095","6"
"2005","Other degree","higher education","6.07","6.33","187","5","5.67","6.67","7","7","5.94","6.2","2.67","7","6","6.66666650772095"
"2005","Other degree","higher vocational","6.16","6.67","55","5","5","7","7","7","5.92","6.4","4.33","7","6","7"
"2005","Other degree","in school","","","","","","","","","","","","","",""
"2005","Other degree","inadequately","5.07","5.16","37","4","4.33","5.67","6.33","7","4.68","5.46","2.67","7","4.66666650772095","5.66666650772095"
"2005","Other degree","middle vocational","5.93","6.33","389","4.33","5.33","6.67","7","7","5.83","6.03","3","7","6","6.33333349227905"
"2005","Other degree","vocational + Abi","6.08","6.33","122","4.67","5.33","7","7","7","5.92","6.24","3.33","7","6","6.33333349227905"
"2005","secondary school degree","general elemantary","5.63","5.67","578","4.33","5","6.67","7","7","5.55","5.71","2","7","5.66666650772095","5.66666650772095"
"2005","secondary school degree","higher education","6.12","6.33","622","5","5.67","6.67","7","7","6.06","6.18","3","7","6","6.33333349227905"
"2005","secondary school degree","higher vocational","6","6","696","5","5.67","6.67","7","7","5.94","6.06","1","7","6","6.33333349227905"
"2005","secondary school degree","in school","","","","","","","","","","","","","",""
"2005","secondary school degree","inadequately","","","","","","","","","","","","","",""
"2005","secondary school degree","middle vocational","6.01","6","4095","4.67","5.67","6.67","7","7","5.98","6.04","1","7","6.33333349227905","6.33333349227905"
