"plh0190","year","e11103","sex","n","percent","lower_confidence","upper_confidence"
"True entirely","1992","Full Time","Male","152","0.0437637500306077","0.0369156901307473","0.050611809930468"
"True entirely","1992","Full Time","Female","91","0.0558716515452584","0.0454058257792046","0.0663374773113123"
"True entirely","1992","Part Time","Male","29","","",""
"True entirely","1992","Part Time","Female","69","0.0444601621535992","0.0338401810086895","0.0550801432985088"
"True entirely","1992","Not Working","Male","60","0.0563667161861567","0.0419859305907651","0.0707475017815483"
"True entirely","1992","Not Working","Female","109","0.0522393103731588","0.0429138181820962","0.0615648025642214"
"Tends to agree","1992","Full Time","Male","345","0.100140270612364","0.0900913486626113","0.110189192562118"
"Tends to agree","1992","Full Time","Female","187","0.105984598792497","0.0919578794587205","0.120011318126273"
"Tends to agree","1992","Part Time","Male","70","0.122789080893573","0.0964405230325493","0.149137638754596"
"Tends to agree","1992","Part Time","Female","159","0.109254352131694","0.0931808669925629","0.125327837270825"
"Tends to agree","1992","Not Working","Male","92","0.0885160074787473","0.0708045194420415","0.106227495515453"
"Tends to agree","1992","Not Working","Female","266","0.119849396908816","0.106237453920875","0.133461339896758"
"Rather not true","1992","Full Time","Male","1209","0.363355425332429","0.347254826460469","0.379456024204389"
"Rather not true","1992","Full Time","Female","579","0.310291385653606","0.289210934006296","0.331371837300917"
"Rather not true","1992","Part Time","Male","186","0.298340315044637","0.261608347221054","0.33507228286822"
"Rather not true","1992","Part Time","Female","457","0.307527596984156","0.283750594239789","0.331304599728523"
"Rather not true","1992","Not Working","Male","313","0.319767717160505","0.290686301319853","0.348849133001157"
"Rather not true","1992","Not Working","Female","772","0.359775593940194","0.339661259730823","0.379889928149564"
"Totally disagree","1992","Full Time","Male","1722","0.492740554024599","0.476004544680929","0.509476563368269"
"Totally disagree","1992","Full Time","Female","993","0.527852364008638","0.505103622701816","0.55060110531546"
"Totally disagree","1992","Part Time","Male","311","0.520923243703023","0.480816779196227","0.561029708209819"
