"plh0190","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","16-34 y.","(0) in school","1","","",""
"True entirely","1990","16-34 y.","(1a) inadequately completed","","","",""
"True entirely","1990","16-34 y.","(1b) general elementary school","","","",""
"True entirely","1990","16-34 y.","(1c) basic vocational qualification","6","","",""
"True entirely","1990","16-34 y.","(2b) intermediate general qualification","7","","",""
"True entirely","1990","16-34 y.","(2a) intermediate vocational","39","0.0468120192570961","0.0321006374665336","0.0615234010476585"
"True entirely","1990","16-34 y.","(2c_gen) general maturity certificate","2","","",""
"True entirely","1990","16-34 y.","(2c_voc) vocational maturity certificate","2","","",""
"True entirely","1990","16-34 y.","(3a) lower tertiary education","8","","",""
"True entirely","1990","16-34 y.","(3b) higher tertiary education","3","","",""
"True entirely","1990","35-65 y.","(0) in school","","","",""
"True entirely","1990","35-65 y.","(1a) inadequately completed","","","",""
"True entirely","1990","35-65 y.","(1b) general elementary school","7","","",""
"True entirely","1990","35-65 y.","(1c) basic vocational qualification","57","0.0690575621160124","0.0516607350146167","0.0864543892174082"
"True entirely","1990","35-65 y.","(2b) intermediate general qualification","1","","",""
"True entirely","1990","35-65 y.","(2a) intermediate vocational","30","0.0637177286572863","0.0411756810234715","0.0862597762911011"
"True entirely","1990","35-65 y.","(2c_gen) general maturity certificate","","","",""
"True entirely","1990","35-65 y.","(2c_voc) vocational maturity certificate","1","","",""
"True entirely","1990","35-65 y.","(3a) lower tertiary education","19","","",""
"True entirely","1990","35-65 y.","(3b) higher tertiary education","11","","",""
"True entirely","1990","66 and older","(0) in school","","","",""
"True entirely","1990","66 and older","(1a) inadequately completed","","","",""
"True entirely","1990","66 and older","(1b) general elementary school","","","",""
"True entirely","1990","66 and older","(1c) basic vocational qualification","2","","",""
"True entirely","1990","66 and older","(2b) intermediate general qualification","","","",""
"True entirely","1990","66 and older","(2a) intermediate vocational","","","",""
"True entirely","1990","66 and older","(2c_gen) general maturity certificate","","","",""
"True entirely","1990","66 and older","(2c_voc) vocational maturity certificate","","","",""
"True entirely","1990","66 and older","(3a) lower tertiary education","","","",""
"True entirely","1990","66 and older","(3b) higher tertiary education","","","",""
"Tends to agree","1990","16-34 y.","(0) in school","","","",""
"Tends to agree","1990","16-34 y.","(1a) inadequately completed","","","",""
"Tends to agree","1990","16-34 y.","(1b) general elementary school","","","",""
"Tends to agree","1990","16-34 y.","(1c) basic vocational qualification","22","","",""
"Tends to agree","1990","16-34 y.","(2b) intermediate general qualification","21","","",""
"Tends to agree","1990","16-34 y.","(2a) intermediate vocational","98","0.130253058104594","0.106812069718735","0.153694046490454"
"Tends to agree","1990","16-34 y.","(2c_gen) general maturity certificate","2","","",""
"Tends to agree","1990","16-34 y.","(2c_voc) vocational maturity certificate","7","","",""
"Tends to agree","1990","16-34 y.","(3a) lower tertiary education","22","","",""
"Tends to agree","1990","16-34 y.","(3b) higher tertiary education","7","","",""
"Tends to agree","1990","35-65 y.","(0) in school","","","",""
"Tends to agree","1990","35-65 y.","(1a) inadequately completed","1","","",""
"Tends to agree","1990","35-65 y.","(1b) general elementary school","12","","",""
"Tends to agree","1990","35-65 y.","(1c) basic vocational qualification","64","0.0725654176338825","0.0547658479064501","0.0903649873613149"
"Tends to agree","1990","35-65 y.","(2b) intermediate general qualification","","","",""
"Tends to agree","1990","35-65 y.","(2a) intermediate vocational","40","0.0993300370081157","0.071725341665902","0.126934732350329"
"Tends to agree","1990","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Tends to agree","1990","35-65 y.","(2c_voc) vocational maturity certificate","2","","",""
"Tends to agree","1990","35-65 y.","(3a) lower tertiary education","37","0.111715692373858","0.0791294748352492","0.144301909912466"
"Tends to agree","1990","35-65 y.","(3b) higher tertiary education","22","","",""
"Tends to agree","1990","66 and older","(0) in school","","","",""
"Tends to agree","1990","66 and older","(1a) inadequately completed","","","",""
"Tends to agree","1990","66 and older","(1b) general elementary school","","","",""
"Tends to agree","1990","66 and older","(1c) basic vocational qualification","1","","",""
