"plh0190","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"True entirely","1992","Not Employed","1-pers.-HH","35","0.0626821884136755","0.0423134490338333","0.0830509277935177"
"True entirely","1992","Not Employed","(Married) couple without C. ","54","0.0505994947723919","0.0377460562711117","0.0634529332736721"
"True entirely","1992","Not Employed","Single parent ","6","","",""
"True entirely","1992","Not Employed","Couple + C. LE 16 ","23","","",""
"True entirely","1992","Not Employed","Couple + C. GT 16 ","34","0.0574257897687323","0.0383430247869441","0.0765085547505205"
"True entirely","1992","Not Employed","Couple + C. LE and GT 16","4","","",""
"True entirely","1992","Employed","1-pers.-HH","24","","",""
"True entirely","1992","Employed","(Married) couple without C. ","75","0.0517643747884619","0.0410385120575961","0.0624902375193276"
"True entirely","1992","Employed","Single parent ","21","","",""
"True entirely","1992","Employed","Couple + C. LE 16 ","104","0.0452610271264978","0.0366735642681231","0.0538484899848724"
"True entirely","1992","Employed","Couple + C. GT 16 ","70","0.0420429823775399","0.032074626040819","0.0520113387142607"
"True entirely","1992","Employed","Couple + C. LE and GT 16","18","","",""
"Tends to agree","1992","Not Employed","1-pers.-HH","61","0.10968350257156","0.0834236969621325","0.135943308180987"
"Tends to agree","1992","Not Employed","(Married) couple without C. ","99","0.0862765446635091","0.0698110317862232","0.102742057540795"
"Tends to agree","1992","Not Employed","Single parent ","19","","",""
"Tends to agree","1992","Not Employed","Couple + C. LE 16 ","51","0.132863480278204","0.100285315603173","0.165441644953236"
"Tends to agree","1992","Not Employed","Couple + C. GT 16 ","61","0.101938803557686","0.0771216042367906","0.126756002878582"
"Tends to agree","1992","Not Employed","Couple + C. LE and GT 16","26","","",""
"Tends to agree","1992","Employed","1-pers.-HH","66","0.122072025063165","0.094637847424475","0.149506202701855"
"Tends to agree","1992","Employed","(Married) couple without C. ","165","0.101263950478915","0.0866589314114748","0.115868969546354"
"Tends to agree","1992","Employed","Single parent ","41","0.103833689984471","0.0727934845541841","0.134873895414757"
"Tends to agree","1992","Employed","Couple + C. LE 16 ","217","0.101002584914336","0.0885544063541525","0.113450763474519"
"Tends to agree","1992","Employed","Couple + C. GT 16 ","167","0.104648011317713","0.0894437202227213","0.119852302412704"
"Tends to agree","1992","Employed","Couple + C. LE and GT 16","62","0.109310525237634","0.0832333288928344","0.135387721582433"
"Rather not true","1992","Not Employed","1-pers.-HH","204","0.381374011718939","0.340557276034339","0.422190747403539"
"Rather not true","1992","Not Employed","(Married) couple without C. ","305","0.276997883360436","0.250753914482694","0.303241852238179"
"Rather not true","1992","Not Employed","Single parent ","53","0.364278251933678","0.285404912540116","0.443151591327241"
"Rather not true","1992","Not Employed","Couple + C. LE 16 ","169","0.426476376447279","0.37900812776295","0.473944625131608"
"Rather not true","1992","Not Employed","Couple + C. GT 16 ","215","0.380284301419263","0.340466205853565","0.420102396984961"
"Rather not true","1992","Not Employed","Couple + C. LE and GT 16","61","0.401697645392134","0.324767635040735","0.478627655743533"
"Rather not true","1992","Employed","1-pers.-HH","179","0.332588513359635","0.293105991067973","0.372071035651297"
"Rather not true","1992","Employed","(Married) couple without C. ","538","0.327418473704794","0.304699815839136","0.350137131570451"
"Rather not true","1992","Employed","Single parent ","116","0.316915165287909","0.269570617911546","0.364259712664273"
"Rather not true","1992","Employed","Couple + C. LE 16 ","761","0.33771088131588","0.318173935120368","0.357247827511393"
"Rather not true","1992","Employed","Couple + C. GT 16 ","522","0.337258290466062","0.313775091718497","0.360741489213626"
"Rather not true","1992","Employed","Couple + C. LE and GT 16","176","0.312660160177331","0.273917558813448","0.351402761541213"
"Totally disagree","1992","Not Employed","1-pers.-HH","244","0.446260297295826","0.404487303837119","0.488033290754532"
"Totally disagree","1992","Not Employed","(Married) couple without C. ","659","0.586126077203662","0.557242494750416","0.615009659656909"
"Totally disagree","1992","Not Employed","Single parent ","65","0.473509795745425","0.391674679463403","0.555344912027448"
"Totally disagree","1992","Not Employed","Couple + C. LE 16 ","174","0.384385747013329","0.337696374791427","0.431075119235231"
"Totally disagree","1992","Not Employed","Couple + C. GT 16 ","261","0.460351105254319","0.419469279961705","0.501232930546933"
"Totally disagree","1992","Not Employed","Couple + C. LE and GT 16","65","0.408370953606955","0.331238355919505","0.485503551294405"
"Totally disagree","1992","Employed","1-pers.-HH","278","0.498928949708252","0.457028041565381","0.540829857851123"
"Totally disagree","1992","Employed","(Married) couple without C. ","861","0.51955320102783","0.495365406048252","0.543740996007408"
"Totally disagree","1992","Employed","Single parent ","193","0.515511620000921","0.464657979517552","0.566365260484291"
"Totally disagree","1992","Employed","Couple + C. LE 16 ","1169","0.516025506643286","0.495380873734074","0.536670139552498"
"Totally disagree","1992","Employed","Couple + C. GT 16 ","798","0.516050715838686","0.491227965284205","0.540873466393166"
"Totally disagree","1992","Employed","Couple + C. LE and GT 16","294","0.545894555791887","0.504284386556702","0.587504725027073"
"True entirely","1993","Not Employed","1-pers.-HH","39","0.0693146254451164","0.0480298872424097","0.0905993636478232"
"True entirely","1993","Not Employed","(Married) couple without C. ","77","0.0724091194005866","0.0576220553015986","0.0871961834995745"
"True entirely","1993","Not Employed","Single parent ","10","","",""
"True entirely","1993","Not Employed","Couple + C. LE 16 ","30","0.0709910814415537","0.0494698922429897","0.0925122706401177"
"True entirely","1993","Not Employed","Couple + C. GT 16 ","39","0.0684881102541314","0.0494617572756226","0.0875144632326402"
"True entirely","1993","Not Employed","Couple + C. LE and GT 16","14","","",""
"True entirely","1993","Employed","1-pers.-HH","42","0.0652575354225464","0.046735058623617","0.0837800122214759"
"True entirely","1993","Employed","(Married) couple without C. ","110","0.0685895718317573","0.0569742476497238","0.0802048960137909"
"True entirely","1993","Employed","Single parent ","25","","",""
"True entirely","1993","Employed","Couple + C. LE 16 ","141","0.059126909334903","0.0498253078800069","0.0684285107897991"
"True entirely","1993","Employed","Couple + C. GT 16 ","102","0.0627658262015251","0.0515047493083317","0.0740269030947185"
"True entirely","1993","Employed","Couple + C. LE and GT 16","50","0.0646392172750932","0.0479911545044807","0.0812872800457057"
"Tends to agree","1993","Not Employed","1-pers.-HH","71","0.139890169205785","0.110821511271527","0.168958827140043"
"Tends to agree","1993","Not Employed","(Married) couple without C. ","144","0.119920204973674","0.101384278686269","0.13845613126108"
"Tends to agree","1993","Not Employed","Single parent ","28","","",""
"Tends to agree","1993","Not Employed","Couple + C. LE 16 ","63","0.115854565926092","0.0890336960410115","0.142675435811173"
"Tends to agree","1993","Not Employed","Couple + C. GT 16 ","85","0.119922356348397","0.0954506457646924","0.144394066932101"
"Tends to agree","1993","Not Employed","Couple + C. LE and GT 16","34","0.12773834297001","0.0879965482511375","0.167480137688882"
"Tends to agree","1993","Employed","1-pers.-HH","78","0.108396957488646","0.0850821380547704","0.131711776922522"
"Tends to agree","1993","Employed","(Married) couple without C. ","211","0.111981393876089","0.0974898148763609","0.126472972875817"
"Tends to agree","1993","Employed","Single parent ","47","0.12349131147899","0.0908809189444554","0.156101704013524"
"Tends to agree","1993","Employed","Couple + C. LE 16 ","289","0.113545709758286","0.101034101092621","0.126057318423951"
"Tends to agree","1993","Employed","Couple + C. GT 16 ","225","0.117008569987671","0.102084704662552","0.131932435312789"
"Tends to agree","1993","Employed","Couple + C. LE and GT 16","104","0.126130396287938","0.103652312875455","0.148608479700421"
"Rather not true","1993","Not Employed","1-pers.-HH","198","0.36710516588855","0.326711297024618","0.407499034752482"
