"plh0190","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1990","inadequately","Female","1","","","","3"
"Rather not true","1990","in school","Male","","","","","3"
"Rather not true","1990","in school","Female","","","","","3"
"Rather not true","1990","inadequately","Male","3","","","","3"
"Rather not true","1990","general elemantary","Male","43","0.382636143858325","0.290971931971027","0.474300355745622","3"
"Rather not true","1990","general elemantary","Female","40","0.279489527009605","0.206947056483863","0.352031997535347","3"
"Rather not true","1990","middle vocational","Male","311","0.294223079111646","0.266712490662435","0.321733667560856","3"
"Rather not true","1990","middle vocational","Female","289","0.297706005063821","0.268856543683428","0.326555466444215","3"
"Rather not true","1990","vocational + Abi","Male","18","","","","3"
"Rather not true","1990","vocational + Abi","Female","9","","","","3"
"Rather not true","1990","higher vocational","Male","47","0.237035553235496","0.176083802602484","0.297987303868508","3"
"Rather not true","1990","higher vocational","Female","7","","","","3"
"Rather not true","1990","higher education","Male","143","0.329143287022127","0.283658774074963","0.37462779996929","3"
"Rather not true","1990","higher education","Female","131","0.28613869548282","0.24419411271467","0.32808327825097","3"
"Tends to agree","1990","inadequately","Female","","","","","2"
"Tends to agree","1990","inadequately","Male","1","","","","2"
"Tends to agree","1990","higher vocational","Female","1","","","","2"
"Tends to agree","1990","higher education","Male","39","0.0998147427828491","0.0707999511116713","0.128829534454027","2"
"Tends to agree","1990","in school","Female","","","","","2"
"Tends to agree","1990","general elemantary","Male","14","","","","2"
"Tends to agree","1990","higher vocational","Male","15","","","","2"
"Tends to agree","1990","higher education","Female","49","0.114409415867269","0.0848682221215545","0.143950609612983","2"
"Tends to agree","1990","general elemantary","Female","19","","","","2"
"Tends to agree","1990","in school","Male","","","","","2"
"Tends to agree","1990","middle vocational","Female","96","0.101657585539869","0.08259089656729","0.120724274512448","2"
"Tends to agree","1990","vocational + Abi","Male","3","","","","2"
"Tends to agree","1990","vocational + Abi","Female","5","","","","2"
"Tends to agree","1990","middle vocational","Male","117","0.105889788651412","0.0873138677230644","0.124465709579759","2"
"Totally disagree","1990","in school","Female","1","","","","4"
"Totally disagree","1990","higher vocational","Female","27","","","","4"
"Totally disagree","1990","inadequately","Female","","","","","4"
"Totally disagree","1990","inadequately","Male","","","","","4"
"Totally disagree","1990","higher education","Male","210","0.53015435290999","0.481844587086888","0.578464118733091","4"
"Totally disagree","1990","higher vocational","Male","114","0.619748149879493","0.550170368691791","0.689325931067194","4"
"Totally disagree","1990","higher education","Female","243","0.548886809879944","0.502705651558684","0.595067968201204","4"
"Totally disagree","1990","general elemantary","Male","48","0.480676185809205","0.386447825152409","0.574904546466","4"
"Totally disagree","1990","middle vocational","Female","527","0.548447742842965","0.517049447530789","0.579846038155142","4"
"Totally disagree","1990","vocational + Abi","Male","14","","","","4"
"Totally disagree","1990","vocational + Abi","Female","14","","","","4"
"Totally disagree","1990","in school","Male","","","","","4"
