"plh0190","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence"
"True entirely","1992","Full Time","Urban Area","131","0.0444742122195898","0.0373395412541655","0.051608883185014"
"True entirely","1992","Full Time","Rural Area","110","0.0555724813791608","0.0455471938389798","0.0655977689193419"
"True entirely","1992","Part Time","Urban Area","60","0.0431838944343605","0.0317635831109387","0.0546042057577823"
"True entirely","1992","Part Time","Rural Area","38","0.0594644924748174","0.0431277069670499","0.0758012779825849"
"True entirely","1992","Not Working","Urban Area","95","0.0499167160991466","0.0404735473751129","0.0593598848231804"
"True entirely","1992","Not Working","Rural Area","72","0.0618648647904454","0.0476797470262886","0.0760499825546022"
"Tends to agree","1992","Full Time","Urban Area","313","0.0999679096640986","0.08958646212275","0.110349357205447"
"Tends to agree","1992","Full Time","Rural Area","211","0.106896975435191","0.0933757480783015","0.12041820279208"
"Tends to agree","1992","Part Time","Urban Area","138","0.116777169234052","0.0987338298918312","0.134820508576273"
"Tends to agree","1992","Part Time","Rural Area","88","0.107078199395425","0.0857178971406509","0.128438501650199"
"Tends to agree","1992","Not Working","Urban Area","232","0.108639890650471","0.0951460628147425","0.1221337184862"
"Tends to agree","1992","Not Working","Rural Area","125","0.113581374213622","0.0948981766259312","0.132264571801313"
"Rather not true","1992","Full Time","Urban Area","1069","0.339560533706111","0.32317073107694","0.355950336335281"
"Rather not true","1992","Full Time","Rural Area","706","0.36388980769474","0.342835849825178","0.384943765564303"
"Rather not true","1992","Part Time","Urban Area","383","0.301179161093413","0.275404190103891","0.326954132082935"
"Rather not true","1992","Part Time","Rural Area","254","0.312322976834583","0.280308649918956","0.344337303750211"
"Rather not true","1992","Not Working","Urban Area","695","0.343490405486582","0.32289872685231","0.364082084120853"
"Rather not true","1992","Not Working","Rural Area","380","0.352793414114858","0.324657572573984","0.380929255655733"
"Totally disagree","1992","Full Time","Urban Area","1694","0.515997344410201","0.498701322905856","0.533293365914546"
"Totally disagree","1992","Full Time","Rural Area","979","0.473640735490908","0.45179089424863","0.495490576733186"
"Totally disagree","1992","Part Time","Urban Area","636","0.538859775238175","0.51085338163123","0.566866168845119"
"Totally disagree","1992","Part Time","Rural Area","425","0.521134331295174","0.486625373427911","0.555643289162437"
"Totally disagree","1992","Not Working","Urban Area","1021","0.4979529877638","0.476271939690576","0.519634035837025"
"Totally disagree","1992","Not Working","Rural Area","531","0.471760346881074","0.442366635370042","0.501154058392106"
"True entirely","1993","Full Time","Urban Area","213","0.0539822953542008","0.0470827243336204","0.0608818663747812"
"True entirely","1993","Full Time","Rural Area","123","0.0646838755818057","0.0540648095244745","0.0753029416391369"
"True entirely","1993","Part Time","Urban Area","107","0.0766151211657323","0.063420550450312","0.0898096918811525"
"True entirely","1993","Part Time","Rural Area","62","0.0973171668855296","0.0762035580385348","0.118430775732524"
"True entirely","1993","Not Working","Urban Area","145","0.0649288118712912","0.0552701013008346","0.0745875224417477"
"True entirely","1993","Not Working","Rural Area","85","0.0917030763172965","0.0753534854270626","0.10805266720753"
"Tends to agree","1993","Full Time","Urban Area","494","0.11236548309459","0.102723189824011","0.122007776365168"
"Tends to agree","1993","Full Time","Rural Area","237","0.114116141728158","0.100389287263366","0.127842996192951"
"Tends to agree","1993","Part Time","Urban Area","196","0.126130179638405","0.109660713671796","0.142599645605013"
"Tends to agree","1993","Part Time","Rural Area","85","0.101863293887111","0.0803166203236284","0.123409967450593"
"Tends to agree","1993","Not Working","Urban Area","309","0.124782887720748","0.111828601070754","0.137737174370743"
"Tends to agree","1993","Not Working","Rural Area","162","0.138148164840537","0.118600725178945","0.15769560450213"
"Rather not true","1993","Full Time","Urban Area","1483","0.362035418320022","0.347362361544303","0.37670847509574"
"Rather not true","1993","Full Time","Rural Area","818","0.40577477883846","0.384575203545553","0.426974354131366"
"Rather not true","1993","Part Time","Urban Area","554","0.352844469594237","0.329139323821257","0.376549615367217"
"Rather not true","1993","Part Time","Rural Area","295","0.361354788589396","0.327133458254714","0.395576118924079"
"Rather not true","1993","Not Working","Urban Area","931","0.354262945747332","0.335514347387269","0.373011544107395"
"Rather not true","1993","Not Working","Rural Area","493","0.390337314240274","0.362701907681937","0.41797272079861"
"Totally disagree","1993","Full Time","Urban Area","1931","0.471616803231188","0.456375717083071","0.486857889379305"
"Totally disagree","1993","Full Time","Rural Area","883","0.415425203851576","0.394149910383015","0.436700497320138"
"Totally disagree","1993","Part Time","Urban Area","704","0.444410229601627","0.419760294314055","0.469060164889198"
"Totally disagree","1993","Part Time","Rural Area","315","0.439464750637963","0.404108708845409","0.474820792430518"
"Totally disagree","1993","Not Working","Urban Area","1115","0.456025354660629","0.436501664338059","0.475549044983198"
"Totally disagree","1993","Not Working","Rural Area","457","0.379811444601892","0.352316875791998","0.407306013411787"
"True entirely","1994","Full Time","Urban Area","","","",""
"True entirely","1994","Full Time","Rural Area","","","",""
"True entirely","1994","Part Time","Urban Area","","","",""
"True entirely","1994","Part Time","Rural Area","","","",""
"True entirely","1994","Not Working","Urban Area","","","",""
"True entirely","1994","Not Working","Rural Area","","","",""
"Tends to agree","1994","Full Time","Urban Area","","","",""
"Tends to agree","1994","Full Time","Rural Area","","","",""
"Tends to agree","1994","Part Time","Urban Area","","","",""
"Tends to agree","1994","Part Time","Rural Area","","","",""
"Tends to agree","1994","Not Working","Urban Area","","","",""
"Tends to agree","1994","Not Working","Rural Area","","","",""
"Rather not true","1994","Full Time","Urban Area","","","",""
"Rather not true","1994","Full Time","Rural Area","","","",""
"Rather not true","1994","Part Time","Urban Area","","","",""
"Rather not true","1994","Part Time","Rural Area","","","",""
"Rather not true","1994","Not Working","Urban Area","","","",""
"Rather not true","1994","Not Working","Rural Area","","","",""
"Totally disagree","1994","Full Time","Urban Area","","","",""
"Totally disagree","1994","Full Time","Rural Area","","","",""
"Totally disagree","1994","Part Time","Urban Area","","","",""
"Totally disagree","1994","Part Time","Rural Area","","","",""
"Totally disagree","1994","Not Working","Urban Area","","","",""
"Totally disagree","1994","Not Working","Rural Area","","","",""
"True entirely","1995","Full Time","Urban Area","209","0.0610814084966005","0.0534692026191035","0.0686936143740975"
"True entirely","1995","Full Time","Rural Area","82","0.0392817361264711","0.030866185631897","0.0476972866210451"
"True entirely","1995","Part Time","Urban Area","98","0.0546963335454131","0.0439565310128432","0.0654361360779829"
"True entirely","1995","Part Time","Rural Area","48","0.0877058231319871","0.0678548201096535","0.107556826154321"
