"plh0190","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","Schleswig-Holstein","Urban Area","","","",""
"True entirely","1990","Schleswig-Holstein","Rural Area","","","",""
"True entirely","1990","Hamburg","Urban Area","","","",""
"True entirely","1990","Hamburg","Rural Area","","","",""
"True entirely","1990","Lower Saxony","Urban Area","","","",""
"True entirely","1990","Lower Saxony","Rural Area","","","",""
"True entirely","1990","Bremen","Urban Area","","","",""
"True entirely","1990","Bremen","Rural Area","","","",""
"True entirely","1990","North Rhine-Westphalia","Urban Area","","","",""
"True entirely","1990","North Rhine-Westphalia","Rural Area","","","",""
"True entirely","1990","Hesse","Urban Area","","","",""
"True entirely","1990","Hesse","Rural Area","","","",""
"True entirely","1990","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"True entirely","1990","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"True entirely","1990","Baden-Württemberg","Urban Area","","","",""
"True entirely","1990","Baden-Württemberg","Rural Area","","","",""
"True entirely","1990","Bavaria","Urban Area","","","",""
"True entirely","1990","Bavaria","Rural Area","","","",""
"True entirely","1990","Berlin","Urban Area","5","","",""
"True entirely","1990","Berlin","Rural Area","","","",""
"True entirely","1990","Brandenburg","Urban Area","2","","",""
"True entirely","1990","Brandenburg","Rural Area","30","0.0625430128317961","0.0414242984672691","0.0836617271963231"
"True entirely","1990","Mecklenburg-Western Pomerania","Urban Area","2","","",""
"True entirely","1990","Mecklenburg-Western Pomerania","Rural Area","16","","",""
"True entirely","1990","Saxony","Urban Area","30","0.0498741760695118","0.0315815073524254","0.0681668447865981"
"True entirely","1990","Saxony","Rural Area","26","","",""
"True entirely","1990","Saxony-Anhalt","Urban Area","12","","",""
"True entirely","1990","Saxony-Anhalt","Rural Area","26","","",""
"True entirely","1990","Thuringia","Urban Area","13","","",""
"True entirely","1990","Thuringia","Rural Area","26","","",""
"Tends to agree","1990","Schleswig-Holstein","Urban Area","","","",""
"Tends to agree","1990","Schleswig-Holstein","Rural Area","","","",""
"Tends to agree","1990","Hamburg","Urban Area","","","",""
"Tends to agree","1990","Hamburg","Rural Area","","","",""
"Tends to agree","1990","Lower Saxony","Urban Area","","","",""
"Tends to agree","1990","Lower Saxony","Rural Area","","","",""
"Tends to agree","1990","Bremen","Urban Area","","","",""
"Tends to agree","1990","Bremen","Rural Area","","","",""
"Tends to agree","1990","North Rhine-Westphalia","Urban Area","","","",""
"Tends to agree","1990","North Rhine-Westphalia","Rural Area","","","",""
"Tends to agree","1990","Hesse","Urban Area","","","",""
"Tends to agree","1990","Hesse","Rural Area","","","",""
"Tends to agree","1990","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Tends to agree","1990","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Tends to agree","1990","Baden-Württemberg","Urban Area","","","",""
"Tends to agree","1990","Baden-Württemberg","Rural Area","","","",""
"Tends to agree","1990","Bavaria","Urban Area","","","",""
"Tends to agree","1990","Bavaria","Rural Area","","","",""
"Tends to agree","1990","Berlin","Urban Area","26","","",""
"Tends to agree","1990","Berlin","Rural Area","","","",""
"Tends to agree","1990","Brandenburg","Urban Area","4","","",""
"Tends to agree","1990","Brandenburg","Rural Area","54","0.110485883288661","0.0831437610627422","0.13782800551458"
"Tends to agree","1990","Mecklenburg-Western Pomerania","Urban Area","1","","",""
"Tends to agree","1990","Mecklenburg-Western Pomerania","Rural Area","35","0.0892377537551833","0.0595400216872147","0.118935485823152"
"Tends to agree","1990","Saxony","Urban Area","60","0.113160719133476","0.0865400510143966","0.139781387252555"
"Tends to agree","1990","Saxony","Rural Area","41","0.0832716354595076","0.0583460152506043","0.108197255668411"
"Tends to agree","1990","Saxony-Anhalt","Urban Area","33","0.172067270165194","0.117232117475174","0.226902422855214"
"Tends to agree","1990","Saxony-Anhalt","Rural Area","43","0.0973411561992245","0.0693889373081811","0.125293375090268"
"Tends to agree","1990","Thuringia","Urban Area","17","","",""
"Tends to agree","1990","Thuringia","Rural Area","36","0.0839143323414891","0.056432490978391","0.111396173704587"
"Rather not true","1990","Schleswig-Holstein","Urban Area","","","",""
"Rather not true","1990","Schleswig-Holstein","Rural Area","","","",""
"Rather not true","1990","Hamburg","Urban Area","","","",""
"Rather not true","1990","Hamburg","Rural Area","","","",""
"Rather not true","1990","Lower Saxony","Urban Area","","","",""
"Rather not true","1990","Lower Saxony","Rural Area","","","",""
"Rather not true","1990","Bremen","Urban Area","","","",""
"Rather not true","1990","Bremen","Rural Area","","","",""
"Rather not true","1990","North Rhine-Westphalia","Urban Area","","","",""
"Rather not true","1990","North Rhine-Westphalia","Rural Area","","","",""
"Rather not true","1990","Hesse","Urban Area","","","",""
"Rather not true","1990","Hesse","Rural Area","","","",""
"Rather not true","1990","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Rather not true","1990","Rhineland-Palatinate,Saarland","Rural Area","","","",""
