"plh0190","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","in school","Urban Area","","","",""
"True entirely","1990","in school","Rural Area","1","","",""
"True entirely","1990","inadequately","Urban Area","","","",""
"True entirely","1990","inadequately","Rural Area","","","",""
"True entirely","1990","general elemantary","Urban Area","4","","",""
"True entirely","1990","general elemantary","Rural Area","10","","",""
"True entirely","1990","middle vocational","Urban Area","36","0.0490556846597778","0.0326028281419185","0.0655085411776371"
"True entirely","1990","middle vocational","Rural Area","83","0.0633557294663922","0.0501843671426945","0.0765270917900899"
"True entirely","1990","vocational + Abi","Urban Area","2","","",""
"True entirely","1990","vocational + Abi","Rural Area","1","","",""
"True entirely","1990","higher vocational","Urban Area","6","","",""
"True entirely","1990","higher vocational","Rural Area","5","","",""
"True entirely","1990","higher education","Urban Area","15","","",""
"True entirely","1990","higher education","Rural Area","24","","",""
"Tends to agree","1990","in school","Urban Area","","","",""
"Tends to agree","1990","in school","Rural Area","","","",""
"Tends to agree","1990","inadequately","Urban Area","","","",""
"Tends to agree","1990","inadequately","Rural Area","1","","",""
"Tends to agree","1990","general elemantary","Urban Area","14","","",""
"Tends to agree","1990","general elemantary","Rural Area","18","","",""
"Tends to agree","1990","middle vocational","Urban Area","85","0.126176069620359","0.100881950422122","0.151470188818596"
"Tends to agree","1990","middle vocational","Rural Area","124","0.092266941812122","0.0766191684421439","0.1079147151821"
"Tends to agree","1990","vocational + Abi","Urban Area","5","","",""
"Tends to agree","1990","vocational + Abi","Rural Area","3","","",""
"Tends to agree","1990","higher vocational","Urban Area","4","","",""
"Tends to agree","1990","higher vocational","Rural Area","11","","",""
"Tends to agree","1990","higher education","Urban Area","33","0.0994956317840106","0.0684022463075344","0.130589017260487"
"Tends to agree","1990","higher education","Rural Area","52","0.112623600489328","0.084430478769707","0.140816722208949"
"Rather not true","1990","in school","Urban Area","","","",""
"Rather not true","1990","in school","Rural Area","","","",""
"Rather not true","1990","inadequately","Urban Area","3","","",""
"Rather not true","1990","inadequately","Rural Area","1","","",""
"Rather not true","1990","general elemantary","Urban Area","29","","",""
"Rather not true","1990","general elemantary","Rural Area","54","0.315605578098349","0.246149631691103","0.385061524505595"
"Rather not true","1990","middle vocational","Urban Area","222","0.327933331512807","0.29217163977568","0.363695023249934"
"Rather not true","1990","middle vocational","Rural Area","367","0.280529638621379","0.256238591388398","0.304820685854361"
"Rather not true","1990","vocational + Abi","Urban Area","11","","",""
"Rather not true","1990","vocational + Abi","Rural Area","15","","",""
