"plh0190","year","e11103","migback","n","percent","lower_confidence","upper_confidence"
"True entirely","1992","Full Time","no migration background","233","0.0470648210448581","0.0412023714122542","0.052927270677462"
"True entirely","1992","Full Time","direct migration background","9","","",""
"True entirely","1992","Full Time","indirect migration background","1","","",""
"True entirely","1992","Part Time","no migration background","92","0.0491205362398539","0.0394660980209881","0.0587749744587198"
"True entirely","1992","Part Time","direct migration background","4","","",""
"True entirely","1992","Part Time","indirect migration background","2","","",""
"True entirely","1992","Not Working","no migration background","155","0.0538269009184966","0.0456568423850936","0.0619969594518997"
"True entirely","1992","Not Working","direct migration background","12","","",""
"True entirely","1992","Not Working","indirect migration background","2","","",""
"Tends to agree","1992","Full Time","no migration background","509","0.103370427279598","0.0949428270988242","0.111798027460372"
"Tends to agree","1992","Full Time","direct migration background","21","","",""
"Tends to agree","1992","Full Time","indirect migration background","2","","",""
"Tends to agree","1992","Part Time","no migration background","216","0.114789543782397","0.100549636662041","0.129029450902752"
"Tends to agree","1992","Part Time","direct migration background","11","","",""
"Tends to agree","1992","Part Time","indirect migration background","2","","",""
"Tends to agree","1992","Not Working","no migration background","323","0.108277924029972","0.0970286395072445","0.1195272085527"
"Tends to agree","1992","Not Working","direct migration background","31","0.134418379246239","0.0886103477016512","0.180226410790827"
"Tends to agree","1992","Not Working","indirect migration background","4","","",""
"Rather not true","1992","Full Time","no migration background","1708","0.35015028760955","0.33694545355009","0.36335512166901"
"Rather not true","1992","Full Time","direct migration background","71","0.290066608391482","0.232654943601031","0.347478273181933"
"Rather not true","1992","Full Time","indirect migration background","9","","",""
"Rather not true","1992","Part Time","no migration background","600","0.304879018685621","0.284314114439016","0.325443922932226"
"Rather not true","1992","Part Time","direct migration background","31","0.278477102468063","0.187861294122067","0.369092910814059"
"Rather not true","1992","Part Time","indirect migration background","12","","",""
"Rather not true","1992","Not Working","no migration background","1006","0.347932105187431","0.330688270801854","0.365175939573008"
"Rather not true","1992","Not Working","direct migration background","69","0.343858513498898","0.280069346763412","0.407647680234384"
"Rather not true","1992","Not Working","indirect migration background","10","","",""
"Totally disagree","1992","Full Time","no migration background","2563","0.499414464065994","0.48557341700638","0.513255511125608"
"Totally disagree","1992","Full Time","direct migration background","139","0.573024677572827","0.510445403571492","0.635603951574163"
"Totally disagree","1992","Full Time","indirect migration background","13","","",""
"Totally disagree","1992","Part Time","no migration background","1017","0.531210901292128","0.508918596849467","0.553503205734789"
"Totally disagree","1992","Part Time","direct migration background","48","0.581327692831051","0.481596322110484","0.681059063551619"
"Totally disagree","1992","Part Time","indirect migration background","8","","",""
"Totally disagree","1992","Not Working","no migration background","1447","0.4899630698641","0.471865399779695","0.508060739948504"
"Totally disagree","1992","Not Working","direct migration background","101","0.471623488075242","0.404584453093437","0.538662523057048"
"Totally disagree","1992","Not Working","indirect migration background","15","","",""
"True entirely","1993","Full Time","no migration background","257","0.0580767567981551","0.0514421403883577","0.0647113732079526"
"True entirely","1993","Full Time","direct migration background","70","0.0482121072540702","0.0362504629990937","0.0601737515090466"
"True entirely","1993","Full Time","indirect migration background","9","","",""
"True entirely","1993","Part Time","no migration background","143","0.0853229184597943","0.0724280481860148","0.0982177887335738"
"True entirely","1993","Part Time","direct migration background","20","","",""
"True entirely","1993","Part Time","indirect migration background","6","","",""
"True entirely","1993","Not Working","no migration background","185","0.0728585180054066","0.0634170361861626","0.0822999998246506"
"True entirely","1993","Not Working","direct migration background","37","0.0806817351470467","0.0597448547633481","0.101618615530745"
"True entirely","1993","Not Working","indirect migration background","8","","",""
"Tends to agree","1993","Full Time","no migration background","533","0.108661883024693","0.0998337933392948","0.117489972710091"
"Tends to agree","1993","Full Time","direct migration background","179","0.141660840401691","0.122189443593856","0.161132237209526"
"Tends to agree","1993","Full Time","indirect migration background","19","","",""
"Tends to agree","1993","Part Time","no migration background","204","0.120007224849537","0.10500714823158","0.135007301467494"
"Tends to agree","1993","Part Time","direct migration background","61","0.11506008847909","0.0834315622827057","0.146688614675475"
"Tends to agree","1993","Part Time","indirect migration background","16","","",""
"Tends to agree","1993","Not Working","no migration background","361","0.129682579565695","0.117478454575281","0.141886704556108"
"Tends to agree","1993","Not Working","direct migration background","97","0.128577997673023","0.102845081669167","0.154310913676879"
"Tends to agree","1993","Not Working","indirect migration background","13","","",""
