"plh0190","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1990","16-34 y.","Urban Area","181","0.373122608727611","0.330168897163437","0.416076320291786","3"
"Rather not true","1990","16-34 y.","Rural Area","293","0.325421021141577","0.29456993675675","0.356272105526405","3"
"Rather not true","1990","35-65 y.","Urban Area","217","0.29465577732706","0.261122426406749","0.328189128247371","3"
"Rather not true","1990","35-65 y.","Rural Area","331","0.257588216494814","0.233355346053035","0.281821086936592","3"
"Rather not true","1990","66 and older","Urban Area","1","","","","3"
"Rather not true","1990","66 and older","Rural Area","2","","","","3"
"Tends to agree","1990","16-34 y.","Urban Area","63","0.131253608456089","0.1012629677966","0.161244249115578","2"
"Tends to agree","1990","35-65 y.","Urban Area","76","0.112851286768347","0.0895773211806472","0.136125252356047","2"
"Tends to agree","1990","35-65 y.","Rural Area","96","0.0762110482020243","0.0615077493153866","0.090914347088662","2"
"Tends to agree","1990","66 and older","Urban Area","2","","","","2"
"Tends to agree","1990","16-34 y.","Rural Area","113","0.121947205774589","0.100400669169352","0.143493742379827","2"
"Tends to agree","1990","66 and older","Rural Area","","","","","2"
"Totally disagree","1990","16-34 y.","Urban Area","223","0.458949626633126","0.41469232093204","0.503206932334213","4"
"Totally disagree","1990","16-34 y.","Rural Area","437","0.506878864258206","0.473958841258793","0.539798887257619","4"
"Totally disagree","1990","35-65 y.","Urban Area","374","0.53715472411922","0.500478338175639","0.573831110062801","4"
"Totally disagree","1990","66 and older","Urban Area","6","","","","4"
"Totally disagree","1990","35-65 y.","Rural Area","744","0.60105215476128","0.573916920373866","0.628187389148694","4"
"Totally disagree","1990","66 and older","Rural Area","14","","","","4"
"True entirely","1990","16-34 y.","Urban Area","20","","","","1"
"True entirely","1990","16-34 y.","Rural Area","43","0.0457529088256269","0.0319944113769546","0.0595114062742991","1"
"True entirely","1990","35-65 y.","Urban Area","43","0.0553382117853725","0.0385203936644696","0.0721560299062753","1"
"True entirely","1990","35-65 y.","Rural Area","80","0.0651485805418817","0.051473080633678","0.0788240804500854","1"
"True entirely","1990","66 and older","Urban Area","1","","","","1"
"True entirely","1990","66 and older","Rural Area","1","","","","1"
