"plh0190","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","lower secondary degree","in school","","","",""
"True entirely","1990","lower secondary degree","inadequately","","","",""
"True entirely","1990","lower secondary degree","general elemantary","6","","",""
"True entirely","1990","lower secondary degree","middle vocational","62","0.0693880896559894","0.0526177998688193","0.0861583794431596"
"True entirely","1990","lower secondary degree","vocational + Abi","","","",""
"True entirely","1990","lower secondary degree","higher vocational","2","","",""
"True entirely","1990","lower secondary degree","higher education","5","","",""
"True entirely","1990","secondary school degree","in school","","","",""
"True entirely","1990","secondary school degree","inadequately","","","",""
"True entirely","1990","secondary school degree","general elemantary","8","","",""
"True entirely","1990","secondary school degree","middle vocational","59","0.0512053715376119","0.0381679775374851","0.0642427655377387"
"True entirely","1990","secondary school degree","vocational + Abi","","","",""
"True entirely","1990","secondary school degree","higher vocational","10","","",""
"True entirely","1990","secondary school degree","higher education","16","","",""
"True entirely","1990","college entrance qualification","in school","","","",""
"True entirely","1990","college entrance qualification","inadequately","","","",""
"True entirely","1990","college entrance qualification","general elemantary","","","",""
"True entirely","1990","college entrance qualification","middle vocational","2","","",""
"True entirely","1990","college entrance qualification","vocational + Abi","3","","",""
"True entirely","1990","college entrance qualification","higher vocational","","","",""
"True entirely","1990","college entrance qualification","higher education","20","","",""
"True entirely","1990","Other degree","in school","","","",""
"True entirely","1990","Other degree","inadequately","","","",""
"True entirely","1990","Other degree","general elemantary","1","","",""
"True entirely","1990","Other degree","middle vocational","1","","",""
"True entirely","1990","Other degree","vocational + Abi","","","",""
"True entirely","1990","Other degree","higher vocational","","","",""
"True entirely","1990","Other degree","higher education","","","",""
"True entirely","1990","no degree/no degree yet","in school","1","","",""
"True entirely","1990","no degree/no degree yet","inadequately","","","",""
"True entirely","1990","no degree/no degree yet","general elemantary","","","",""
"True entirely","1990","no degree/no degree yet","middle vocational","","","",""
"True entirely","1990","no degree/no degree yet","vocational + Abi","","","",""
"True entirely","1990","no degree/no degree yet","higher vocational","","","",""
"True entirely","1990","no degree/no degree yet","higher education","","","",""
"Tends to agree","1990","lower secondary degree","in school","","","",""
"Tends to agree","1990","lower secondary degree","inadequately","","","",""
"Tends to agree","1990","lower secondary degree","general elemantary","12","","",""
"Tends to agree","1990","lower secondary degree","middle vocational","80","0.0795436920200883","0.0616862906517348","0.0974010933884418"
"Tends to agree","1990","lower secondary degree","vocational + Abi","","","",""
"Tends to agree","1990","lower secondary degree","higher vocational","4","","",""
"Tends to agree","1990","lower secondary degree","higher education","7","","",""
"Tends to agree","1990","secondary school degree","in school","","","",""
"Tends to agree","1990","secondary school degree","inadequately","","","",""
"Tends to agree","1990","secondary school degree","general elemantary","21","","",""
"Tends to agree","1990","secondary school degree","middle vocational","128","0.124236497992563","0.104726153297065","0.143746842688062"
"Tends to agree","1990","secondary school degree","vocational + Abi","","","",""
"Tends to agree","1990","secondary school degree","higher vocational","10","","",""
"Tends to agree","1990","secondary school degree","higher education","38","0.100251416473239","0.0708924401252146","0.129610392821264"
"Tends to agree","1990","college entrance qualification","in school","","","",""
"Tends to agree","1990","college entrance qualification","inadequately","","","",""
"Tends to agree","1990","college entrance qualification","general elemantary","","","",""
"Tends to agree","1990","college entrance qualification","middle vocational","2","","",""
"Tends to agree","1990","college entrance qualification","vocational + Abi","8","","",""
"Tends to agree","1990","college entrance qualification","higher vocational","2","","",""
"Tends to agree","1990","college entrance qualification","higher education","43","0.121567465279307","0.0882700811710004","0.154864849387613"
"Tends to agree","1990","Other degree","in school","","","",""
"Tends to agree","1990","Other degree","inadequately","","","",""
"Tends to agree","1990","Other degree","general elemantary","","","",""
"Tends to agree","1990","Other degree","middle vocational","3","","",""
"Tends to agree","1990","Other degree","vocational + Abi","","","",""
"Tends to agree","1990","Other degree","higher vocational","","","",""
"Tends to agree","1990","Other degree","higher education","","","",""
"Tends to agree","1990","no degree/no degree yet","in school","","","",""
"Tends to agree","1990","no degree/no degree yet","inadequately","1","","",""
"Tends to agree","1990","no degree/no degree yet","general elemantary","","","",""
"Tends to agree","1990","no degree/no degree yet","middle vocational","","","",""
"Tends to agree","1990","no degree/no degree yet","vocational + Abi","","","",""
"Tends to agree","1990","no degree/no degree yet","higher vocational","","","",""
"Tends to agree","1990","no degree/no degree yet","higher education","","","",""
"Rather not true","1990","lower secondary degree","in school","","","",""
"Rather not true","1990","lower secondary degree","inadequately","","","",""
"Rather not true","1990","lower secondary degree","general elemantary","34","0.26408232915827","0.18585608805248","0.342308570264059"
"Rather not true","1990","lower secondary degree","middle vocational","213","0.241533470208863","0.213286578216629","0.269780362201096"
"Rather not true","1990","lower secondary degree","vocational + Abi","","","",""
"Rather not true","1990","lower secondary degree","higher vocational","20","","",""
"Rather not true","1990","lower secondary degree","higher education","23","","",""
"Rather not true","1990","secondary school degree","in school","","","",""
"Rather not true","1990","secondary school degree","inadequately","","","",""
"Rather not true","1990","secondary school degree","general elemantary","46","0.379379766921354","0.294654515516438","0.46410501832627"
"Rather not true","1990","secondary school degree","middle vocational","372","0.33670222370725","0.308749496646397","0.364654950768103"
"Rather not true","1990","secondary school degree","vocational + Abi","","","",""
"Rather not true","1990","secondary school degree","higher vocational","34","0.220961398354149","0.152235287728265","0.289687508980034"
"Rather not true","1990","secondary school degree","higher education","109","0.265672684011286","0.222495595097188","0.308849772925384"
"Rather not true","1990","college entrance qualification","in school","","","",""
"Rather not true","1990","college entrance qualification","inadequately","","","",""
"Rather not true","1990","college entrance qualification","general elemantary","","","",""
"Rather not true","1990","college entrance qualification","middle vocational","6","","",""
"Rather not true","1990","college entrance qualification","vocational + Abi","27","","",""
"Rather not true","1990","college entrance qualification","higher vocational","","","",""
"Rather not true","1990","college entrance qualification","higher education","141","0.365397712852451","0.316331678586459","0.414463747118443"
"Rather not true","1990","Other degree","in school","","","",""
"Rather not true","1990","Other degree","inadequately","","","",""
"Rather not true","1990","Other degree","general elemantary","3","","",""
"Rather not true","1990","Other degree","middle vocational","8","","",""
"Rather not true","1990","Other degree","vocational + Abi","","","",""
"Rather not true","1990","Other degree","higher vocational","","","",""
"Rather not true","1990","Other degree","higher education","1","","",""
"Rather not true","1990","no degree/no degree yet","in school","","","",""
"Rather not true","1990","no degree/no degree yet","inadequately","4","","",""
"Rather not true","1990","no degree/no degree yet","general elemantary","","","",""
"Rather not true","1990","no degree/no degree yet","middle vocational","","","",""
"Rather not true","1990","no degree/no degree yet","vocational + Abi","","","",""
"Rather not true","1990","no degree/no degree yet","higher vocational","","","",""
"Rather not true","1990","no degree/no degree yet","higher education","","","",""
"Totally disagree","1990","lower secondary degree","in school","","","",""
"Totally disagree","1990","lower secondary degree","inadequately","","","",""
"Totally disagree","1990","lower secondary degree","general elemantary","70","0.602549092331742","0.51571182654317","0.689386358120313"
"Totally disagree","1990","lower secondary degree","middle vocational","527","0.60953474811506","0.577338576879715","0.641730919350404"
"Totally disagree","1990","lower secondary degree","vocational + Abi","","","",""
"Totally disagree","1990","lower secondary degree","higher vocational","52","0.679871205136518","0.576338757025839","0.783403653247197"
"Totally disagree","1990","lower secondary degree","higher education","45","0.580887543800553","0.472765458371653","0.689009629229453"
"Totally disagree","1990","secondary school degree","in school","","","",""
"Totally disagree","1990","secondary school degree","inadequately","","","",""
"Totally disagree","1990","secondary school degree","general elemantary","51","0.420009292459736","0.333830027476444","0.506188557443027"
"Totally disagree","1990","secondary school degree","middle vocational","539","0.487855906762575","0.458290164348962","0.517421649176187"
"Totally disagree","1990","secondary school degree","vocational + Abi","","","",""
"Totally disagree","1990","secondary school degree","higher vocational","86","0.625875959549571","0.545719963298754","0.706031955800389"
"Totally disagree","1990","secondary school degree","higher education","239","0.600462224706278","0.552581927945459","0.648342521467097"
"Totally disagree","1990","college entrance qualification","in school","","","",""
"Totally disagree","1990","college entrance qualification","inadequately","","","",""
"Totally disagree","1990","college entrance qualification","general elemantary","","","",""
"Totally disagree","1990","college entrance qualification","middle vocational","3","","",""
"Totally disagree","1990","college entrance qualification","vocational + Abi","28","","",""
"Totally disagree","1990","college entrance qualification","higher vocational","2","","",""
"Totally disagree","1990","college entrance qualification","higher education","166","0.460606882895537","0.409818411617079","0.511395354173994"
"Totally disagree","1990","Other degree","in school","","","",""
"Totally disagree","1990","Other degree","inadequately","","","",""
"Totally disagree","1990","Other degree","general elemantary","3","","",""
"Totally disagree","1990","Other degree","middle vocational","12","","",""
