"plh0190","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"True entirely","1992","Full Time","in school","1","","",""
"True entirely","1992","Full Time","inadequately","2","","",""
"True entirely","1992","Full Time","general elemantary","18","","",""
"True entirely","1992","Full Time","middle vocational","146","0.0509805787290836","0.0431680006046347","0.0587931568535326"
"True entirely","1992","Full Time","vocational + Abi","7","","",""
"True entirely","1992","Full Time","higher vocational","24","","",""
"True entirely","1992","Full Time","higher education","43","0.0451510697320566","0.0323011924667698","0.0580009469973434"
"True entirely","1992","Part Time","in school","1","","",""
"True entirely","1992","Part Time","inadequately","","","",""
"True entirely","1992","Part Time","general elemantary","18","","",""
"True entirely","1992","Part Time","middle vocational","57","0.0521156167587019","0.0391852219603448","0.065046011557059"
"True entirely","1992","Part Time","vocational + Abi","","","",""
"True entirely","1992","Part Time","higher vocational","6","","",""
"True entirely","1992","Part Time","higher education","15","","",""
"True entirely","1992","Not Working","in school","5","","",""
"True entirely","1992","Not Working","inadequately","5","","",""
"True entirely","1992","Not Working","general elemantary","53","0.0541734921085494","0.0398768480717095","0.0684701361453894"
"True entirely","1992","Not Working","middle vocational","77","0.0482939426962351","0.0377595197909743","0.0588283656014958"
"True entirely","1992","Not Working","vocational + Abi","3","","",""
"True entirely","1992","Not Working","higher vocational","9","","",""
"True entirely","1992","Not Working","higher education","17","","",""
"Tends to agree","1992","Full Time","in school","","","",""
"Tends to agree","1992","Full Time","inadequately","2","","",""
"Tends to agree","1992","Full Time","general elemantary","68","0.123176305455537","0.0948752301682534","0.151477380742821"
"Tends to agree","1992","Full Time","middle vocational","327","0.110854544020883","0.0997034468787229","0.122005641163044"
"Tends to agree","1992","Full Time","vocational + Abi","18","","",""
"Tends to agree","1992","Full Time","higher vocational","34","0.0678317888631206","0.0449272593645563","0.090736318361685"
"Tends to agree","1992","Full Time","higher education","78","0.0769946190794363","0.0604966711596819","0.0934925669991906"
"Tends to agree","1992","Part Time","in school","2","","",""
"Tends to agree","1992","Part Time","inadequately","2","","",""
"Tends to agree","1992","Part Time","general elemantary","45","0.128581141253875","0.0944736839398271","0.162688598567924"
"Tends to agree","1992","Part Time","middle vocational","135","0.117864455222412","0.0991054740376097","0.136623436407214"
"Tends to agree","1992","Part Time","vocational + Abi","10","","",""
"Tends to agree","1992","Part Time","higher vocational","12","","",""
"Tends to agree","1992","Part Time","higher education","22","","",""
"Tends to agree","1992","Not Working","in school","15","","",""
"Tends to agree","1992","Not Working","inadequately","6","","",""
"Tends to agree","1992","Not Working","general elemantary","116","0.109331650327337","0.0896225904385109","0.129040710216164"
"Tends to agree","1992","Not Working","middle vocational","180","0.118791814430445","0.102893703593225","0.134689925267664"
"Tends to agree","1992","Not Working","vocational + Abi","4","","",""
"Tends to agree","1992","Not Working","higher vocational","17","","",""
"Tends to agree","1992","Not Working","higher education","17","","",""
"Rather not true","1992","Full Time","in school","4","","",""
"Rather not true","1992","Full Time","inadequately","8","","",""
"Rather not true","1992","Full Time","general elemantary","178","0.33583776715306","0.295166746988284","0.376508787317836"
"Rather not true","1992","Full Time","middle vocational","1048","0.352815347798438","0.335842985966965","0.369787709629911"
"Rather not true","1992","Full Time","vocational + Abi","55","0.350814038988635","0.275195998756637","0.426432079220634"
"Rather not true","1992","Full Time","higher vocational","149","0.346457984994162","0.303114917962964","0.389801052025359"
"Rather not true","1992","Full Time","higher education","329","0.333966949334891","0.304779425024855","0.363154473644926"
"Rather not true","1992","Part Time","in school","8","","",""
"Rather not true","1992","Part Time","inadequately","4","","",""
"Rather not true","1992","Part Time","general elemantary","128","0.348942865136573","0.300376685525853","0.397509044747294"
"Rather not true","1992","Part Time","middle vocational","347","0.297563607226085","0.270965938678596","0.324161275773574"
"Rather not true","1992","Part Time","vocational + Abi","19","","",""
"Rather not true","1992","Part Time","higher vocational","34","0.257673941233188","0.17667642846303","0.338671454003346"
"Rather not true","1992","Part Time","higher education","93","0.270049877297895","0.220465904816344","0.319633849779446"
"Rather not true","1992","Not Working","in school","52","0.523271128588702","0.426815274169914","0.61972698300749"
"Rather not true","1992","Not Working","inadequately","9","","",""
"Rather not true","1992","Not Working","general elemantary","341","0.351814052484636","0.321653357516888","0.381974747452385"
"Rather not true","1992","Not Working","middle vocational","532","0.336325665210752","0.313110567403966","0.359540763017537"
"Rather not true","1992","Not Working","vocational + Abi","24","","",""
"Rather not true","1992","Not Working","higher vocational","47","0.343720923089165","0.267459971377583","0.419981874800747"
"Rather not true","1992","Not Working","higher education","73","0.357449693420215","0.295513400911476","0.419385985928954"
"Totally disagree","1992","Full Time","in school","4","","",""
"Totally disagree","1992","Full Time","inadequately","17","","",""
"Totally disagree","1992","Full Time","general elemantary","254","0.506837203982873","0.463783293108859","0.549891114856887"
"Totally disagree","1992","Full Time","middle vocational","1524","0.485349529451595","0.467597911761584","0.503101147141606"
"Totally disagree","1992","Full Time","vocational + Abi","73","0.473174756982205","0.39406201308636","0.55228750087805"
"Totally disagree","1992","Full Time","higher vocational","256","0.540742635831235","0.495350463546989","0.586134808115481"
"Totally disagree","1992","Full Time","higher education","553","0.543887361853616","0.513063421104075","0.574711302603158"
"Totally disagree","1992","Part Time","in school","6","","",""
"Totally disagree","1992","Part Time","inadequately","12","","",""
"Totally disagree","1992","Part Time","general elemantary","179","0.48026344212939","0.429356310596782","0.531170573661997"
"Totally disagree","1992","Part Time","middle vocational","596","0.532456320792801","0.503429247550708","0.561483394034894"
"Totally disagree","1992","Part Time","vocational + Abi","35","0.572198349295214","0.450984391338817","0.69341230725161"
"Totally disagree","1992","Part Time","higher vocational","60","0.563920543055753","0.472080759469577","0.655760326641929"
"Totally disagree","1992","Part Time","higher education","178","0.590735267246471","0.535822751162843","0.6456477833301"
"Totally disagree","1992","Not Working","in school","31","0.307813073236897","0.218670594638481","0.396955551835313"
"Totally disagree","1992","Not Working","inadequately","23","","",""
"Totally disagree","1992","Not Working","general elemantary","453","0.484680805079477","0.453116152209112","0.516245457949841"
"Totally disagree","1992","Not Working","middle vocational","802","0.496588577662568","0.472020402668818","0.521156752656319"
"Totally disagree","1992","Not Working","vocational + Abi","35","0.503496825767903","0.382872331256791","0.624121320279015"
"Totally disagree","1992","Not Working","higher vocational","76","0.471664689337825","0.391510457265237","0.551818921410413"
"Totally disagree","1992","Not Working","higher education","123","0.507700953312071","0.443090519080032","0.572311387544109"
"True entirely","1993","Full Time","in school","","","",""
"True entirely","1993","Full Time","inadequately","13","","",""
"True entirely","1993","Full Time","general elemantary","60","0.0779172344151116","0.0603664794335189","0.0954679893967043"
"True entirely","1993","Full Time","middle vocational","178","0.0575310103899221","0.0496055342021388","0.0654564865777054"
"True entirely","1993","Full Time","vocational + Abi","15","","",""
"True entirely","1993","Full Time","higher vocational","22","","",""
"True entirely","1993","Full Time","higher education","43","0.0408301113296763","0.0286133560258793","0.0530468666334733"
"True entirely","1993","Part Time","in school","1","","",""
"True entirely","1993","Part Time","inadequately","6","","",""
"True entirely","1993","Part Time","general elemantary","43","0.0987320765196577","0.0730929921145715","0.124371160924744"
"True entirely","1993","Part Time","middle vocational","79","0.069883486844671","0.0552872720535963","0.0844797016357457"
"True entirely","1993","Part Time","vocational + Abi","4","","",""
"True entirely","1993","Part Time","higher vocational","12","","",""
"True entirely","1993","Part Time","higher education","23","","",""
