"plh0190","year","education","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","lower secondary degree","75","0.0636685012959448","0.0496299543940281","0.0777070481978616"
"True entirely","1990","secondary school degree","93","0.0494750118707105","0.0393609067267351","0.0595891170146859"
"True entirely","1990","college entrance qualification","25","","",""
"True entirely","1990","Other degree","2","","",""
"True entirely","1990","no degree/no degree yet","1","","",""
"Tends to agree","1990","lower secondary degree","103","0.0786861943002156","0.0632052272255148","0.0941671613749164"
"Tends to agree","1990","secondary school degree","197","0.116665538284564","0.101693303700856","0.131637772868271"
"Tends to agree","1990","college entrance qualification","55","0.129087194503095","0.0982107055813407","0.159963683424849"
"Tends to agree","1990","Other degree","3","","",""
"Tends to agree","1990","no degree/no degree yet","1","","",""
"Rather not true","1990","lower secondary degree","290","0.245806820103526","0.221050659488962","0.270562980718089"
"Rather not true","1990","secondary school degree","561","0.314773148279902","0.293112633844548","0.336433662715257"
"Rather not true","1990","college entrance qualification","174","0.372244492972177","0.32772928605827","0.416759699886085"
"Rather not true","1990","Other degree","12","","",""
"Rather not true","1990","no degree/no degree yet","4","","",""
"Totally disagree","1990","lower secondary degree","694","0.611838484300314","0.583818385667395","0.639858582933232"
"Totally disagree","1990","secondary school degree","915","0.519086301564823","0.495783609328306","0.542388993801341"
"Totally disagree","1990","college entrance qualification","199","0.446328629501622","0.400551095238171","0.492106163765073"
"Totally disagree","1990","Other degree","19","","",""
"Totally disagree","1990","no degree/no degree yet","2","","",""
"True entirely","1991","lower secondary degree","90","0.0609176848454869","0.0481448346387168","0.073690535052257"
"True entirely","1991","secondary school degree","113","0.0649798585918448","0.0537141869072708","0.0762455302764187"
"True entirely","1991","college entrance qualification","24","","",""
"True entirely","1991","Other degree","3","","",""
"True entirely","1991","no degree/no degree yet","","","",""
"Tends to agree","1991","lower secondary degree","128","0.081714995215102","0.0670863563316773","0.0963436340985267"
"Tends to agree","1991","secondary school degree","220","0.114895214417325","0.100320315856091","0.129470112978559"
"Tends to agree","1991","college entrance qualification","50","0.118802999488022","0.0897363601028337","0.147869638873211"
"Tends to agree","1991","Other degree","1","","",""
"Tends to agree","1991","no degree/no degree yet","3","","",""
"Rather not true","1991","lower secondary degree","353","0.260953173823395","0.23750108324178","0.284405264405009"
"Rather not true","1991","secondary school degree","569","0.302976189901497","0.281972998836412","0.323979380966581"
"Rather not true","1991","college entrance qualification","181","0.366679300073144","0.323388097208892","0.409970502937396"
"Rather not true","1991","Other degree","10","","",""
"Rather not true","1991","no degree/no degree yet","14","","",""
"Totally disagree","1991","lower secondary degree","776","0.596414146116017","0.57021384825253","0.622614443979503"
"Totally disagree","1991","secondary school degree","937","0.517148737089333","0.494310023068423","0.539987451110244"
"Totally disagree","1991","college entrance qualification","221","0.460244599240442","0.415469406560289","0.505019791920596"
"Totally disagree","1991","Other degree","26","","",""
"Totally disagree","1991","no degree/no degree yet","16","","",""
"True entirely","1992","lower secondary degree","266","0.0550531500220128","0.0487699367957623","0.0613363632482633"
"True entirely","1992","secondary school degree","160","0.0448613854693092","0.0378653146044204","0.0518574563341979"
"True entirely","1992","college entrance qualification","61","0.0424388222440315","0.0326102068849016","0.0522674376031615"
"True entirely","1992","Other degree","5","","",""
"True entirely","1992","no degree/no degree yet","12","","",""
"Tends to agree","1992","lower secondary degree","550","0.110439310331487","0.101804821044549","0.119073799618425"
"Tends to agree","1992","secondary school degree","365","0.11102336967488","0.100405508770042","0.121641230579719"
"Tends to agree","1992","college entrance qualification","151","0.0897947643069403","0.0758560542310219","0.103733474382859"
"Tends to agree","1992","Other degree","11","","",""
"Tends to agree","1992","no degree/no degree yet","27","","",""
"Rather not true","1992","lower secondary degree","1674","0.331763872977629","0.318793079562491","0.344734666392768"
"Rather not true","1992","secondary school degree","1101","0.339584388863406","0.32357896494966","0.355589812777151"
"Rather not true","1992","college entrance qualification","583","0.360604496653424","0.337193075878594","0.384015917428255"
"Rather not true","1992","Other degree","20","","",""
"Rather not true","1992","no degree/no degree yet","85","0.414966075028415","0.348166796813464","0.481765353243366"
"Totally disagree","1992","lower secondary degree","2572","0.50274366666887","0.488969970892595","0.516517362445146"
"Totally disagree","1992","secondary school degree","1737","0.504530855992405","0.487632796686024","0.521428915298786"
"Totally disagree","1992","college entrance qualification","821","0.507161916795604","0.482786454563051","0.531537379028157"
"Totally disagree","1992","Other degree","50","0.59612110860852","0.492418019496317","0.699824197720724"
"Totally disagree","1992","no degree/no degree yet","85","0.399668304230341","0.333260298458524","0.466076310002159"
"True entirely","1993","lower secondary degree","365","0.0772447369064709","0.069980600842824","0.0845088729701178"
"True entirely","1993","secondary school degree","185","0.0639741748591451","0.0557596801822648","0.0721886695360254"
"True entirely","1993","college entrance qualification","85","0.0502961067182502","0.0399614083693732","0.0606308050671272"
"True entirely","1993","Other degree","48","0.0527561015434225","0.0380860067596634","0.0674261963271815"
"True entirely","1993","no degree/no degree yet","40","0.058494365240142","0.0414120172109439","0.0755767132693401"
"Tends to agree","1993","lower secondary degree","618","0.120788310128802","0.111921540291373","0.129655079966231"
"Tends to agree","1993","secondary school degree","405","0.127461112792327","0.116266325681378","0.138655899903276"
"Tends to agree","1993","college entrance qualification","161","0.0877399168087961","0.0743618162347601","0.101118017382832"
"Tends to agree","1993","Other degree","153","0.167965227385126","0.14343248528512","0.192497969485131"
"Tends to agree","1993","no degree/no degree yet","111","0.138825951705916","0.113657303855471","0.163994599556362"
"Rather not true","1993","lower secondary degree","1861","0.354312260811313","0.341298266392884","0.367326255229743"
"Rather not true","1993","secondary school degree","1325","0.374894900975284","0.358644432784504","0.391145369166065"
"Rather not true","1993","college entrance qualification","672","0.386813692392462","0.363784237679804","0.40984314710512"
"Rather not true","1993","Other degree","319","0.349683434363559","0.318389108408567","0.380977760318552"
"Rather not true","1993","no degree/no degree yet","308","0.45788934886028","0.421623042286037","0.494155655434523"
"Totally disagree","1993","lower secondary degree","2345","0.447654692153413","0.434125148112778","0.461184236194049"
"Totally disagree","1993","secondary school degree","1494","0.433669811373243","0.417033806371847","0.450305816374639"
"Totally disagree","1993","college entrance qualification","800","0.475150284080492","0.451536287765247","0.498764280395736"
"Totally disagree","1993","Other degree","372","0.429595236707893","0.397109930540422","0.462080542875364"
"Totally disagree","1993","no degree/no degree yet","266","0.344790334193662","0.31019267018755","0.379387998199773"
"True entirely","1994","lower secondary degree","","","",""
"True entirely","1994","secondary school degree","","","",""
"True entirely","1994","college entrance qualification","","","",""
"True entirely","1994","Other degree","","","",""
"True entirely","1994","no degree/no degree yet","","","",""
"Tends to agree","1994","lower secondary degree","","","",""
"Tends to agree","1994","secondary school degree","","","",""
"Tends to agree","1994","college entrance qualification","","","",""
"Tends to agree","1994","Other degree","","","",""
"Tends to agree","1994","no degree/no degree yet","","","",""
"Rather not true","1994","lower secondary degree","","","",""
"Rather not true","1994","secondary school degree","","","",""
"Rather not true","1994","college entrance qualification","","","",""
"Rather not true","1994","Other degree","","","",""
"Rather not true","1994","no degree/no degree yet","","","",""
"Totally disagree","1994","lower secondary degree","","","",""
"Totally disagree","1994","secondary school degree","","","",""
"Totally disagree","1994","college entrance qualification","","","",""
"Totally disagree","1994","Other degree","","","",""
"Totally disagree","1994","no degree/no degree yet","","","",""
"True entirely","1995","lower secondary degree","245","0.0537324421825656","0.0474590676162835","0.0600058167488478"
"True entirely","1995","secondary school degree","149","0.0480034650132891","0.0408483218820128","0.0551586081445655"
"True entirely","1995","college entrance qualification","69","0.042633186253268","0.0334370307510793","0.0518293417554566"
"True entirely","1995","Other degree","78","0.078539831406254","0.0624955792412219","0.094584083571286"
"True entirely","1995","no degree/no degree yet","34","0.0408430920833792","0.0265146081863072","0.0551715759804512"
"Tends to agree","1995","lower secondary degree","546","0.117805132271641","0.108836208714869","0.126774055828413"
"Tends to agree","1995","secondary school degree","335","0.0955664176923552","0.0857261856037868","0.105406649780924"
"Tends to agree","1995","college entrance qualification","179","0.0912118577793744","0.0781064601395337","0.104317255419215"
"Tends to agree","1995","Other degree","135","0.127983530585988","0.108059573381148","0.147907487790827"
"Tends to agree","1995","no degree/no degree yet","113","0.151865598586738","0.125884461980503","0.177846735192974"
"Rather not true","1995","lower secondary degree","1817","0.362585502511322","0.349210553359925","0.375960451662719"
"Rather not true","1995","secondary school degree","1408","0.405497569717462","0.389063872030419","0.421931267404505"
"Rather not true","1995","college entrance qualification","732","0.401723880405711","0.379408315525791","0.42403944528563"
"Rather not true","1995","Other degree","372","0.321005943588984","0.293162321125524","0.348849566052443"
"Rather not true","1995","no degree/no degree yet","298","0.448594213329778","0.412589563044037","0.484598863615519"
"Totally disagree","1995","lower secondary degree","2355","0.465876923034471","0.451998752373369","0.479755093695574"
"Totally disagree","1995","secondary school degree","1537","0.450932547576894","0.434277994220964","0.467587100932825"
"Totally disagree","1995","college entrance qualification","874","0.464431075561647","0.441729210047678","0.487132941075616"
"Totally disagree","1995","Other degree","495","0.472470694418775","0.442696025111422","0.502245363726127"
"Totally disagree","1995","no degree/no degree yet","288","0.358697096000105","0.323976142970642","0.393418049029567"
"True entirely","1996","lower secondary degree","260","0.0578435555751138","0.051262678633077","0.0644244325171506"
"True entirely","1996","secondary school degree","106","0.0309332660402853","0.0251458475710446","0.036720684509526"
"True entirely","1996","college entrance qualification","62","0.0394267611323786","0.0305803078453671","0.0482732144193901"
"True entirely","1996","Other degree","53","0.0741882732093942","0.058009455004865","0.0903670914139233"
"True entirely","1996","no degree/no degree yet","25","","",""
"Tends to agree","1996","lower secondary degree","517","0.113638833261386","0.104692120150432","0.122585546372341"
"Tends to agree","1996","secondary school degree","399","0.116215178836997","0.105502456429091","0.126927901244903"
"Tends to agree","1996","college entrance qualification","195","0.108196091458927","0.0940756307071611","0.122316552210692"
"Tends to agree","1996","Other degree","128","0.1269916699883","0.106436804647484","0.147546535329116"
"Tends to agree","1996","no degree/no degree yet","105","0.155835987141573","0.129213377684299","0.182458596598848"
"Rather not true","1996","lower secondary degree","1891","0.390570904227798","0.376817623620864","0.404324184834732"
"Rather not true","1996","secondary school degree","1491","0.433711576036561","0.417145696316899","0.450277455756222"
"Rather not true","1996","college entrance qualification","771","0.409993058128056","0.38763545675495","0.432350659501162"
"Rather not true","1996","Other degree","337","0.32932459187903","0.300312028832773","0.358337154925287"
"Rather not true","1996","no degree/no degree yet","317","0.46437879808995","0.427771439154605","0.500986157025295"
"Totally disagree","1996","lower secondary degree","2166","0.437946706935702","0.4239606868093","0.451932727062104"
"Totally disagree","1996","secondary school degree","1442","0.419139979086157","0.402646569594001","0.435633388578313"
"Totally disagree","1996","college entrance qualification","831","0.442384089280639","0.419806595873217","0.464961582688061"
"Totally disagree","1996","Other degree","490","0.469495464923276","0.438686431298324","0.500304498548227"
"Totally disagree","1996","no degree/no degree yet","266","0.342524185546164","0.30769134929824","0.377357021794088"
"True entirely","1997","lower secondary degree","229","0.0581681603494175","0.0513946613739868","0.0649416593248482"
"True entirely","1997","secondary school degree","152","0.0430481638148474","0.0361710299413697","0.049925297688325"
"True entirely","1997","college entrance qualification","61","0.0382536596256131","0.0295180269182036","0.0469892923330226"
"True entirely","1997","Other degree","50","0.0808406963876785","0.0631687083097994","0.0985126844655575"
"True entirely","1997","no degree/no degree yet","34","0.0675243106510011","0.0487606071749507","0.0862880141270516"
"Tends to agree","1997","lower secondary degree","522","0.123478971864547","0.113958436007496","0.132999507721597"
"Tends to agree","1997","secondary school degree","349","0.101666640585844","0.0914268017108617","0.111906479460826"
"Tends to agree","1997","college entrance qualification","175","0.0908322291005629","0.0777443401320456","0.10392011806908"
"Tends to agree","1997","Other degree","93","0.107456652604951","0.0873793065012786","0.127533998708624"
"Tends to agree","1997","no degree/no degree yet","91","0.149031988051133","0.12240229947781","0.175661676624456"
"Rather not true","1997","lower secondary degree","1791","0.380931890499707","0.366878645968131","0.394985135031284"
"Rather not true","1997","secondary school degree","1430","0.428638700435708","0.411870509026487","0.445406891844928"
"Rather not true","1997","college entrance qualification","789","0.43074718494626","0.408194854972836","0.453299514919684"
"Rather not true","1997","Other degree","384","0.409502999423908","0.377623434576462","0.441382564271355"
"Rather not true","1997","no degree/no degree yet","297","0.405222146646297","0.368511358923319","0.441932934369275"
"Totally disagree","1997","lower secondary degree","2045","0.437420977286329","0.423065246963527","0.45177670760913"
"Totally disagree","1997","secondary school degree","1415","0.426646495163601","0.409888176295282","0.44340481403192"
"Totally disagree","1997","college entrance qualification","827","0.440166926327564","0.417558747518634","0.462775105136493"
"Totally disagree","1997","Other degree","387","0.402199651583462","0.370410867239691","0.433988435927233"
"Totally disagree","1997","no degree/no degree yet","265","0.378221554651569","0.341958808356004","0.414484300947134"
"True entirely","1998","lower secondary degree","","","",""
