"plh0190","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1990","inadequately","East Germany","4","","","","3"
"Rather not true","1990","in school","West Germany","","","","","3"
"Rather not true","1990","in school","East Germany","","","","","3"
"Rather not true","1990","inadequately","West Germany","","","","","3"
"Rather not true","1990","general elemantary","West Germany","","","","","3"
"Rather not true","1990","general elemantary","East Germany","83","0.324919634736749","0.267436066682874","0.382403202790623","3"
"Rather not true","1990","middle vocational","West Germany","","","","","3"
"Rather not true","1990","middle vocational","East Germany","600","0.295851914662794","0.275942929404062","0.315760899921526","3"
"Rather not true","1990","vocational + Abi","West Germany","","","","","3"
"Rather not true","1990","vocational + Abi","East Germany","27","","","","3"
"Rather not true","1990","higher vocational","West Germany","","","","","3"
"Rather not true","1990","higher vocational","East Germany","54","0.226907634642764","0.171936347499161","0.281878921786367","3"
"Rather not true","1990","higher education","West Germany","","","","","3"
"Rather not true","1990","higher education","East Germany","274","0.307466432385929","0.276554192326009","0.338378672445849","3"
"Tends to agree","1990","inadequately","East Germany","1","","","","2"
"Tends to agree","1990","inadequately","West Germany","","","","","2"
"Tends to agree","1990","higher vocational","East Germany","16","","","","2"
"Tends to agree","1990","higher education","West Germany","","","","","2"
"Tends to agree","1990","in school","East Germany","","","","","2"
"Tends to agree","1990","general elemantary","West Germany","","","","","2"
"Tends to agree","1990","higher vocational","West Germany","","","","","2"
"Tends to agree","1990","higher education","East Germany","88","0.107171320199115","0.0864491820263506","0.127893458371879","2"
"Tends to agree","1990","general elemantary","East Germany","33","0.107315166622341","0.0693261867914601","0.145304146453222","2"
"Tends to agree","1990","in school","West Germany","","","","","2"
"Tends to agree","1990","middle vocational","East Germany","213","0.103910543906499","0.0906003180725944","0.117220769740404","2"
"Tends to agree","1990","vocational + Abi","West Germany","","","","","2"
"Tends to agree","1990","vocational + Abi","East Germany","8","","","","2"
"Tends to agree","1990","middle vocational","West Germany","","","","","2"
"Totally disagree","1990","in school","East Germany","1","","","","4"
"Totally disagree","1990","higher vocational","East Germany","141","0.645418338890819","0.582630657584448","0.70820602019719","4"
"Totally disagree","1990","inadequately","East Germany","","","","","4"
"Totally disagree","1990","inadequately","West Germany","","","","","4"
"Totally disagree","1990","higher education","West Germany","","","","","4"
"Totally disagree","1990","higher vocational","West Germany","","","","","4"
"Totally disagree","1990","higher education","East Germany","453","0.539596617844546","0.506206721503809","0.572986514185284","4"
"Totally disagree","1990","general elemantary","West Germany","","","","","4"
"Totally disagree","1990","middle vocational","East Germany","1082","0.540865103232876","0.519128355573146","0.562601850892606","4"
