"plh0190","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1990","16-34 y.","West Germany","","","","","3"
"Rather not true","1990","16-34 y.","East Germany","485","0.342856030256512","0.318080400956432","0.367631659556592","3"
"Rather not true","1990","35-65 y.","West Germany","","","","","3"
"Rather not true","1990","35-65 y.","East Germany","555","0.270186084026419","0.250690690766143","0.289681477286694","3"
"Rather not true","1990","66 and older","West Germany","","","","","3"
"Rather not true","1990","66 and older","East Germany","3","","","","3"
"Tends to agree","1990","16-34 y.","West Germany","","","","","2"
"Tends to agree","1990","35-65 y.","West Germany","","","","","2"
"Tends to agree","1990","35-65 y.","East Germany","178","0.0909911797092909","0.0783648205668151","0.103617538851767","2"
"Tends to agree","1990","66 and older","West Germany","","","","","2"
"Tends to agree","1990","16-34 y.","East Germany","179","0.124074301685589","0.106866987499069","0.14128161587211","2"
"Tends to agree","1990","66 and older","East Germany","2","","","","2"
"Totally disagree","1990","16-34 y.","West Germany","","","","","4"
"Totally disagree","1990","16-34 y.","East Germany","678","0.488803211975893","0.462711677671474","0.514894746280311","4"
"Totally disagree","1990","35-65 y.","West Germany","","","","","4"
"Totally disagree","1990","66 and older","West Germany","","","","","4"
"Totally disagree","1990","35-65 y.","East Germany","1133","0.57629149989763","0.554597025291067","0.597985974504192","4"
"Totally disagree","1990","66 and older","East Germany","20","","","","4"
"True entirely","1990","16-34 y.","West Germany","","","","","1"
"True entirely","1990","16-34 y.","East Germany","68","0.0442664560820057","0.0335304110042541","0.0550025011597573","1"
"True entirely","1990","35-65 y.","West Germany","","","","","1"
"True entirely","1990","35-65 y.","East Germany","127","0.062531236366661","0.0519015279275361","0.0731609448057859","1"
"True entirely","1990","66 and older","West Germany","","","","","1"
"True entirely","1990","66 and older","East Germany","2","","","","1"
"Rather not true","1991","16-34 y.","West Germany","11","","","","3"
"Rather not true","1991","16-34 y.","East Germany","472","0.327621176889377","0.303218130335426","0.352024223443328","3"
"Rather not true","1991","35-65 y.","West Germany","2","","","","3"
"Rather not true","1991","35-65 y.","East Germany","578","0.273946502777549","0.254488211456128","0.293404794098969","3"
"Rather not true","1991","66 and older","West Germany","","","","","3"
"Rather not true","1991","66 and older","East Germany","79","0.286373883666819","0.234163856467803","0.338583910865836","3"
