"plh0190","year","sex","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","Male","106","0.0567327221182221","0.0460578170888165","0.0674076271476277"
"True entirely","1990","Female","91","0.053021095405087","0.042129730206539","0.063912460603635"
"Tends to agree","1990","Male","189","0.103326360820822","0.0892803631375519","0.117372358504091"
"Tends to agree","1990","Female","170","0.105280422981453","0.0903626119676975","0.120198233995208"
"Rather not true","1990","Male","566","0.305498505562766","0.284243023363517","0.326753987762015"
"Rather not true","1990","Female","477","0.289963846480926","0.267909206244153","0.312018486717698"
"Totally disagree","1990","Male","943","0.53444241149819","0.511424443238261","0.55746037975812"
"Totally disagree","1990","Female","888","0.551734635132534","0.52756219259775","0.575907077667319"
"True entirely","1991","Male","108","0.0564028705071611","0.0458818333995253","0.0669239076147969"
"True entirely","1991","Female","123","0.066168264899996","0.0550437014541361","0.0772928283458559"
"Tends to agree","1991","Male","195","0.105666194145795","0.0916466949609316","0.119685693330658"
"Tends to agree","1991","Female","211","0.095676716038153","0.0825126886780204","0.108840743398286"
"Rather not true","1991","Male","579","0.295436371243888","0.274629502211428","0.316243240276348"
"Rather not true","1991","Female","563","0.294466589678726","0.274067978721581","0.31486520063587"
"Totally disagree","1991","Male","965","0.542494564103156","0.51977445209967","0.565214676106643"
"Totally disagree","1991","Female","1021","0.543688429383125","0.521397428169613","0.565979430596638"
"True entirely","1992","Male","241","0.0484134072624498","0.0424711761151963","0.0543556384097033"
"True entirely","1992","Female","269","0.051377062154659","0.0455341304209168","0.0572199938884011"
"Tends to agree","1992","Male","507","0.0999808240999626","0.0916760696262504","0.108285578573675"
"Tends to agree","1992","Female","612","0.113338172200362","0.104948084970432","0.121728259430293"
"Rather not true","1992","Male","1708","0.345430009911136","0.332265623013429","0.358594396808844"
"Rather not true","1992","Female","1808","0.333024853736265","0.320551233532126","0.345498473940405"
"Totally disagree","1992","Male","2556","0.506175758726451","0.492334377394345","0.520017140058558"
"Totally disagree","1992","Female","2795","0.502259911908713","0.489026710082472","0.515493113734954"
"True entirely","1993","Male","333","0.0596024932410043","0.0535995106441432","0.0656054758378654"
"True entirely","1993","Female","402","0.0749815991737946","0.0684377147110076","0.0815254836365816"
"Tends to agree","1993","Male","710","0.117486070351822","0.109321504247257","0.125650636456388"
"Tends to agree","1993","Female","773","0.121720373526067","0.113596163726547","0.129844583325586"
"Rather not true","1993","Male","2249","0.371706137784406","0.359452630565057","0.383959645003755"
"Rather not true","1993","Female","2325","0.364300067697726","0.352342611567507","0.376257523827945"
"Totally disagree","1993","Male","2683","0.451205298622767","0.438587860414486","0.463822736831048"
"Totally disagree","1993","Female","2722","0.438997959602413","0.426667008973999","0.451328910230826"
"True entirely","1994","Male","","","",""
"True entirely","1994","Female","","","",""
"Tends to agree","1994","Male","","","",""
"Tends to agree","1994","Female","","","",""
"Rather not true","1994","Male","","","",""
"Rather not true","1994","Female","","","",""
"Totally disagree","1994","Male","","","",""
"Totally disagree","1994","Female","","","",""
"True entirely","1995","Male","281","0.0504009737019543","0.0448796524037779","0.0559222950001306"
"True entirely","1995","Female","306","0.0505974017432356","0.0452193241044639","0.0559754793820072"
