"plh0190","year","education","migback","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","lower secondary degree","no migration background","68","0.0603072305224064","0.0462838759320341","0.0743305851127787"
"True entirely","1990","lower secondary degree","direct migration background","7","","",""
"True entirely","1990","lower secondary degree","indirect migration background","","","",""
"True entirely","1990","secondary school degree","no migration background","93","0.0501591354908807","0.0399150003962142","0.0604032705855471"
"True entirely","1990","secondary school degree","direct migration background","","","",""
"True entirely","1990","secondary school degree","indirect migration background","","","",""
"True entirely","1990","college entrance qualification","no migration background","24","","",""
"True entirely","1990","college entrance qualification","direct migration background","1","","",""
"True entirely","1990","college entrance qualification","indirect migration background","","","",""
"True entirely","1990","Other degree","no migration background","2","","",""
"True entirely","1990","Other degree","direct migration background","","","",""
"True entirely","1990","Other degree","indirect migration background","","","",""
"True entirely","1990","no degree/no degree yet","no migration background","1","","",""
"True entirely","1990","no degree/no degree yet","direct migration background","","","",""
"True entirely","1990","no degree/no degree yet","indirect migration background","","","",""
"Tends to agree","1990","lower secondary degree","no migration background","98","0.077701565650556","0.0619318122849399","0.0934713190161721"
"Tends to agree","1990","lower secondary degree","direct migration background","5","","",""
"Tends to agree","1990","lower secondary degree","indirect migration background","","","",""
"Tends to agree","1990","secondary school degree","no migration background","195","0.116964485816838","0.101881374232105","0.132047597401571"
"Tends to agree","1990","secondary school degree","direct migration background","2","","",""
"Tends to agree","1990","secondary school degree","indirect migration background","","","",""
"Tends to agree","1990","college entrance qualification","no migration background","53","0.127189656712731","0.0958792072308901","0.158500106194572"
"Tends to agree","1990","college entrance qualification","direct migration background","2","","",""
"Tends to agree","1990","college entrance qualification","indirect migration background","","","",""
"Tends to agree","1990","Other degree","no migration background","1","","",""
"Tends to agree","1990","Other degree","direct migration background","2","","",""
"Tends to agree","1990","Other degree","indirect migration background","","","",""
"Tends to agree","1990","no degree/no degree yet","no migration background","1","","",""
"Tends to agree","1990","no degree/no degree yet","direct migration background","","","",""
"Tends to agree","1990","no degree/no degree yet","indirect migration background","","","",""
"Rather not true","1990","lower secondary degree","no migration background","278","0.24665111455542","0.221258121332683","0.272044107778157"
"Rather not true","1990","lower secondary degree","direct migration background","12","","",""
"Rather not true","1990","lower secondary degree","indirect migration background","","","",""
"Rather not true","1990","secondary school degree","no migration background","554","0.314441200641415","0.292650714046153","0.336231687236677"
"Rather not true","1990","secondary school degree","direct migration background","6","","",""
"Rather not true","1990","secondary school degree","indirect migration background","1","","",""
"Rather not true","1990","college entrance qualification","no migration background","166","0.369942355664387","0.324573206584779","0.415311504743995"
"Rather not true","1990","college entrance qualification","direct migration background","8","","",""
"Rather not true","1990","college entrance qualification","indirect migration background","","","",""
"Rather not true","1990","Other degree","no migration background","11","","",""
"Rather not true","1990","Other degree","direct migration background","1","","",""
"Rather not true","1990","Other degree","indirect migration background","","","",""
"Rather not true","1990","no degree/no degree yet","no migration background","3","","",""
"Rather not true","1990","no degree/no degree yet","direct migration background","1","","",""
"Rather not true","1990","no degree/no degree yet","indirect migration background","","","",""
"Totally disagree","1990","lower secondary degree","no migration background","663","0.615340089271618","0.586680474474244","0.643999704068992"
"Totally disagree","1990","lower secondary degree","direct migration background","30","0.533902716357905","0.400850975184839","0.666954457530972"
"Totally disagree","1990","lower secondary degree","indirect migration background","1","","",""
"Totally disagree","1990","secondary school degree","no migration background","902","0.518435178050867","0.4949848210189","0.541885535082833"
"Totally disagree","1990","secondary school degree","direct migration background","13","","",""
"Totally disagree","1990","secondary school degree","indirect migration background","","","",""
"Totally disagree","1990","college entrance qualification","no migration background","192","0.450103771087451","0.403351774879748","0.496855767295154"
"Totally disagree","1990","college entrance qualification","direct migration background","7","","",""
"Totally disagree","1990","college entrance qualification","indirect migration background","","","",""
"Totally disagree","1990","Other degree","no migration background","18","","",""
"Totally disagree","1990","Other degree","direct migration background","1","","",""
"Totally disagree","1990","Other degree","indirect migration background","","","",""
"Totally disagree","1990","no degree/no degree yet","no migration background","2","","",""
"Totally disagree","1990","no degree/no degree yet","direct migration background","","","",""
"Totally disagree","1990","no degree/no degree yet","indirect migration background","","","",""
"True entirely","1991","lower secondary degree","no migration background","86","0.0609323453760151","0.0478382208455643","0.0740264699064659"
"True entirely","1991","lower secondary degree","direct migration background","4","","",""
"True entirely","1991","lower secondary degree","indirect migration background","","","",""
"True entirely","1991","secondary school degree","no migration background","110","0.0642452171052022","0.0529495929900365","0.0755408412203678"
"True entirely","1991","secondary school degree","direct migration background","3","","",""
"True entirely","1991","secondary school degree","indirect migration background","","","",""
"True entirely","1991","college entrance qualification","no migration background","20","","",""
"True entirely","1991","college entrance qualification","direct migration background","4","","",""
"True entirely","1991","college entrance qualification","indirect migration background","","","",""
"True entirely","1991","Other degree","no migration background","3","","",""
"True entirely","1991","Other degree","direct migration background","","","",""
"True entirely","1991","Other degree","indirect migration background","","","",""
"True entirely","1991","no degree/no degree yet","no migration background","","","",""
"True entirely","1991","no degree/no degree yet","direct migration background","","","",""
"True entirely","1991","no degree/no degree yet","indirect migration background","","","",""
"Tends to agree","1991","lower secondary degree","no migration background","119","0.0793040111665431","0.0645125941580632","0.094095428175023"
"Tends to agree","1991","lower secondary degree","direct migration background","9","","",""
"Tends to agree","1991","lower secondary degree","indirect migration background","","","",""
"Tends to agree","1991","secondary school degree","no migration background","218","0.115293308093402","0.100579993871918","0.130006622314886"
"Tends to agree","1991","secondary school degree","direct migration background","1","","",""
"Tends to agree","1991","secondary school degree","indirect migration background","1","","",""
"Tends to agree","1991","college entrance qualification","no migration background","49","0.122920890662064","0.0927177296925788","0.153124051631549"
"Tends to agree","1991","college entrance qualification","direct migration background","1","","",""
"Tends to agree","1991","college entrance qualification","indirect migration background","","","",""
"Tends to agree","1991","Other degree","no migration background","1","","",""
"Tends to agree","1991","Other degree","direct migration background","","","",""
"Tends to agree","1991","Other degree","indirect migration background","","","",""
"Tends to agree","1991","no degree/no degree yet","no migration background","2","","",""
"Tends to agree","1991","no degree/no degree yet","direct migration background","1","","",""
"Tends to agree","1991","no degree/no degree yet","indirect migration background","","","",""
"Rather not true","1991","lower secondary degree","no migration background","337","0.261918339959371","0.237850382222064","0.285986297696678"
"Rather not true","1991","lower secondary degree","direct migration background","16","","",""
"Rather not true","1991","lower secondary degree","indirect migration background","","","",""
"Rather not true","1991","secondary school degree","no migration background","558","0.301293224733426","0.280155854046495","0.322430595420358"
"Rather not true","1991","secondary school degree","direct migration background","11","","",""
"Rather not true","1991","secondary school degree","indirect migration background","","","",""
"Rather not true","1991","college entrance qualification","no migration background","172","0.363475512033215","0.319230399787163","0.407720624279266"
"Rather not true","1991","college entrance qualification","direct migration background","9","","",""
"Rather not true","1991","college entrance qualification","indirect migration background","","","",""
"Rather not true","1991","Other degree","no migration background","10","","",""
"Rather not true","1991","Other degree","direct migration background","","","",""
"Rather not true","1991","Other degree","indirect migration background","","","",""
"Rather not true","1991","no degree/no degree yet","no migration background","14","","",""
"Rather not true","1991","no degree/no degree yet","direct migration background","","","",""
"Rather not true","1991","no degree/no degree yet","indirect migration background","","","",""
"Totally disagree","1991","lower secondary degree","no migration background","740","0.597845303498071","0.571004527858676","0.624686079137466"
"Totally disagree","1991","lower secondary degree","direct migration background","36","0.568588365859548","0.44818563877224","0.688991092946856"
"Totally disagree","1991","lower secondary degree","indirect migration background","","","",""
"Totally disagree","1991","secondary school degree","no migration background","924","0.51916825006797","0.496150682078659","0.54218581805728"
"Totally disagree","1991","secondary school degree","direct migration background","13","","",""
"Totally disagree","1991","secondary school degree","indirect migration background","","","",""
"Totally disagree","1991","college entrance qualification","no migration background","213","0.470644070938986","0.42473057611846","0.516557565759511"
"Totally disagree","1991","college entrance qualification","direct migration background","8","","",""
"Totally disagree","1991","college entrance qualification","indirect migration background","","","",""
"Totally disagree","1991","Other degree","no migration background","23","","",""
"Totally disagree","1991","Other degree","direct migration background","3","","",""
"Totally disagree","1991","Other degree","indirect migration background","","","",""
"Totally disagree","1991","no degree/no degree yet","no migration background","15","","",""
"Totally disagree","1991","no degree/no degree yet","direct migration background","1","","",""
"Totally disagree","1991","no degree/no degree yet","indirect migration background","","","",""
"True entirely","1992","lower secondary degree","no migration background","249","0.0546417002126651","0.0481619009033916","0.0611214995219386"
"True entirely","1992","lower secondary degree","direct migration background","17","","",""
"True entirely","1992","lower secondary degree","indirect migration background","","","",""
"True entirely","1992","secondary school degree","no migration background","154","0.0455742668312854","0.0383773443483793","0.0527711893141914"
"True entirely","1992","secondary school degree","direct migration background","2","","",""
"True entirely","1992","secondary school degree","indirect migration background","4","","",""
"True entirely","1992","college entrance qualification","no migration background","57","0.0432798540151766","0.0330265465627577","0.0535331614675955"
"True entirely","1992","college entrance qualification","direct migration background","4","","",""
"True entirely","1992","college entrance qualification","indirect migration background","","","",""
"True entirely","1992","Other degree","no migration background","5","","",""
"True entirely","1992","Other degree","direct migration background","","","",""
"True entirely","1992","Other degree","indirect migration background","","","",""
"True entirely","1992","no degree/no degree yet","no migration background","11","","",""
"True entirely","1992","no degree/no degree yet","direct migration background","1","","",""
"True entirely","1992","no degree/no degree yet","indirect migration background","","","",""
"Tends to agree","1992","lower secondary degree","no migration background","512","0.110154499945699","0.101228442894846","0.119080556996551"
"Tends to agree","1992","lower secondary degree","direct migration background","37","0.118063085006599","0.0817897803600515","0.154336389653147"
"Tends to agree","1992","lower secondary degree","indirect migration background","1","","",""
"Tends to agree","1992","secondary school degree","no migration background","347","0.111497227099223","0.100636038961227","0.122358415237219"
"Tends to agree","1992","secondary school degree","direct migration background","15","","",""
"Tends to agree","1992","secondary school degree","indirect migration background","3","","",""
"Tends to agree","1992","college entrance qualification","no migration background","142","0.0914744264614649","0.0769483925784934","0.106000460344436"
"Tends to agree","1992","college entrance qualification","direct migration background","8","","",""
"Tends to agree","1992","college entrance qualification","indirect migration background","1","","",""
"Tends to agree","1992","Other degree","no migration background","9","","",""
"Tends to agree","1992","Other degree","direct migration background","1","","",""
"Tends to agree","1992","Other degree","indirect migration background","1","","",""
"Tends to agree","1992","no degree/no degree yet","no migration background","23","","",""
"Tends to agree","1992","no degree/no degree yet","direct migration background","2","","",""
"Tends to agree","1992","no degree/no degree yet","indirect migration background","2","","",""
"Rather not true","1992","lower secondary degree","no migration background","1558","0.330846778924532","0.317432186742772","0.344261371106291"
"Rather not true","1992","lower secondary degree","direct migration background","99","0.339698498070959","0.286459575828006","0.392937420313911"
"Rather not true","1992","lower secondary degree","indirect migration background","17","","",""
"Rather not true","1992","secondary school degree","no migration background","1061","0.341798296711292","0.325430871788769","0.358165721633815"
"Rather not true","1992","secondary school degree","direct migration background","35","0.310144020332921","0.224859582326023","0.395428458339819"
"Rather not true","1992","secondary school degree","indirect migration background","5","","",""
"Rather not true","1992","college entrance qualification","no migration background","556","0.374654466518686","0.350264898381813","0.399044034655559"
"Rather not true","1992","college entrance qualification","direct migration background","24","","",""
"Rather not true","1992","college entrance qualification","indirect migration background","3","","",""
"Rather not true","1992","Other degree","no migration background","16","","",""
"Rather not true","1992","Other degree","direct migration background","4","","",""
"Rather not true","1992","Other degree","indirect migration background","","","",""
"Rather not true","1992","no degree/no degree yet","no migration background","74","0.405996580908398","0.33503964717925","0.476953514637546"
"Rather not true","1992","no degree/no degree yet","direct migration background","6","","",""
"Rather not true","1992","no degree/no degree yet","indirect migration background","5","","",""
"Totally disagree","1992","lower secondary degree","no migration background","2407","0.504357020917105","0.490102430367298","0.518611611466911"
"Totally disagree","1992","lower secondary degree","direct migration background","151","0.477867915703017","0.421717183217164","0.534018648188871"
"Totally disagree","1992","lower secondary degree","indirect migration background","14","","",""
"Totally disagree","1992","secondary school degree","no migration background","1664","0.5011302093582","0.483876407579446","0.518384011136953"
"Totally disagree","1992","secondary school degree","direct migration background","61","0.557488074971106","0.465910497746135","0.649065652196076"
"Totally disagree","1992","secondary school degree","indirect migration background","12","","",""
"Totally disagree","1992","college entrance qualification","no migration background","758","0.490591253004673","0.465401626604651","0.515780879404694"
"Totally disagree","1992","college entrance qualification","direct migration background","58","0.704641193197769","0.612417366044361","0.796865020351177"
"Totally disagree","1992","college entrance qualification","indirect migration background","5","","",""
"Totally disagree","1992","Other degree","no migration background","39","0.586370688194538","0.470168227275508","0.702573149113568"
"Totally disagree","1992","Other degree","direct migration background","10","","",""
"Totally disagree","1992","Other degree","indirect migration background","1","","",""
"Totally disagree","1992","no degree/no degree yet","no migration background","76","0.415200449531939","0.344001825262363","0.486399073801516"
"Totally disagree","1992","no degree/no degree yet","direct migration background","6","","",""
"Totally disagree","1992","no degree/no degree yet","indirect migration background","3","","",""
"True entirely","1993","lower secondary degree","no migration background","314","0.0769425176293379","0.0690885846449133","0.0847964506137625"
"True entirely","1993","lower secondary degree","direct migration background","39","0.0859623706765748","0.0630907776813072","0.108833963671842"
"True entirely","1993","lower secondary degree","indirect migration background","12","","",""
"True entirely","1993","secondary school degree","no migration background","170","0.0640636777492859","0.0555003373633828","0.072627018135189"
"True entirely","1993","secondary school degree","direct migration background","10","","",""
"True entirely","1993","secondary school degree","indirect migration background","5","","",""
"True entirely","1993","college entrance qualification","no migration background","78","0.0521117733753674","0.0409897986954373","0.0632337480552976"
"True entirely","1993","college entrance qualification","direct migration background","6","","",""
"True entirely","1993","college entrance qualification","indirect migration background","1","","",""
"True entirely","1993","Other degree","no migration background","2","","",""
"True entirely","1993","Other degree","direct migration background","46","0.0603618667683553","0.0440413807746445","0.0766823527620661"
"True entirely","1993","Other degree","indirect migration background","","","",""
"True entirely","1993","no degree/no degree yet","no migration background","13","","",""
"True entirely","1993","no degree/no degree yet","direct migration background","24","","",""
"True entirely","1993","no degree/no degree yet","indirect migration background","3","","",""
"Tends to agree","1993","lower secondary degree","no migration background","539","0.122294182459089","0.112638854967712","0.131949509950466"
"Tends to agree","1993","lower secondary degree","direct migration background","56","0.108217321932591","0.0828696491720501","0.133564994693132"
"Tends to agree","1993","lower secondary degree","indirect migration background","23","","",""
"Tends to agree","1993","secondary school degree","no migration background","366","0.125358374235743","0.113778445956513","0.136938302514973"
"Tends to agree","1993","secondary school degree","direct migration background","29","","",""
"Tends to agree","1993","secondary school degree","indirect migration background","10","","",""
"Tends to agree","1993","college entrance qualification","no migration background","147","0.0905713518179411","0.0762093442383635","0.104933359397519"
"Tends to agree","1993","college entrance qualification","direct migration background","11","","",""
"Tends to agree","1993","college entrance qualification","indirect migration background","3","","",""
"Tends to agree","1993","Other degree","no migration background","9","","",""
"Tends to agree","1993","Other degree","direct migration background","143","0.168214772227274","0.142581201525074","0.193848342929475"
"Tends to agree","1993","Other degree","indirect migration background","1","","",""
