"plh0190","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"True entirely","1992","Not Employed","(0) in school","4","","",""
"True entirely","1992","Not Employed","(1a) inadequately completed","4","","",""
"True entirely","1992","Not Employed","(1b) general elementary school","46","0.0537316580856616","0.0381162222700126","0.0693470939013106"
"True entirely","1992","Not Employed","(1c) basic vocational qualification","66","0.0604026648284496","0.0466991832942006","0.0741061463626985"
"True entirely","1992","Not Employed","(2b) intermediate general qualification","9","","",""
"True entirely","1992","Not Employed","(2a) intermediate vocational","17","","",""
"True entirely","1992","Not Employed","(2c_gen) general maturity certificate","3","","",""
"True entirely","1992","Not Employed","(2c_voc) vocational maturity certificate","3","","",""
"True entirely","1992","Not Employed","(3a) lower tertiary education","9","","",""
"True entirely","1992","Not Employed","(3b) higher tertiary education","8","","",""
"True entirely","1992","Employed","(0) in school","1","","",""
"True entirely","1992","Employed","(1a) inadequately completed","4","","",""
"True entirely","1992","Employed","(1b) general elementary school","27","","",""
"True entirely","1992","Employed","(1c) basic vocational qualification","122","0.0556143628142701","0.0465433448357808","0.0646853807927595"
"True entirely","1992","Employed","(2b) intermediate general qualification","9","","",""
"True entirely","1992","Employed","(2a) intermediate vocational","99","0.0442481716317196","0.0352735659571285","0.0532227773063107"
"True entirely","1992","Employed","(2c_gen) general maturity certificate","6","","",""
"True entirely","1992","Employed","(2c_voc) vocational maturity certificate","10","","",""
"True entirely","1992","Employed","(3a) lower tertiary education","37","0.0567660124117626","0.039500579979272","0.0740314448442533"
"True entirely","1992","Employed","(3b) higher tertiary education","21","","",""
"Tends to agree","1992","Not Employed","(0) in school","10","","",""
"Tends to agree","1992","Not Employed","(1a) inadequately completed","12","","",""
"Tends to agree","1992","Not Employed","(1b) general elementary school","93","0.108492118324064","0.0869547060757563","0.130029530572372"
"Tends to agree","1992","Not Employed","(1c) basic vocational qualification","110","0.0982915386159494","0.081166832767371","0.115416244464528"
"Tends to agree","1992","Not Employed","(2b) intermediate general qualification","24","","",""
"Tends to agree","1992","Not Employed","(2a) intermediate vocational","66","0.161203168544224","0.12586723225079","0.196539104837657"
