"plh0190","year","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1990","West Germany","","","","","3"
"Rather not true","1990","East Germany","1043","0.298329243908937","0.283017818146928","0.313640669670947","3"
"Tends to agree","1990","West Germany","","","","","2"
"Tends to agree","1990","East Germany","359","0.104228162581878","0.0940024807890286","0.114453844374727","2"
"Totally disagree","1990","West Germany","","","","","4"
"Totally disagree","1990","East Germany","1831","0.542422791058374","0.525750234936008","0.55909534718074","4"
"True entirely","1990","West Germany","","","","","1"
"True entirely","1990","East Germany","197","0.0550198024508112","0.0473889703454828","0.0626506345561397","1"
"Rather not true","1991","East Germany","1129","0.294198695880312","0.279569178658804","0.30882821310182","3"
"Rather not true","1991","West Germany","13","","","","3"
"Tends to agree","1991","West Germany","2","","","","2"
"Tends to agree","1991","East Germany","404","0.10158137330736","0.0918826446693775","0.111280101945342","2"
"Totally disagree","1991","East Germany","1965","0.542784405620253","0.526790939569469","0.558777871671036","4"
"Totally disagree","1991","West Germany","21","","","","4"
"True entirely","1991","West Germany","2","","","","1"
"True entirely","1991","East Germany","229","0.0614355251920753","0.0537263087635393","0.0691447416206113","1"
"Rather not true","1992","West Germany","2337","0.344543800596726","0.333285951511466","0.355801649681986","3"
"Rather not true","1992","East Germany","1179","0.316938052517987","0.301845614079755","0.332030490956218","3"
"Tends to agree","1992","East Germany","378","0.0998409762275205","0.090116724254003","0.109565228201038","2"
"Tends to agree","1992","West Germany","741","0.10877185820802","0.101395974097626","0.116147742318414","2"
"Totally disagree","1992","West Germany","3476","0.499822380291923","0.487977481842326","0.51166727874152","4"
"Totally disagree","1992","East Germany","1875","0.521066912551748","0.504862759234221","0.537271065869275","4"
"True entirely","1992","West Germany","291","0.0468619609033316","0.0418552848219079","0.0518686369847552","1"
"True entirely","1992","East Germany","219","0.062154058702745","0.0543225998040922","0.0699855176013979","1"
"Rather not true","1993","West Germany","3244","0.362750533003671","0.35272338717982","0.372777678827523","3"
"Rather not true","1993","East Germany","1330","0.391131907954113","0.37464349759043","0.407620318317796","3"
"Tends to agree","1993","West Germany","1073","0.118363663785277","0.111626571425053","0.1251007561455","2"
"Tends to agree","1993","East Germany","410","0.125562340765338","0.11436668117852","0.136758000352155","2"
"Totally disagree","1993","West Germany","3984","0.451207062425585","0.440829131826423","0.461584993024747","4"
"Totally disagree","1993","East Germany","1421","0.416474273146954","0.399817930348522","0.433130615945385","4"
"True entirely","1993","West Germany","531","0.0676787407854669","0.0624399930109541","0.0729174885599798","1"
"True entirely","1993","East Germany","204","0.0668314781335957","0.0583937383006483","0.0752692179665432","1"
"Rather not true","1994","West Germany","","","","","3"
"Rather not true","1994","East Germany","","","","","3"
