"plh0190","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","West Germany","Male","","","",""
"True entirely","1990","West Germany","Female","","","",""
"True entirely","1990","East Germany","Male","106","0.0567327221182221","0.0460578170888165","0.0674076271476277"
"True entirely","1990","East Germany","Female","91","0.053021095405087","0.042129730206539","0.063912460603635"
"Tends to agree","1990","West Germany","Male","","","",""
"Tends to agree","1990","West Germany","Female","","","",""
"Tends to agree","1990","East Germany","Male","189","0.103326360820822","0.0892803631375519","0.117372358504091"
"Tends to agree","1990","East Germany","Female","170","0.105280422981453","0.0903626119676975","0.120198233995208"
"Rather not true","1990","West Germany","Male","","","",""
"Rather not true","1990","West Germany","Female","","","",""
"Rather not true","1990","East Germany","Male","566","0.305498505562766","0.284243023363517","0.326753987762015"
"Rather not true","1990","East Germany","Female","477","0.289963846480926","0.267909206244153","0.312018486717698"
"Totally disagree","1990","West Germany","Male","","","",""
"Totally disagree","1990","West Germany","Female","","","",""
"Totally disagree","1990","East Germany","Male","943","0.53444241149819","0.511424443238261","0.55746037975812"
"Totally disagree","1990","East Germany","Female","888","0.551734635132534","0.52756219259775","0.575907077667319"
"True entirely","1991","West Germany","Male","2","","",""
"True entirely","1991","West Germany","Female","","","",""
"True entirely","1991","East Germany","Male","106","0.0557860568830432","0.0452592721547022","0.0663128416113843"
"True entirely","1991","East Germany","Female","123","0.0669508713350973","0.0557155006593489","0.0781862420108456"
"Tends to agree","1991","West Germany","Male","","","",""
"Tends to agree","1991","West Germany","Female","2","","",""
"Tends to agree","1991","East Germany","Male","195","0.107341072086223","0.0931431939184494","0.121538950253997"
"Tends to agree","1991","East Germany","Female","209","0.0959584136397774","0.0827182678634122","0.109198559416143"
"Rather not true","1991","West Germany","Male","8","","",""
"Rather not true","1991","West Germany","Female","5","","",""
"Rather not true","1991","East Germany","Male","571","0.29438334432931","0.273478894911874","0.315287793746746"
"Rather not true","1991","East Germany","Female","558","0.294018431109313","0.273537910502798","0.314498951715829"
"Totally disagree","1991","West Germany","Male","11","","",""
"Totally disagree","1991","West Germany","Female","10","","",""
"Totally disagree","1991","East Germany","Male","954","0.542489526701424","0.519639121608911","0.565339931793936"
"Totally disagree","1991","East Germany","Female","1011","0.543072283915812","0.520679421949663","0.565465145881962"
"True entirely","1992","West Germany","Male","142","0.0466298597562411","0.0393865772850112","0.053873142227471"
