"plh0190","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1990","no migration background","general elemantary","81","0.327616297852282","0.268965776673053","0.38626681903151","3"
"Rather not true","1990","no migration background","middle vocational","590","0.297801053011223","0.277607711999981","0.317994394022466","3"
"Rather not true","1990","no migration background","inadequately","3","","","","3"
"Rather not true","1990","no migration background","vocational + Abi","26","","","","3"
"Rather not true","1990","direct migration background","vocational + Abi","1","","","","3"
"Rather not true","1990","direct migration background","higher vocational","3","","","","3"
"Rather not true","1990","direct migration background","higher education","12","","","","3"
"Rather not true","1990","no migration background","higher vocational","51","0.220927061504913","0.165471848378211","0.276382274631614","3"
"Rather not true","1990","no migration background","in school","","","","","3"
"Rather not true","1990","direct migration background","middle vocational","9","","","","3"
"Rather not true","1990","no migration background","higher education","262","0.304214276081308","0.272839139899452","0.335589412263164","3"
"Rather not true","1990","direct migration background","in school","","","","","3"
"Rather not true","1990","direct migration background","inadequately","1","","","","3"
"Rather not true","1990","direct migration background","general elemantary","2","","","","3"
"Rather not true","1990","indirect migration background","higher vocational","","","","","3"
"Rather not true","1990","indirect migration background","higher education","","","","","3"
"Rather not true","1990","indirect migration background","in school","","","","","3"
"Rather not true","1990","indirect migration background","inadequately","","","","","3"
"Rather not true","1990","indirect migration background","general elemantary","","","","","3"
"Rather not true","1990","indirect migration background","middle vocational","1","","","","3"
"Rather not true","1990","indirect migration background","vocational + Abi","","","","","3"
"Tends to agree","1990","no migration background","higher education","86","0.107549356884195","0.086421566489128","0.128677147279262","2"
"Tends to agree","1990","no migration background","middle vocational","206","0.102825687173651","0.089413358001342","0.116238016345961","2"
"Tends to agree","1990","no migration background","vocational + Abi","7","","","","2"
"Tends to agree","1990","no migration background","general elemantary","33","0.110871288059869","0.071636401489632","0.150106174630107","2"
"Tends to agree","1990","no migration background","inadequately","1","","","","2"
"Tends to agree","1990","no migration background","higher vocational","15","","","","2"
"Tends to agree","1990","no migration background","in school","","","","","2"
"Tends to agree","1990","direct migration background","in school","","","","","2"
"Tends to agree","1990","direct migration background","inadequately","","","","","2"
"Tends to agree","1990","direct migration background","general elemantary","","","","","2"
"Tends to agree","1990","direct migration background","middle vocational","7","","","","2"
"Tends to agree","1990","direct migration background","vocational + Abi","1","","","","2"
"Tends to agree","1990","direct migration background","higher vocational","1","","","","2"
"Tends to agree","1990","direct migration background","higher education","2","","","","2"
"Tends to agree","1990","indirect migration background","in school","","","","","2"
"Tends to agree","1990","indirect migration background","inadequately","","","","","2"
"Tends to agree","1990","indirect migration background","general elemantary","","","","","2"
"Tends to agree","1990","indirect migration background","middle vocational","","","","","2"
"Tends to agree","1990","indirect migration background","vocational + Abi","","","","","2"
"Tends to agree","1990","indirect migration background","higher vocational","","","","","2"
"Tends to agree","1990","indirect migration background","higher education","","","","","2"
"Totally disagree","1990","direct migration background","middle vocational","27","","","","4"
"Totally disagree","1990","direct migration background","higher vocational","4","","","","4"
"Totally disagree","1990","direct migration background","vocational + Abi","1","","","","4"
"Totally disagree","1990","no migration background","general elemantary","120","0.516902480774651","0.454456822317731","0.57934813923157","4"
"Totally disagree","1990","indirect migration background","higher education","","","","","4"
"Totally disagree","1990","direct migration background","higher education","15","","","","4"
"Totally disagree","1990","no migration background","inadequately","","","","","4"
"Totally disagree","1990","no migration background","in school","1","","","","4"
"Totally disagree","1990","direct migration background","in school","","","","","4"
"Totally disagree","1990","direct migration background","inadequately","","","","","4"
"Totally disagree","1990","direct migration background","general elemantary","4","","","","4"
