"plh0190","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","lower secondary degree","1-pers.-HH","6","","",""
"True entirely","1990","lower secondary degree","(Married) couple without C. ","31","0.0761075021085899","0.0501860385341172","0.102028965683062"
"True entirely","1990","lower secondary degree","Single parent ","2","","",""
"True entirely","1990","lower secondary degree","Couple + C. LE 16 ","10","","",""
"True entirely","1990","lower secondary degree","Couple + C. GT 16 ","20","","",""
"True entirely","1990","lower secondary degree","Couple + C. LE and GT 16","1","","",""
"True entirely","1990","secondary school degree","1-pers.-HH","3","","",""
"True entirely","1990","secondary school degree","(Married) couple without C. ","8","","",""
"True entirely","1990","secondary school degree","Single parent ","7","","",""
"True entirely","1990","secondary school degree","Couple + C. LE 16 ","40","0.0455400376375874","0.0316624463584597","0.0594176289167151"
"True entirely","1990","secondary school degree","Couple + C. GT 16 ","18","","",""
"True entirely","1990","secondary school degree","Couple + C. LE and GT 16","10","","",""
"True entirely","1990","college entrance qualification","1-pers.-HH","1","","",""
"True entirely","1990","college entrance qualification","(Married) couple without C. ","3","","",""
"True entirely","1990","college entrance qualification","Single parent ","","","",""
"True entirely","1990","college entrance qualification","Couple + C. LE 16 ","10","","",""
"True entirely","1990","college entrance qualification","Couple + C. GT 16 ","7","","",""
"True entirely","1990","college entrance qualification","Couple + C. LE and GT 16","2","","",""
"True entirely","1990","Other degree","1-pers.-HH","","","",""
"True entirely","1990","Other degree","(Married) couple without C. ","","","",""
"True entirely","1990","Other degree","Single parent ","","","",""
"True entirely","1990","Other degree","Couple + C. LE 16 ","1","","",""
"True entirely","1990","Other degree","Couple + C. GT 16 ","","","",""
"True entirely","1990","Other degree","Couple + C. LE and GT 16","","","",""
"True entirely","1990","no degree/no degree yet","1-pers.-HH","","","",""
"True entirely","1990","no degree/no degree yet","(Married) couple without C. ","","","",""
"True entirely","1990","no degree/no degree yet","Single parent ","","","",""
"True entirely","1990","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"True entirely","1990","no degree/no degree yet","Couple + C. GT 16 ","1","","",""
"True entirely","1990","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Tends to agree","1990","lower secondary degree","1-pers.-HH","3","","",""
"Tends to agree","1990","lower secondary degree","(Married) couple without C. ","36","0.0824868678314793","0.0555942168552487","0.10937951880771"
"Tends to agree","1990","lower secondary degree","Single parent ","4","","",""
"Tends to agree","1990","lower secondary degree","Couple + C. LE 16 ","27","","",""
"Tends to agree","1990","lower secondary degree","Couple + C. GT 16 ","21","","",""
"Tends to agree","1990","lower secondary degree","Couple + C. LE and GT 16","5","","",""
"Tends to agree","1990","secondary school degree","1-pers.-HH","8","","",""
"Tends to agree","1990","secondary school degree","(Married) couple without C. ","23","","",""
"Tends to agree","1990","secondary school degree","Single parent ","10","","",""
"Tends to agree","1990","secondary school degree","Couple + C. LE 16 ","89","0.107761071864137","0.0871210535991478","0.128401090129126"
"Tends to agree","1990","secondary school degree","Couple + C. GT 16 ","31","0.0966603593233896","0.0638719361985391","0.12944878244824"
"Tends to agree","1990","secondary school degree","Couple + C. LE and GT 16","25","","",""
"Tends to agree","1990","college entrance qualification","1-pers.-HH","3","","",""
"Tends to agree","1990","college entrance qualification","(Married) couple without C. ","7","","",""
"Tends to agree","1990","college entrance qualification","Single parent ","2","","",""
"Tends to agree","1990","college entrance qualification","Couple + C. LE 16 ","24","","",""
