"plh0190","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","no migration background","(0) in school","1","","",""
"True entirely","1990","no migration background","(1a) inadequately completed","","","",""
"True entirely","1990","no migration background","(1b) general elementary school","4","","",""
"True entirely","1990","no migration background","(1c) basic vocational qualification","61","0.0630362700208597","0.04744204084019","0.0786304992015295"
"True entirely","1990","no migration background","(2b) intermediate general qualification","8","","",""
"True entirely","1990","no migration background","(2a) intermediate vocational","69","0.0529819845626085","0.0404841796126717","0.0654797895125454"
"True entirely","1990","no migration background","(2c_gen) general maturity certificate","2","","",""
"True entirely","1990","no migration background","(2c_voc) vocational maturity certificate","3","","",""
"True entirely","1990","no migration background","(3a) lower tertiary education","27","","",""
"True entirely","1990","no migration background","(3b) higher tertiary education","13","","",""
"True entirely","1990","direct migration background","(0) in school","","","",""
"True entirely","1990","direct migration background","(1a) inadequately completed","","","",""
"True entirely","1990","direct migration background","(1b) general elementary school","3","","",""
"True entirely","1990","direct migration background","(1c) basic vocational qualification","4","","",""
"True entirely","1990","direct migration background","(2b) intermediate general qualification","","","",""
"True entirely","1990","direct migration background","(2a) intermediate vocational","","","",""
"True entirely","1990","direct migration background","(2c_gen) general maturity certificate","","","",""
"True entirely","1990","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"True entirely","1990","direct migration background","(3a) lower tertiary education","","","",""
"True entirely","1990","direct migration background","(3b) higher tertiary education","1","","",""
"True entirely","1990","indirect migration background","(0) in school","","","",""
"True entirely","1990","indirect migration background","(1a) inadequately completed","","","",""
"True entirely","1990","indirect migration background","(1b) general elementary school","","","",""
"True entirely","1990","indirect migration background","(1c) basic vocational qualification","","","",""
"True entirely","1990","indirect migration background","(2b) intermediate general qualification","","","",""
"True entirely","1990","indirect migration background","(2a) intermediate vocational","","","",""
"True entirely","1990","indirect migration background","(2c_gen) general maturity certificate","","","",""
"True entirely","1990","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"True entirely","1990","indirect migration background","(3a) lower tertiary education","","","",""
"True entirely","1990","indirect migration background","(3b) higher tertiary education","","","",""
"Tends to agree","1990","no migration background","(0) in school","","","",""
"Tends to agree","1990","no migration background","(1a) inadequately completed","1","","",""
"Tends to agree","1990","no migration background","(1b) general elementary school","12","","",""
"Tends to agree","1990","no migration background","(1c) basic vocational qualification","81","0.0761232642709395","0.0591066565879444","0.0931398719539347"
"Tends to agree","1990","no migration background","(2b) intermediate general qualification","21","","",""
"Tends to agree","1990","no migration background","(2a) intermediate vocational","137","0.11991018781422","0.101785019441423","0.138035356187017"
"Tends to agree","1990","no migration background","(2c_gen) general maturity certificate","2","","",""
"Tends to agree","1990","no migration background","(2c_voc) vocational maturity certificate","8","","",""
"Tends to agree","1990","no migration background","(3a) lower tertiary education","58","0.110653721689072","0.0840217730119843","0.137285670366159"
"Tends to agree","1990","no migration background","(3b) higher tertiary education","28","","",""
"Tends to agree","1990","direct migration background","(0) in school","","","",""
"Tends to agree","1990","direct migration background","(1a) inadequately completed","","","",""
"Tends to agree","1990","direct migration background","(1b) general elementary school","","","",""
"Tends to agree","1990","direct migration background","(1c) basic vocational qualification","6","","",""
"Tends to agree","1990","direct migration background","(2b) intermediate general qualification","","","",""
"Tends to agree","1990","direct migration background","(2a) intermediate vocational","1","","",""
"Tends to agree","1990","direct migration background","(2c_gen) general maturity certificate","","","",""
"Tends to agree","1990","direct migration background","(2c_voc) vocational maturity certificate","2","","",""
"Tends to agree","1990","direct migration background","(3a) lower tertiary education","1","","",""
"Tends to agree","1990","direct migration background","(3b) higher tertiary education","1","","",""
"Tends to agree","1990","indirect migration background","(0) in school","","","",""
"Tends to agree","1990","indirect migration background","(1a) inadequately completed","","","",""
"Tends to agree","1990","indirect migration background","(1b) general elementary school","","","",""
"Tends to agree","1990","indirect migration background","(1c) basic vocational qualification","","","",""
"Tends to agree","1990","indirect migration background","(2b) intermediate general qualification","","","",""
"Tends to agree","1990","indirect migration background","(2a) intermediate vocational","","","",""
"Tends to agree","1990","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Tends to agree","1990","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Tends to agree","1990","indirect migration background","(3a) lower tertiary education","","","",""
"Tends to agree","1990","indirect migration background","(3b) higher tertiary education","","","",""
"Rather not true","1990","no migration background","(0) in school","","","",""
"Rather not true","1990","no migration background","(1a) inadequately completed","3","","",""
"Rather not true","1990","no migration background","(1b) general elementary school","35","0.279568444755281","0.19927170602583","0.359865183484732"
"Rather not true","1990","no migration background","(1c) basic vocational qualification","231","0.247488754250458","0.219797571791625","0.275179936709292"
"Rather not true","1990","no migration background","(2b) intermediate general qualification","46","0.379379766921354","0.294654515516438","0.46410501832627"
"Rather not true","1990","no migration background","(2a) intermediate vocational","403","0.322249199458043","0.29617437133628","0.348324027579805"
"Rather not true","1990","no migration background","(2c_gen) general maturity certificate","6","","",""
"Rather not true","1990","no migration background","(2c_voc) vocational maturity certificate","26","","",""
"Rather not true","1990","no migration background","(3a) lower tertiary education","146","0.26190186250113","0.224575915534316","0.299227809467943"
"Rather not true","1990","no migration background","(3b) higher tertiary education","116","0.3799794316985","0.32440214075877","0.43555672263823"
"Rather not true","1990","direct migration background","(0) in school","","","",""
"Rather not true","1990","direct migration background","(1a) inadequately completed","1","","",""
"Rather not true","1990","direct migration background","(1b) general elementary school","2","","",""
"Rather not true","1990","direct migration background","(1c) basic vocational qualification","8","","",""
"Rather not true","1990","direct migration background","(2b) intermediate general qualification","","","",""
"Rather not true","1990","direct migration background","(2a) intermediate vocational","4","","",""
"Rather not true","1990","direct migration background","(2c_gen) general maturity certificate","","","",""
"Rather not true","1990","direct migration background","(2c_voc) vocational maturity certificate","1","","",""
"Rather not true","1990","direct migration background","(3a) lower tertiary education","5","","",""
"Rather not true","1990","direct migration background","(3b) higher tertiary education","7","","",""
"Rather not true","1990","indirect migration background","(0) in school","","","",""
"Rather not true","1990","indirect migration background","(1a) inadequately completed","","","",""
"Rather not true","1990","indirect migration background","(1b) general elementary school","","","",""
"Rather not true","1990","indirect migration background","(1c) basic vocational qualification","","","",""
"Rather not true","1990","indirect migration background","(2b) intermediate general qualification","","","",""
"Rather not true","1990","indirect migration background","(2a) intermediate vocational","1","","",""
"Rather not true","1990","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Rather not true","1990","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Rather not true","1990","indirect migration background","(3a) lower tertiary education","","","",""
"Rather not true","1990","indirect migration background","(3b) higher tertiary education","","","",""
"Totally disagree","1990","no migration background","(0) in school","","","",""
"Totally disagree","1990","no migration background","(1a) inadequately completed","2","","",""
"Totally disagree","1990","no migration background","(1b) general elementary school","69","0.606840612085803","0.519447116241035","0.694234107930571"
"Totally disagree","1990","no migration background","(1c) basic vocational qualification","560","0.613351711457743","0.582103863993673","0.644599558921812"
"Totally disagree","1990","no migration background","(2b) intermediate general qualification","51","0.420009292459736","0.333830027476444","0.506188557443027"
"Totally disagree","1990","no migration background","(2a) intermediate vocational","625","0.504858628165129","0.476962751747185","0.532754504583072"
"Totally disagree","1990","no migration background","(2c_gen) general maturity certificate","3","","",""
"Totally disagree","1990","no migration background","(2c_voc) vocational maturity certificate","29","","",""
"Totally disagree","1990","no migration background","(3a) lower tertiary education","302","0.579222824035456","0.537311304468735","0.621134343602176"
"Totally disagree","1990","no migration background","(3b) higher tertiary education","136","0.474565820775842","0.417388780729755","0.531742860821929"
"Totally disagree","1990","direct migration background","(0) in school","","","",""
"Totally disagree","1990","direct migration background","(1a) inadequately completed","","","",""
"Totally disagree","1990","direct migration background","(1b) general elementary school","4","","",""
"Totally disagree","1990","direct migration background","(1c) basic vocational qualification","25","","",""
"Totally disagree","1990","direct migration background","(2b) intermediate general qualification","","","",""
"Totally disagree","1990","direct migration background","(2a) intermediate vocational","6","","",""
"Totally disagree","1990","direct migration background","(2c_gen) general maturity certificate","","","",""
"Totally disagree","1990","direct migration background","(2c_voc) vocational maturity certificate","1","","",""
"Totally disagree","1990","direct migration background","(3a) lower tertiary education","8","","",""
"Totally disagree","1990","direct migration background","(3b) higher tertiary education","7","","",""
"Totally disagree","1990","indirect migration background","(0) in school","","","",""
"Totally disagree","1990","indirect migration background","(1a) inadequately completed","","","",""
"Totally disagree","1990","indirect migration background","(1b) general elementary school","","","",""
"Totally disagree","1990","indirect migration background","(1c) basic vocational qualification","1","","",""
"Totally disagree","1990","indirect migration background","(2b) intermediate general qualification","","","",""
"Totally disagree","1990","indirect migration background","(2a) intermediate vocational","","","",""
"Totally disagree","1990","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Totally disagree","1990","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Totally disagree","1990","indirect migration background","(3a) lower tertiary education","","","",""
"Totally disagree","1990","indirect migration background","(3b) higher tertiary education","","","",""
"True entirely","1991","no migration background","(0) in school","","","",""
"True entirely","1991","no migration background","(1a) inadequately completed","","","",""
"True entirely","1991","no migration background","(1b) general elementary school","19","","",""
"True entirely","1991","no migration background","(1c) basic vocational qualification","62","0.0564061000130544","0.0421071650804713","0.0707050349456374"
"True entirely","1991","no migration background","(2b) intermediate general qualification","5","","",""
"True entirely","1991","no migration background","(2a) intermediate vocational","75","0.0619849826603196","0.0486070521405128","0.0753629131801264"
"True entirely","1991","no migration background","(2c_gen) general maturity certificate","2","","",""
"True entirely","1991","no migration background","(2c_voc) vocational maturity certificate","3","","",""
"True entirely","1991","no migration background","(3a) lower tertiary education","40","0.0726950260541189","0.0514364376753414","0.0939536144328965"
"True entirely","1991","no migration background","(3b) higher tertiary education","13","","",""
"True entirely","1991","direct migration background","(0) in school","","","",""
"True entirely","1991","direct migration background","(1a) inadequately completed","","","",""
"True entirely","1991","direct migration background","(1b) general elementary school","","","",""
"True entirely","1991","direct migration background","(1c) basic vocational qualification","3","","",""
"True entirely","1991","direct migration background","(2b) intermediate general qualification","","","",""
"True entirely","1991","direct migration background","(2a) intermediate vocational","","","",""
"True entirely","1991","direct migration background","(2c_gen) general maturity certificate","","","",""
"True entirely","1991","direct migration background","(2c_voc) vocational maturity certificate","1","","",""
"True entirely","1991","direct migration background","(3a) lower tertiary education","3","","",""
"True entirely","1991","direct migration background","(3b) higher tertiary education","4","","",""
"True entirely","1991","indirect migration background","(0) in school","","","",""
"True entirely","1991","indirect migration background","(1a) inadequately completed","","","",""
