"plh0190","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1992","Employed","Rural Area","960","0.347903848034981","0.330296128857781","0.365511567212182","3"
"Rather not true","1992","Not Employed","Urban Area","695","0.343490405486582","0.32289872685231","0.364082084120853","3"
"Rather not true","1992","Not Employed","Rural Area","380","0.352793414114858","0.324657572573984","0.380929255655733","3"
"Rather not true","1992","Employed","Urban Area","1452","0.329038482155872","0.315192853335852","0.342884110975892","3"
"Tends to agree","1992","Not Employed","Urban Area","232","0.108639890650471","0.0951460628147425","0.1221337184862","2"
"Tends to agree","1992","Employed","Urban Area","451","0.104576079817395","0.0955588932246247","0.113593266410166","2"
"Tends to agree","1992","Not Employed","Rural Area","125","0.113581374213622","0.0948981766259312","0.132264571801313","2"
"Tends to agree","1992","Employed","Rural Area","299","0.106953155713664","0.0955282772210274","0.1183780342063","2"
"Totally disagree","1992","Not Employed","Urban Area","1021","0.4979529877638","0.476271939690576","0.519634035837025","4"
"Totally disagree","1992","Not Employed","Rural Area","531","0.471760346881074","0.442366635370042","0.501154058392106","4"
"Totally disagree","1992","Employed","Urban Area","2330","0.522264959645413","0.507545918324626","0.536984000966201","4"
"Totally disagree","1992","Employed","Rural Area","1404","0.488363973160542","0.469885331815689","0.506842614505395","4"
"True entirely","1992","Not Employed","Urban Area","95","0.0499167160991466","0.0404735473751129","0.0593598848231804","1"
"True entirely","1992","Not Employed","Rural Area","72","0.0618648647904454","0.0476797470262886","0.0760499825546022","1"
"True entirely","1992","Employed","Urban Area","191","0.0441204783813195","0.0380689898161046","0.0501719669465344","1"
"True entirely","1992","Employed","Rural Area","148","0.0567790230908132","0.0482240558352619","0.0653339903463645","1"
"Rather not true","1993","Not Employed","Urban Area","931","0.354262945747332","0.335514347387269","0.373011544107395","3"
"Rather not true","1993","Employed","Rural Area","1113","0.392950705805368","0.374918094876139","0.410983316734598","3"
"Rather not true","1993","Not Employed","Rural Area","493","0.390337314240274","0.362701907681937","0.41797272079861","3"
"Rather not true","1993","Employed","Urban Area","2037","0.359434947445652","0.346958548674229","0.371911346217074","3"
"Tends to agree","1993","Not Employed","Urban Area","309","0.124782887720748","0.111828601070754","0.137737174370743","2"
"Tends to agree","1993","Not Employed","Rural Area","162","0.138148164840537","0.118600725178945","0.15769560450213","2"
"Tends to agree","1993","Employed","Urban Area","690","0.116260042135738","0.10792563023422","0.124594454037256","2"
"Tends to agree","1993","Employed","Rural Area","322","0.110578738529825","0.098999842194746","0.122157634864905","2"
"Totally disagree","1993","Not Employed","Urban Area","1115","0.456025354660629","0.436501664338059","0.475549044983198","4"
"Totally disagree","1993","Not Employed","Rural Area","457","0.379811444601892","0.352316875791998","0.407306013411787","4"
"Totally disagree","1993","Employed","Rural Area","1198","0.422365432832774","0.404128644068578","0.44060222159697","4"
"Totally disagree","1993","Employed","Urban Area","2635","0.463919023118826","0.450952194671642","0.47688585156601","4"
"True entirely","1993","Not Employed","Rural Area","85","0.0917030763172965","0.0753534854270626","0.10805266720753","1"
"True entirely","1993","Not Employed","Urban Area","145","0.0649288118712912","0.0552701013008346","0.0745875224417477","1"
"True entirely","1993","Employed","Urban Area","320","0.0603859872997845","0.0541924279377007","0.0665795466618684","1"
"True entirely","1993","Employed","Rural Area","185","0.074105122832033","0.064433874098825","0.083776371565241","1"
"Rather not true","1994","Employed","Rural Area","","","","","3"
"Rather not true","1994","Not Employed","Urban Area","","","","","3"
"Rather not true","1994","Not Employed","Rural Area","","","","","3"
"Rather not true","1994","Employed","Urban Area","","","","","3"
"Tends to agree","1994","Not Employed","Urban Area","","","","","2"
"Tends to agree","1994","Not Employed","Rural Area","","","","","2"
"Tends to agree","1994","Employed","Urban Area","","","","","2"
"Tends to agree","1994","Employed","Rural Area","","","","","2"
"Totally disagree","1994","Not Employed","Urban Area","","","","","4"
