"plh0190","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"True entirely","1992","Not Employed","in school","5","","",""
"True entirely","1992","Not Employed","inadequately","5","","",""
"True entirely","1992","Not Employed","general elemantary","53","0.0541734921085494","0.0398768480717095","0.0684701361453894"
"True entirely","1992","Not Employed","middle vocational","77","0.0482939426962351","0.0377595197909743","0.0588283656014958"
"True entirely","1992","Not Employed","vocational + Abi","3","","",""
"True entirely","1992","Not Employed","higher vocational","9","","",""
"True entirely","1992","Not Employed","higher education","17","","",""
"True entirely","1992","Employed","in school","2","","",""
"True entirely","1992","Employed","inadequately","2","","",""
"True entirely","1992","Employed","general elemantary","36","0.0376092483260634","0.0250961558161417","0.050122340835985"
"True entirely","1992","Employed","middle vocational","203","0.0512841149852924","0.0445972975075728","0.057970932463012"
"True entirely","1992","Employed","vocational + Abi","7","","",""
"True entirely","1992","Employed","higher vocational","30","0.0466491424187595","0.0294121146377857","0.0638861701997333"
"True entirely","1992","Employed","higher education","58","0.0483020899251684","0.0366961781718878","0.059908001678449"
"Tends to agree","1992","Not Employed","in school","15","","",""
"Tends to agree","1992","Not Employed","inadequately","6","","",""
"Tends to agree","1992","Not Employed","general elemantary","116","0.109331650327337","0.0896225904385109","0.129040710216164"
"Tends to agree","1992","Not Employed","middle vocational","180","0.118791814430445","0.102893703593225","0.134689925267664"
"Tends to agree","1992","Not Employed","vocational + Abi","4","","",""
"Tends to agree","1992","Not Employed","higher vocational","17","","",""
"Tends to agree","1992","Not Employed","higher education","17","","",""
"Tends to agree","1992","Employed","in school","2","","",""
"Tends to agree","1992","Employed","inadequately","4","","",""
"Tends to agree","1992","Employed","general elemantary","113","0.125495745898609","0.103706757207825","0.147284734589394"
"Tends to agree","1992","Employed","middle vocational","462","0.112729161564036","0.103141643558515","0.122316679569556"
"Tends to agree","1992","Employed","vocational + Abi","28","","",""
"Tends to agree","1992","Employed","higher vocational","46","0.0795063859815903","0.0573945112668121","0.101618260696369"
"Tends to agree","1992","Employed","higher education","100","0.0781968033624342","0.0636636334872013","0.0927299732376671"
"Rather not true","1992","Not Employed","in school","52","0.523271128588702","0.426815274169914","0.61972698300749"
"Rather not true","1992","Not Employed","inadequately","9","","",""
"Rather not true","1992","Not Employed","general elemantary","341","0.351814052484636","0.321653357516888","0.381974747452385"
"Rather not true","1992","Not Employed","middle vocational","532","0.336325665210752","0.313110567403966","0.359540763017537"
"Rather not true","1992","Not Employed","vocational + Abi","24","","",""
"Rather not true","1992","Not Employed","higher vocational","47","0.343720923089165","0.267459971377583","0.419981874800747"
"Rather not true","1992","Not Employed","higher education","73","0.357449693420215","0.295513400911476","0.419385985928954"
"Rather not true","1992","Employed","in school","12","","",""
"Rather not true","1992","Employed","inadequately","12","","",""
"Rather not true","1992","Employed","general elemantary","306","0.34146171122972","0.310272590623812","0.372650831835629"
"Rather not true","1992","Employed","middle vocational","1395","0.338039713815506","0.323699362851383","0.35238006477963"
"Rather not true","1992","Employed","vocational + Abi","74","0.343926240886939","0.280724765829624","0.407127715944255"
"Rather not true","1992","Employed","higher vocational","183","0.328383259062421","0.289997915723126","0.366768602401716"
"Rather not true","1992","Employed","higher education","422","0.317665972849505","0.292464228097579","0.34286771760143"
"Totally disagree","1992","Not Employed","in school","31","0.307813073236897","0.218670594638481","0.396955551835313"
"Totally disagree","1992","Not Employed","inadequately","23","","",""
"Totally disagree","1992","Not Employed","general elemantary","453","0.484680805079477","0.453116152209112","0.516245457949841"
"Totally disagree","1992","Not Employed","middle vocational","802","0.496588577662568","0.472020402668818","0.521156752656319"
"Totally disagree","1992","Not Employed","vocational + Abi","35","0.503496825767903","0.382872331256791","0.624121320279015"
"Totally disagree","1992","Not Employed","higher vocational","76","0.471664689337825","0.391510457265237","0.551818921410413"
"Totally disagree","1992","Not Employed","higher education","123","0.507700953312071","0.443090519080032","0.572311387544109"
"Totally disagree","1992","Employed","in school","10","","",""
"Totally disagree","1992","Employed","inadequately","29","","",""
"Totally disagree","1992","Employed","general elemantary","433","0.495433294545607","0.462548623832167","0.528317965259047"
"Totally disagree","1992","Employed","middle vocational","2120","0.497947009635165","0.482789554426603","0.513104464843728"
"Totally disagree","1992","Employed","vocational + Abi","108","0.505144909474305","0.438622919021358","0.571666899927253"
"Totally disagree","1992","Employed","higher vocational","316","0.545461212537229","0.504762414813062","0.586160010261396"
"Totally disagree","1992","Employed","higher education","731","0.555835133862893","0.528938876995853","0.582731390729932"
"True entirely","1993","Not Employed","in school","7","","",""
"True entirely","1993","Not Employed","inadequately","10","","",""
"True entirely","1993","Not Employed","general elemantary","64","0.0765238894044613","0.0604599679715694","0.0925878108373532"
"True entirely","1993","Not Employed","middle vocational","115","0.0723645985714387","0.0602395068570327","0.0844896902858447"
"True entirely","1993","Not Employed","vocational + Abi","3","","",""
"True entirely","1993","Not Employed","higher vocational","11","","",""
"True entirely","1993","Not Employed","higher education","18","","",""
