"plh0190","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"True entirely","1990","16-34 y.","lower secondary degree","6","","",""
"True entirely","1990","16-34 y.","secondary school degree","52","0.0462813145241677","0.0337281001928364","0.058834528855499"
"True entirely","1990","16-34 y.","college entrance qualification","9","","",""
"True entirely","1990","16-34 y.","Other degree","","","",""
"True entirely","1990","16-34 y.","no degree/no degree yet","1","","",""
"True entirely","1990","35-65 y.","lower secondary degree","67","0.0683648305372426","0.0525883313155787","0.0841413297589064"
"True entirely","1990","35-65 y.","secondary school degree","41","0.0550077309719512","0.037958856396655","0.0720566055472474"
"True entirely","1990","35-65 y.","college entrance qualification","16","","",""
"True entirely","1990","35-65 y.","Other degree","2","","",""
"True entirely","1990","35-65 y.","no degree/no degree yet","","","",""
"True entirely","1990","66 and older","lower secondary degree","2","","",""
"True entirely","1990","66 and older","secondary school degree","","","",""
"True entirely","1990","66 and older","college entrance qualification","","","",""
"True entirely","1990","66 and older","Other degree","","","",""
"True entirely","1990","66 and older","no degree/no degree yet","","","",""
"Tends to agree","1990","16-34 y.","lower secondary degree","22","","",""
"Tends to agree","1990","16-34 y.","secondary school degree","136","0.127067550853501","0.107167709972886","0.146967391734115"
"Tends to agree","1990","16-34 y.","college entrance qualification","21","","",""
"Tends to agree","1990","16-34 y.","Other degree","","","",""
"Tends to agree","1990","16-34 y.","no degree/no degree yet","","","",""
"Tends to agree","1990","35-65 y.","lower secondary degree","80","0.0745298576098711","0.058111954668719","0.0909477605510233"
"Tends to agree","1990","35-65 y.","secondary school degree","61","0.100228878953505","0.07777289010735","0.122684867799661"
"Tends to agree","1990","35-65 y.","college entrance qualification","33","0.124837991128179","0.0867956963861303","0.162880285870228"
"Tends to agree","1990","35-65 y.","Other degree","3","","",""
"Tends to agree","1990","35-65 y.","no degree/no degree yet","1","","",""
"Tends to agree","1990","66 and older","lower secondary degree","1","","",""
"Tends to agree","1990","66 and older","secondary school degree","","","",""
"Tends to agree","1990","66 and older","college entrance qualification","1","","",""
"Tends to agree","1990","66 and older","Other degree","","","",""
"Tends to agree","1990","66 and older","no degree/no degree yet","","","",""
"Rather not true","1990","16-34 y.","lower secondary degree","43","0.269626740759318","0.200431940396929","0.338821541121707"
"Rather not true","1990","16-34 y.","secondary school degree","370","0.340905212050352","0.312582638415455","0.36922778568525"
"Rather not true","1990","16-34 y.","college entrance qualification","63","0.408282443971253","0.332594246239564","0.483970641702942"
"Rather not true","1990","16-34 y.","Other degree","4","","",""
"Rather not true","1990","16-34 y.","no degree/no degree yet","3","","",""
"Rather not true","1990","35-65 y.","lower secondary degree","245","0.245948060063204","0.219026906608613","0.272869213517795"
"Rather not true","1990","35-65 y.","secondary school degree","191","0.273604384045356","0.240268048744232","0.306940719346481"
"Rather not true","1990","35-65 y.","college entrance qualification","111","0.354764888818412","0.299699538869602","0.409830238767221"
"Rather not true","1990","35-65 y.","Other degree","7","","",""
"Rather not true","1990","35-65 y.","no degree/no degree yet","1","","",""
"Rather not true","1990","66 and older","lower secondary degree","2","","",""
"Rather not true","1990","66 and older","secondary school degree","","","",""
"Rather not true","1990","66 and older","college entrance qualification","","","",""
"Rather not true","1990","66 and older","Other degree","1","","",""
"Rather not true","1990","66 and older","no degree/no degree yet","","","",""
"Totally disagree","1990","16-34 y.","lower secondary degree","87","0.58555053713101","0.508737041410884","0.662364032851136"
"Totally disagree","1990","16-34 y.","secondary school degree","518","0.485745922571979","0.455882786775093","0.515609058368865"
"Totally disagree","1990","16-34 y.","college entrance qualification","69","0.422172824295093","0.34611661039618","0.498229038194006"
"Totally disagree","1990","16-34 y.","Other degree","3","","",""
"Totally disagree","1990","16-34 y.","no degree/no degree yet","1","","",""
"Totally disagree","1990","35-65 y.","lower secondary degree","591","0.611157251789682","0.580682875996594","0.641631627582771"
"Totally disagree","1990","35-65 y.","secondary school degree","394","0.571159006029187","0.534150940532941","0.608167071525433"
"Totally disagree","1990","35-65 y.","college entrance qualification","130","0.462684683394069","0.405298642447337","0.520070724340802"
"Totally disagree","1990","35-65 y.","Other degree","15","","",""
"Totally disagree","1990","35-65 y.","no degree/no degree yet","1","","",""
"Totally disagree","1990","66 and older","lower secondary degree","16","","",""
"Totally disagree","1990","66 and older","secondary school degree","3","","",""
"Totally disagree","1990","66 and older","college entrance qualification","","","",""
"Totally disagree","1990","66 and older","Other degree","1","","",""
"Totally disagree","1990","66 and older","no degree/no degree yet","","","",""
"True entirely","1991","16-34 y.","lower secondary degree","14","","",""
"True entirely","1991","16-34 y.","secondary school degree","66","0.0594206352708996","0.0452620544514043","0.0735792160903949"
"True entirely","1991","16-34 y.","college entrance qualification","8","","",""
"True entirely","1991","16-34 y.","Other degree","1","","",""
"True entirely","1991","16-34 y.","no degree/no degree yet","","","",""
"True entirely","1991","35-65 y.","lower secondary degree","60","0.0591378233717701","0.0442551788963128","0.0740204678472274"
"True entirely","1991","35-65 y.","secondary school degree","44","0.0711152674603057","0.0525972466683592","0.0896332882522523"
"True entirely","1991","35-65 y.","college entrance qualification","16","","",""
"True entirely","1991","35-65 y.","Other degree","1","","",""
"True entirely","1991","35-65 y.","no degree/no degree yet","","","",""
"True entirely","1991","66 and older","lower secondary degree","16","","",""
"True entirely","1991","66 and older","secondary school degree","3","","",""
"True entirely","1991","66 and older","college entrance qualification","","","",""
"True entirely","1991","66 and older","Other degree","1","","",""
"True entirely","1991","66 and older","no degree/no degree yet","","","",""
"Tends to agree","1991","16-34 y.","lower secondary degree","14","","",""
"Tends to agree","1991","16-34 y.","secondary school degree","143","0.122809307737684","0.103152363545987","0.142466251929381"
"Tends to agree","1991","16-34 y.","college entrance qualification","18","","",""
"Tends to agree","1991","16-34 y.","Other degree","","","",""
"Tends to agree","1991","16-34 y.","no degree/no degree yet","2","","",""
"Tends to agree","1991","35-65 y.","lower secondary degree","95","0.091031783319837","0.0728826743347975","0.109180892304877"
"Tends to agree","1991","35-65 y.","secondary school degree","73","0.104194406601982","0.0821823146213601","0.126206498582604"
"Tends to agree","1991","35-65 y.","college entrance qualification","30","0.124978947112646","0.0863135377109268","0.163644356514366"
"Tends to agree","1991","35-65 y.","Other degree","1","","",""
"Tends to agree","1991","35-65 y.","no degree/no degree yet","1","","",""
"Tends to agree","1991","66 and older","lower secondary degree","19","","",""
"Tends to agree","1991","66 and older","secondary school degree","4","","",""
"Tends to agree","1991","66 and older","college entrance qualification","2","","",""
"Tends to agree","1991","66 and older","Other degree","","","",""
"Tends to agree","1991","66 and older","no degree/no degree yet","","","",""
"Rather not true","1991","16-34 y.","lower secondary degree","31","0.272360263550479","0.198353609815052","0.346366917285907"
"Rather not true","1991","16-34 y.","secondary school degree","351","0.316671524616807","0.288812069281803","0.344530979951812"
"Rather not true","1991","16-34 y.","college entrance qualification","75","0.390369218918768","0.320820615214043","0.459917822623493"
"Rather not true","1991","16-34 y.","Other degree","3","","",""
"Rather not true","1991","16-34 y.","no degree/no degree yet","13","","",""
"Rather not true","1991","35-65 y.","lower secondary degree","260","0.260320209692734","0.232634207207278","0.28800621217819"
"Rather not true","1991","35-65 y.","secondary school degree","210","0.277266335774242","0.245013348534134","0.309519323014351"
"Rather not true","1991","35-65 y.","college entrance qualification","103","0.345280453697514","0.289688929542246","0.400871977852783"
"Rather not true","1991","35-65 y.","Other degree","4","","",""
"Rather not true","1991","35-65 y.","no degree/no degree yet","","","",""
"Rather not true","1991","66 and older","lower secondary degree","62","0.258725920989004","0.203663623058913","0.313788218919095"
"Rather not true","1991","66 and older","secondary school degree","8","","",""
"Rather not true","1991","66 and older","college entrance qualification","3","","",""
"Rather not true","1991","66 and older","Other degree","3","","",""
"Rather not true","1991","66 and older","no degree/no degree yet","1","","",""
"Totally disagree","1991","16-34 y.","lower secondary degree","80","0.569850956248489","0.487545085762888","0.65215682673409"
"Totally disagree","1991","16-34 y.","secondary school degree","511","0.501098532374609","0.47115367066724","0.531043394081978"
"Totally disagree","1991","16-34 y.","college entrance qualification","88","0.458536399150444","0.387498725518788","0.5295740727821"
"Totally disagree","1991","16-34 y.","Other degree","2","","",""
"Totally disagree","1991","16-34 y.","no degree/no degree yet","10","","",""
