"plh0190","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"Rather not true","1990","16-34 y.","no migration background","478","0.341438676005594","0.31656386156822","0.366313490442967","3"
"Rather not true","1990","35-65 y.","direct migration background","22","","","","3"
"Rather not true","1990","16-34 y.","direct migration background","6","","","","3"
"Rather not true","1990","66 and older","indirect migration background","","","","","3"
"Rather not true","1990","66 and older","direct migration background","","","","","3"
"Rather not true","1990","16-34 y.","indirect migration background","1","","","","3"
"Rather not true","1990","35-65 y.","no migration background","533","0.270198851442553","0.250273640566545","0.290124062318562","3"
"Rather not true","1990","35-65 y.","indirect migration background","","","","","3"
"Rather not true","1990","66 and older","no migration background","3","","","","3"
"Tends to agree","1990","35-65 y.","direct migration background","9","","","","2"
"Tends to agree","1990","35-65 y.","indirect migration background","","","","","2"
"Tends to agree","1990","16-34 y.","no migration background","177","0.123145263540795","0.105907613308217","0.140382913773372","2"
"Tends to agree","1990","66 and older","direct migration background","","","","","2"
"Tends to agree","1990","66 and older","no migration background","2","","","","2"
"Tends to agree","1990","66 and older","indirect migration background","","","","","2"
"Tends to agree","1990","16-34 y.","direct migration background","2","","","","2"
"Tends to agree","1990","16-34 y.","indirect migration background","","","","","2"
"Tends to agree","1990","35-65 y.","no migration background","169","0.0895839441122115","0.0767696717779859","0.102398216446437","2"
"Totally disagree","1990","35-65 y.","direct migration background","46","0.517150417738371","0.410918994966098","0.623381840510643","4"
"Totally disagree","1990","16-34 y.","no migration background","673","0.490726579555283","0.464502474387476","0.516950684723089","4"
"Totally disagree","1990","66 and older","direct migration background","1","","","","4"
"Totally disagree","1990","16-34 y.","indirect migration background","1","","","","4"
"Totally disagree","1990","16-34 y.","direct migration background","4","","","","4"
"Totally disagree","1990","35-65 y.","indirect migration background","","","","","4"
"Totally disagree","1990","66 and older","indirect migration background","","","","","4"
"Totally disagree","1990","35-65 y.","no migration background","1087","0.579096603509443","0.556943956369607","0.60124925064928","4"
"Totally disagree","1990","66 and older","no migration background","19","","","","4"
"True entirely","1990","16-34 y.","no migration background","68","0.0446894808983289","0.0338507030062544","0.0555282587904034","1"
