"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","direct migration background","East Germany","","","","","","","","","","","","","",""
"1984","direct migration background","West Germany","2.88","3","3229","1","2","4","4","4","2.85","2.91","1","4","3","3"
"1984","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1984","indirect migration background","West Germany","2.64","3","122","1","2","3","4","4","2.44","2.84","1","4","2","3"
"1984","no migration background","East Germany","","","","","","","","","","","","","",""
"1984","no migration background","West Germany","2.67","3","8500","1","2","4","4","4","2.65","2.69","1","4","3","3"
"1985","direct migration background","East Germany","","","","","","","","","","","","","",""
"1985","direct migration background","West Germany","2.86","3","2776","1","2","4","4","4","2.82","2.9","1","4","3","3"
"1985","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1985","indirect migration background","West Germany","2.63","3","140","1","2","4","4","4","2.45","2.81","1","4","2","3"
"1985","no migration background","East Germany","","","","","","","","","","","","","",""
"1985","no migration background","West Germany","2.64","3","7840","1","2","4","4","4","2.62","2.66","1","4","3","3"
"1986","direct migration background","East Germany","","","","","","","","","","","","","",""
"1986","direct migration background","West Germany","2.75","3","2680","1","2","4","4","4","2.71","2.79","1","4","3","3"
"1986","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1986","indirect migration background","West Germany","2.57","3","152","1","2","3","4","4","2.4","2.74","1","4","2","3"
"1986","no migration background","East Germany","","","","","","","","","","","","","",""
"1986","no migration background","West Germany","2.53","3","7479","1","2","3","4","4","2.51","2.55","1","4","2","3"
"1987","direct migration background","East Germany","","","","","","","","","","","","","",""
"1987","direct migration background","West Germany","","","","","","","","","","","","","",""
"1987","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1987","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1987","no migration background","East Germany","","","","","","","","","","","","","",""
"1987","no migration background","West Germany","","","","","","","","","","","","","",""
"1988","direct migration background","East Germany","","","","","","","","","","","","","",""
"1988","direct migration background","West Germany","","","","","","","","","","","","","",""
"1988","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1988","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1988","no migration background","East Germany","","","","","","","","","","","","","",""
"1988","no migration background","West Germany","","","","","","","","","","","","","",""
"1989","direct migration background","East Germany","","","","","","","","","","","","","",""
"1989","direct migration background","West Germany","","","","","","","","","","","","","",""
"1989","indirect migration background","East Germany","","","","","","","","","","","","","",""
"1989","indirect migration background","West Germany","","","","","","","","","","","","","",""
"1989","no migration background","East Germany","","","","","","","","","","","","","",""
"1989","no migration background","West Germany","","","","","","","","","","","","","",""
"1990","direct migration background","East Germany","","","","","","","","","","","","","",""
"1990","direct migration background","West Germany","","","","","","","","","","","","","",""
