"year","bula_h","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Baden-Württemberg","direct migration background","2.9","3","864","1","2","4","4","4","2.83","2.97","1","4","3","3"
"1984","Baden-Württemberg","indirect migration background","","","","","","","","","","","","","",""
"1984","Baden-Württemberg","no migration background","2.68","3","1323","1","2","4","4","4","2.62","2.74","1","4","3","3"
"1984","Bavaria","direct migration background","2.87","3","414","2","2","4","4","4","2.78","2.96","1","4","3","3"
"1984","Bavaria","indirect migration background","","","","","","","","","","","","","",""
"1984","Bavaria","no migration background","2.74","3","1579","1","2","4","4","4","2.69","2.79","1","4","3","3"
"1984","Berlin","direct migration background","2.43","2","114","1","2","3","4","4","2.24","2.62","1","4","2","3"
"1984","Berlin","indirect migration background","","","","","","","","","","","","","",""
"1984","Berlin","no migration background","2.59","3","279","1","2","3","4","4","2.47","2.71","1","4","2","3"
"1984","Brandenburg","direct migration background","","","","","","","","","","","","","",""
"1984","Brandenburg","indirect migration background","","","","","","","","","","","","","",""
"1984","Brandenburg","no migration background","","","","","","","","","","","","","",""
"1984","Bremen","direct migration background","2.94","2.74","33","2","2","4","4","4","2.56","3.32","1","4","2","4"
"1984","Bremen","indirect migration background","","","","","","","","","","","","","",""
"1984","Bremen","no migration background","2.67","3","97","1","2","3","4","4","2.46","2.88","1","4","2","3"
"1984","Hamburg","direct migration background","2.47","2","83","1","2","3","4","4","2.24","2.7","1","4","2","3"
"1984","Hamburg","indirect migration background","","","","","","","","","","","","","",""
"1984","Hamburg","no migration background","2.38","2","216","1","1","3","4","4","2.23","2.53","1","4","2","2"
"1984","Hesse","direct migration background","3.01","3","444","1","2","4","4","4","2.92","3.1","1","4","3","3"
"1984","Hesse","indirect migration background","","","","","","","","","","","","","",""
"1984","Hesse","no migration background","2.58","3","747","1","2","4","4","4","2.5","2.66","1","4","2","3"
"1984","Lower Saxony","direct migration background","2.9","3","185","1","2","4","4","4","2.76","3.04","1","4","3","3"
"1984","Lower Saxony","indirect migration background","","","","","","","","","","","","","",""
"1984","Lower Saxony","no migration background","2.68","3","993","1","2","4","4","4","2.61","2.75","1","4","3","3"
"1984","Mecklenburg-Western Pomerania","direct migration background","","","","","","","","","","","","","",""
"1984","Mecklenburg-Western Pomerania","indirect migration background","","","","","","","","","","","","","",""
"1984","Mecklenburg-Western Pomerania","no migration background","","","","","","","","","","","","","",""
"1984","North Rhine-Westphalia","direct migration background","2.93","3","904","1","2","4","4","4","2.87","2.99","1","4","3","3"
"1984","North Rhine-Westphalia","indirect migration background","2.7","3","35","1","2","3","4","4","2.3","3.1","1","4","2","3"
"1984","North Rhine-Westphalia","no migration background","2.64","3","2238","1","2","4","4","4","2.6","2.68","1","4","3","3"
"1984","Rhineland-Palatinate,Saarland","direct migration background","2.89","3","148","1","2","4","4","4","2.72","3.06","1","4","2","3"
"1984","Rhineland-Palatinate,Saarland","indirect migration background","","","","","","","","","","","","","",""
"1984","Rhineland-Palatinate,Saarland","no migration background","2.76","3","689","1","2","4","4","4","2.68","2.84","1","4","3","3"
"1984","Saxony","direct migration background","","","","","","","","","","","","","",""
"1984","Saxony","indirect migration background","","","","","","","","","","","","","",""
