"year","e11102","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","East Germany","","","","","","","","","","","","","",""
"1984","Employed","West Germany","2.6","3","7347","1","2","4","4","4","2.58","2.62","1","4","3","3"
"1984","Not Employed","East Germany","","","","","","","","","","","","","",""
"1984","Not Employed","West Germany","2.8","3","4504","1","2","4","4","4","2.77","2.83","1","4","3","3"
"1985","Employed","East Germany","","","","","","","","","","","","","",""
"1985","Employed","West Germany","2.58","3","6691","1","2","3","4","4","2.55","2.61","1","4","3","3"
"1985","Not Employed","East Germany","","","","","","","","","","","","","",""
"1985","Not Employed","West Germany","2.77","3","4065","1","2","4","4","4","2.74","2.8","1","4","3","3"
"1986","Employed","East Germany","","","","","","","","","","","","","",""
"1986","Employed","West Germany","2.46","2","6527","1","2","3","4","4","2.43","2.49","1","4","3","3"
"1986","Not Employed","East Germany","","","","","","","","","","","","","",""
"1986","Not Employed","West Germany","2.68","3","3784","1","2","4","4","4","2.65","2.71","1","4","3","3"
"1987","Employed","East Germany","","","","","","","","","","","","","",""
"1987","Employed","West Germany","","","","","","","","","","","","","",""
"1987","Not Employed","East Germany","","","","","","","","","","","","","",""
"1987","Not Employed","West Germany","","","","","","","","","","","","","",""
"1988","Employed","East Germany","","","","","","","","","","","","","",""
"1988","Employed","West Germany","","","","","","","","","","","","","",""
"1988","Not Employed","East Germany","","","","","","","","","","","","","",""
"1988","Not Employed","West Germany","","","","","","","","","","","","","",""
"1989","Employed","East Germany","","","","","","","","","","","","","",""
"1989","Employed","West Germany","","","","","","","","","","","","","",""
"1989","Not Employed","East Germany","","","","","","","","","","","","","",""
"1989","Not Employed","West Germany","","","","","","","","","","","","","",""
"1990","Employed","East Germany","","","","","","","","","","","","","",""
"1990","Employed","West Germany","","","","","","","","","","","","","",""
"1990","Not Employed","East Germany","","","","","","","","","","","","","",""
"1990","Not Employed","West Germany","","","","","","","","","","","","","",""
"1991","Employed","East Germany","","","","","","","","","","","","","",""
"1991","Employed","West Germany","","","","","","","","","","","","","",""
"1991","Not Employed","East Germany","","","","","","","","","","","","","",""
"1991","Not Employed","West Germany","","","","","","","","","","","","","",""
"1992","Employed","East Germany","","","","","","","","","","","","","",""
"1992","Employed","West Germany","","","","","","","","","","","","","",""
"1992","Not Employed","East Germany","","","","","","","","","","","","","",""
"1992","Not Employed","West Germany","","","","","","","","","","","","","",""
"1993","Employed","East Germany","","","","","","","","","","","","","",""
"1993","Employed","West Germany","","","","","","","","","","","","","",""
"1993","Not Employed","East Germany","","","","","","","","","","","","","",""
"1993","Not Employed","West Germany","","","","","","","","","","","","","",""
"1994","Employed","East Germany","","","","","","","","","","","","","",""
"1994","Employed","West Germany","","","","","","","","","","","","","",""
"1994","Not Employed","East Germany","","","","","","","","","","","","","",""
"1994","Not Employed","West Germany","","","","","","","","","","","","","",""
"1995","Employed","East Germany","","","","","","","","","","","","","",""
"1995","Employed","West Germany","","","","","","","","","","","","","",""
"1995","Not Employed","East Germany","","","","","","","","","","","","","",""
"1995","Not Employed","West Germany","","","","","","","","","","","","","",""
"1996","Employed","East Germany","2.08","2","2367","1","1","3","3","4","2.04","2.12","1","4","2","2"
"1996","Employed","West Germany","2.23","2","5939","1","1","3","4","4","2.2","2.26","1","4","2","2"
"1996","Not Employed","East Germany","2.34","2","1260","1","2","3","4","4","2.29","2.39","1","4","2","2"
"1996","Not Employed","West Germany","2.43","2","3286","1","2","3","4","4","2.4","2.46","1","4","2","3"
"1997","Employed","East Germany","","","","","","","","","","","","","",""
"1997","Employed","West Germany","","","","","","","","","","","","","",""
"1997","Not Employed","East Germany","","","","","","","","","","","","","",""
"1997","Not Employed","West Germany","","","","","","","","","","","","","",""
"1998","Employed","East Germany","","","","","","","","","","","","","",""
"1998","Employed","West Germany","","","","","","","","","","","","","",""
"1998","Not Employed","East Germany","","","","","","","","","","","","","",""
"1998","Not Employed","West Germany","","","","","","","","","","","","","",""
"1999","Employed","East Germany","","","","","","","","","","","","","",""
"1999","Employed","West Germany","","","","","","","","","","","","","",""
"1999","Not Employed","East Germany","","","","","","","","","","","","","",""
"1999","Not Employed","West Germany","","","","","","","","","","","","","",""
"2000","Employed","East Germany","","","","","","","","","","","","","",""
"2000","Employed","West Germany","","","","","","","","","","","","","",""
"2000","Not Employed","East Germany","","","","","","","","","","","","","",""
"2000","Not Employed","West Germany","","","","","","","","","","","","","",""
"2001","Employed","East Germany","","","","","","","","","","","","","",""
"2001","Employed","West Germany","","","","","","","","","","","","","",""
"2001","Not Employed","East Germany","","","","","","","","","","","","","",""
"2001","Not Employed","West Germany","","","","","","","","","","","","","",""
"2002","Employed","East Germany","","","","","","","","","","","","","",""
"2002","Employed","West Germany","","","","","","","","","","","","","",""
"2002","Not Employed","East Germany","","","","","","","","","","","","","",""
"2002","Not Employed","West Germany","","","","","","","","","","","","","",""
"2003","Employed","East Germany","","","","","","","","","","","","","",""
"2003","Employed","West Germany","","","","","","","","","","","","","",""
"2003","Not Employed","East Germany","","","","","","","","","","","","","",""
"2003","Not Employed","West Germany","","","","","","","","","","","","","",""
"2004","Employed","East Germany","","","","","","","","","","","","","",""
"2004","Employed","West Germany","","","","","","","","","","","","","",""
"2004","Not Employed","East Germany","","","","","","","","","","","","","",""
"2004","Not Employed","West Germany","","","","","","","","","","","","","",""
"2005","Employed","East Germany","","","","","","","","","","","","","",""
"2005","Employed","West Germany","","","","","","","","","","","","","",""
"2005","Not Employed","East Germany","","","","","","","","","","","","","",""
"2005","Not Employed","West Germany","","","","","","","","","","","","","",""
"2006","Employed","East Germany","2.01","2","3040","1","1","3","3","4","1.97","2.05","1","4","2","2"
"2006","Employed","West Germany","2.25","2","10267","1","1","3","4","4","2.23","2.27","1","4","2","2"
"2006","Not Employed","East Germany","2.16","2","2211","1","1","3","3","4","2.12","2.2","1","4","2","2"
"2006","Not Employed","West Germany","2.44","2","6219","1","2","3","4","4","2.41","2.47","1","4","2","3"
"2007","Employed","East Germany","","","","","","","","","","","","","",""
"2007","Employed","West Germany","","","","","","","","","","","","","",""
"2007","Not Employed","East Germany","","","","","","","","","","","","","",""
