"plh0032","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","no migration background","in school","36","0.24117245553482","0.174041753664265","0.308303157405375"
"Big worries","1984","no migration background","inadequately","21","","",""
"Big worries","1984","no migration background","general elemantary","747","0.316784288320293","0.297865896084731","0.335702680555855"
"Big worries","1984","no migration background","middle vocational","1610","0.345868632119253","0.332120247176798","0.359617017061708"
"Big worries","1984","no migration background","vocational + Abi","74","0.393233635316941","0.322654674811714","0.463812595822168"
"Big worries","1984","no migration background","higher vocational","213","0.342997753152792","0.304886430069757","0.381109076235827"
"Big worries","1984","no migration background","higher education","191","0.29014521219584","0.255574242733356","0.324716181658324"
"Big worries","1984","direct migration background","in school","3","","",""
"Big worries","1984","direct migration background","inadequately","244","0.284321442397855","0.255204454891416","0.313438429904294"
"Big worries","1984","direct migration background","general elemantary","298","0.308423067033343","0.280580820620734","0.336265313445953"
"Big worries","1984","direct migration background","middle vocational","304","0.30375977064569","0.275509742365245","0.332009798926134"
"Big worries","1984","direct migration background","vocational + Abi","41","0.282516619909932","0.203590453641942","0.361442786177923"
"Big worries","1984","direct migration background","higher vocational","13","","",""
"Big worries","1984","direct migration background","higher education","39","0.324755658409071","0.241317589150768","0.408193727667375"
"Big worries","1984","indirect migration background","in school","1","","",""
"Big worries","1984","indirect migration background","inadequately","1","","",""
"Big worries","1984","indirect migration background","general elemantary","16","","",""
"Big worries","1984","indirect migration background","middle vocational","21","","",""
"Big worries","1984","indirect migration background","vocational + Abi","","","",""
"Big worries","1984","indirect migration background","higher vocational","1","","",""
"Big worries","1984","indirect migration background","higher education","1","","",""
"Some worries","1984","no migration background","in school","88","0.556215069807349","0.478251190092802","0.634178949521896"
"Some worries","1984","no migration background","inadequately","41","0.56483955725643","0.451880908626944","0.677798205885915"
"Some worries","1984","no migration background","general elemantary","1227","0.523567432169438","0.503257404329443","0.543877460009432"
"Some worries","1984","no migration background","middle vocational","2544","0.549505880231354","0.535124706165006","0.563887054297702"
"Some worries","1984","no migration background","vocational + Abi","99","0.546532025829146","0.474600330213225","0.618463721445068"
"Some worries","1984","no migration background","higher vocational","321","0.54490673624479","0.504927337987963","0.584886134501617"
"Some worries","1984","no migration background","higher education","389","0.57743227075238","0.53980369453501","0.61506084696975"
"Some worries","1984","direct migration background","in school","12","","",""
"Some worries","1984","direct migration background","inadequately","407","0.416018473122194","0.384202992157838","0.447833954086549"
"Some worries","1984","direct migration background","general elemantary","519","0.476713405769784","0.446603521633452","0.506823289906115"
"Some worries","1984","direct migration background","middle vocational","519","0.534850862333018","0.504211010397486","0.565490714268551"
"Some worries","1984","direct migration background","vocational + Abi","54","0.47030889408864","0.382811318262323","0.557806469914957"
"Some worries","1984","direct migration background","higher vocational","35","0.688725058980683","0.562878472106179","0.814571645855188"
"Some worries","1984","direct migration background","higher education","60","0.477997568432371","0.388994595685665","0.567000541179077"
"Some worries","1984","indirect migration background","in school","5","","",""
"Some worries","1984","indirect migration background","inadequately","","","",""
"Some worries","1984","indirect migration background","general elemantary","27","","",""
"Some worries","1984","indirect migration background","middle vocational","24","","",""
"Some worries","1984","indirect migration background","vocational + Abi","1","","",""
"Some worries","1984","indirect migration background","higher vocational","3","","",""
"Some worries","1984","indirect migration background","higher education","1","","",""
"No worries","1984","no migration background","in school","32","0.202612474657831","0.13953800597434","0.265686943341322"
"No worries","1984","no migration background","inadequately","12","","",""
"No worries","1984","no migration background","general elemantary","349","0.159648279510269","0.144753428816148","0.17454313020439"
"No worries","1984","no migration background","middle vocational","444","0.104625487649393","0.0957787180073221","0.113472257291464"
"No worries","1984","no migration background","vocational + Abi","11","","",""
"No worries","1984","no migration background","higher vocational","62","0.112095510602418","0.0867674348249248","0.137423586379912"
"No worries","1984","no migration background","higher education","82","0.13242251705178","0.106602641095078","0.158242393008483"
"No worries","1984","direct migration background","in school","6","","",""
"No worries","1984","direct migration background","inadequately","271","0.299660084479952","0.270090071236908","0.329230097722995"
"No worries","1984","direct migration background","general elemantary","240","0.214863527196873","0.190102735645253","0.239624318748492"
"No worries","1984","direct migration background","middle vocational","195","0.161389367021292","0.138790230617422","0.183988503425161"
"No worries","1984","direct migration background","vocational + Abi","30","0.247174486001428","0.17155354643337","0.322795425569486"
"No worries","1984","direct migration background","higher vocational","4","","",""
"No worries","1984","direct migration background","higher education","22","","",""
"No worries","1984","indirect migration background","in school","2","","",""
"No worries","1984","indirect migration background","inadequately","3","","",""
"No worries","1984","indirect migration background","general elemantary","9","","",""
"No worries","1984","indirect migration background","middle vocational","6","","",""
"No worries","1984","indirect migration background","vocational + Abi","","","",""
"No worries","1984","indirect migration background","higher vocational","","","",""
"No worries","1984","indirect migration background","higher education","1","","",""
"Big worries","1985","no migration background","in school","27","","",""
"Big worries","1985","no migration background","inadequately","26","","",""
"Big worries","1985","no migration background","general elemantary","599","0.284946970538055","0.265435604190041","0.304458336886068"
"Big worries","1985","no migration background","middle vocational","1423","0.337483666018606","0.323179862102092","0.351787469935119"
